Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.11,0,25.5,33.5,23.02,13.15,-7.57,29,0.571,5.27E-07
1,0.37,0,25.5,33.5,23.02,13.19,-7.57,29,0.571,2.34E-06
2,0.74,0,25.5,33.4,23.02,13.26,-7.57,29,0.571,5.95E-06
3.1,1.33,0,25.6,33.4,23.02,13.38,-7.57,29,0.572,1.25E-05
4.1,2.26,0,25.6,33.4,23.02,13.58,-7.57,29,0.572,2.36E-05
5.1,3.41,0,25.6,33.4,23.02,13.85,-7.57,29,0.572,4.05E-05
6.1,4.84,0,25.6,33.4,23.02,14.19,-7.57,29,0.572,6.41E-05
7.1,6.35,0,25.6,33.4,23.02,14.59,-7.57,29,0.572,9.51E-05
8.2,7.93,0,25.6,33.4,23.02,15.02,-7.57,29,0.572,1.34E-04
9.2,9.56,0,25.6,33.4,23.02,15.48,-7.57,29,0.572,1.82E-04
10.2,11.09,0,25.6,33.4,23.02,15.93,-7.57,29,0.572,2.36E-04
11.3,12.51,0,25.6,33.4,23.02,16.37,-7.57,29,0.572,2.98E-04
12.3,13.83,0,25.6,33.4,23.02,16.78,-7.57,29,0.572,3.66E-04
13.3,14.95,0,25.6,33.4,23.02,17.15,-7.57,29,0.572,4.39E-04
14.3,16.04,0,25.6,33.4,23.02,17.5,-7.57,29,0.573,5.17E-04
15.3,16.9,0,25.6,33.4,23.02,17.8,-7.57,29,0.573,6.00E-04
16.3,17.61,0,25.6,33.4,23.01,18.06,-7.57,29,0.573,6.86E-04
17.4,18.33,0,25.6,33.4,23.01,18.29,-7.57,29,0.573,7.77E-04
18.4,18.87,0,25.6,33.4,23.01,18.49,-7.57,29,0.573,8.69E-04
19.4,19.41,0,25.6,33.4,23.01,18.67,-7.57,29,0.574,9.64E-04
20.4,19.81,0,25.6,33.4,23.01,18.82,-7.57,29,0.574,1.06E-03
21.4,20.17,0,25.6,33.4,23.01,18.94,-7.57,29,0.574,1.16E-03
22.5,20.5,0,25.6,33.4,23.01,19.06,-7.57,29,0.574,1.26E-03
23.5,20.74,0,25.6,33.4,23.01,19.15,-7.57,29,0.575,1.36E-03
24.5,21.07,0,25.6,33.4,23.01,19.24,-7.57,29,0.575,1.46E-03
25.5,21.32,0,25.6,33.4,23.01,19.32,-7.57,29,0.575,1.57E-03
26.5,21.66,0,25.6,33.4,23.01,19.42,-7.57,29,0.575,1.67E-03
27.5,22.04,0,25.6,33.4,23.01,19.52,-7.57,29,0.575,1.78E-03
28.5,22.38,0,25.6,33.4,23.01,19.62,-7.57,29,0.576,1.89E-03
29.6,22.86,0,25.6,33.4,23.01,19.74,-7.57,29,0.576,2.00E-03
30.6,23.23,0,25.6,33.4,23.01,19.86,-7.57,29,0.576,2.12E-03
31.6,23.68,0,25.6,33.4,23.01,19.98,-7.57,29,0.576,2.23E-03
32.6,24.09,0,25.6,33.4,23.01,20.1,-7.57,29,0.577,2.35E-03
33.6,24.44,0,25.6,33.4,23.01,20.21,-7.57,29,0.577,2.47E-03
34.6,24.8,0,25.6,33.4,23.01,20.32,-7.57,29,0.577,2.59E-03
35.7,25.01,0,25.6,33.4,23.01,20.41,-7.57,29,0.578,2.71E-03
36.7,25.24,0,25.6,33.4,23.01,20.48,-7.57,29,0.578,2.84E-03
37.7,25.32,0,25.6,33.4,23.01,20.54,-7.57,29,0.578,2.96E-03
38.7,25.32,0,25.6,33.4,23.01,20.56,-7.57,29,0.578,3.08E-03
39.7,25.31,0,25.6,33.4,23.01,20.57,-7.57,29,0.579,3.21E-03
40.8,25.19,0,25.6,33.4,23.01,20.56,-7.57,29,0.579,3.33E-03
41.8,25.06,0,25.6,33.4,23.01,20.54,-7.57,29,0.579,3.46E-03
42.8,24.88,0,25.6,33.4,23.01,20.49,-7.57,29,0.579,3.58E-03
43.8,24.7,0,25.6,33.4,23.01,20.45,-7.57,29,0.58,3.70E-03
44.8,24.5,0,25.6,33.3,23.01,20.4,-7.57,29,0.58,3.82E-03
45.8,24.3,0,25.6,33.3,23.01,20.34,-7.57,29,0.58,3.94E-03
46.9,24.12,0,25.6,33.3,23.01,20.29,-7.57,29,0.58,4.06E-03
47.9,23.91,0,25.6,33.3,23.01,20.23,-7.57,29.1,0.581,4.17E-03
48.9,23.73,0,25.6,33.3,23.01,20.17,-7.57,29.1,0.581,4.29E-03
49.9,23.51,0,25.6,33.3,23.01,20.11,-7.57,29.1,0.581,4.40E-03
50.9,23.35,0,25.6,33.3,23.01,20.06,-7.57,29.1,0.582,4.52E-03
52,23.15,0,25.7,33.3,23.01,20,-7.57,29.1,0.582,4.63E-03
53,22.96,0,25.6,33.3,23.01,19.95,-7.57,29.1,0.582,4.74E-03
54,22.75,0,25.6,33.3,23.01,19.88,-7.57,29.1,0.582,4.86E-03
55,22.57,0,25.6,33.3,23.01,19.83,-7.57,29.1,0.583,4.97E-03
56,22.41,0,25.6,33.3,23.01,19.78,-7.57,29.1,0.583,5.08E-03
57,22.26,0,25.6,33.3,23.02,19.73,-7.57,29.1,0.583,5.18E-03
58,22.12,0,25.6,33.3,23.02,19.68,-7.57,29.1,0.583,5.29E-03
59.1,22.01,0,25.6,33.3,23.02,19.64,-7.57,29.1,0.583,5.40E-03
60.1,21.9,0,25.6,33.3,23.02,19.6,-7.57,29.1,0.584,5.51E-03
61.1,21.74,0,25.6,33.3,23.02,19.56,-7.57,29.1,0.584,5.61E-03
62.1,21.64,0,25.6,33.3,23.02,19.53,-7.57,29.1,0.584,5.72E-03
63.1,21.55,0,25.6,33.3,23.02,19.5,-7.57,29.1,0.584,5.82E-03
64.1,21.45,0,25.6,33.3,23.02,19.47,-7.57,29.1,0.585,5.93E-03
65.2,21.31,0,25.6,33.3,23.02,19.43,-7.57,29.1,0.585,6.03E-03
66.2,21.19,0,25.6,33.3,23.02,19.4,-7.57,29.1,0.585,6.14E-03
67.2,21.15,0,25.6,33.3,23.02,19.37,-7.57,29.1,0.585,6.24E-03
68.2,21.08,0,25.6,33.3,23.02,19.35,-7.57,29.1,0.586,6.34E-03
69.2,20.95,0,25.6,33.3,23.02,19.31,-7.57,29.1,0.586,6.45E-03
70.3,20.88,0,25.6,33.3,23.02,19.29,-7.57,29.1,0.586,6.55E-03
71.3,20.87,0,25.6,33.3,23.02,19.27,-7.57,29.1,0.586,6.65E-03
72.3,20.84,0,25.6,33.3,23.03,19.26,-7.57,29.1,0.586,6.75E-03
73.3,20.74,0,25.6,33.3,23.03,19.24,-7.57,29.1,0.587,6.85E-03
74.3,20.64,0,25.6,33.3,23.03,19.21,-7.57,29.2,0.587,6.95E-03
75.3,20.58,0,25.6,33.3,23.03,19.19,-7.57,29.2,0.587,7.06E-03
76.3,20.53,0,25.6,33.3,23.03,19.17,-7.57,29.2,0.587,7.16E-03
77.4,20.41,0,25.6,33.3,23.03,19.15,-7.57,29.2,0.588,7.26E-03
78.4,20.36,0,25.6,33.3,23.03,19.13,-7.57,29.2,0.588,7.35E-03
79.4,20.3,0,25.6,33.3,23.03,19.11,-7.57,29.2,0.588,7.46E-03
