Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.12,0,24.8,33.8,22.92,12.74,-7.57,29.1,1.124,5.47E-06
1,1.45,0,24.8,33.8,22.92,12.8,-7.57,29.1,1.124,1.26E-05
2,2.03,0,24.8,33.8,22.92,12.92,-7.57,29.1,1.124,2.24E-05
3,2.85,0,24.8,33.8,22.92,13.09,-7.57,29.1,1.124,3.64E-05
4.1,4.02,0,24.8,33.8,22.92,13.36,-7.57,29.1,1.124,5.60E-05
5.1,5.37,0,24.8,33.8,22.92,13.69,-7.57,29,1.124,8.26E-05
6.1,6.99,0,24.9,33.8,22.92,14.1,-7.57,29,1.124,1.17E-04
7.1,8.67,0,24.9,33.8,22.92,14.55,-7.57,29,1.124,1.60E-04
8.2,10.31,0,24.9,33.8,22.92,15.02,-7.57,29,1.124,2.10E-04
9.2,11.92,0,24.9,33.8,22.92,15.49,-7.57,29,1.124,2.68E-04
10.2,13.32,0,24.9,33.7,22.93,15.93,-7.57,29,1.124,3.33E-04
11.2,14.6,0,24.9,33.7,22.93,16.34,-7.57,29,1.125,4.06E-04
12.3,15.67,0,24.9,33.7,22.92,16.71,-7.57,29,1.125,4.84E-04
13.3,16.65,0,24.9,33.7,22.93,17.04,-7.57,29,1.125,5.65E-04
14.3,17.49,0,24.9,33.7,22.92,17.33,-7.57,29,1.125,6.50E-04
15.3,18.27,0,24.9,33.7,22.92,17.59,-7.57,29,1.125,7.40E-04
16.3,18.93,0,24.9,33.7,22.92,17.81,-7.57,29,1.126,8.32E-04
17.3,19.53,0,24.9,33.7,22.92,18.02,-7.57,29,1.126,9.28E-04
18.3,20.03,0,24.9,33.7,22.92,18.19,-7.57,29,1.126,1.03E-03
19.4,20.4,0,24.9,33.7,22.92,18.33,-7.57,29,1.126,1.13E-03
20.4,20.69,0,24.9,33.7,22.93,18.44,-7.57,29,1.126,1.23E-03
21.4,20.77,0,24.9,33.7,22.92,18.52,-7.57,29,1.127,1.33E-03
22.4,20.92,0,24.9,33.7,22.93,18.57,-7.57,29,1.127,1.43E-03
23.4,20.93,0,24.9,33.7,22.93,18.6,-7.57,29,1.127,1.53E-03
24.5,21,0,24.9,33.7,22.93,18.63,-7.57,29,1.127,1.64E-03
25.5,21.02,0,24.9,33.7,22.93,18.64,-7.57,29,1.128,1.74E-03
26.5,21.1,0,24.9,33.7,22.93,18.66,-7.57,29,1.128,1.84E-03
27.5,21.26,0,24.9,33.7,22.93,18.69,-7.57,29,1.128,1.95E-03
28.5,21.32,0,24.9,33.7,22.93,18.72,-7.57,29,1.128,2.05E-03
29.5,21.46,0,24.9,33.6,22.93,18.76,-7.57,29,1.128,2.16E-03
30.6,21.52,0,24.9,33.6,22.93,18.78,-7.57,29,1.129,2.26E-03
31.6,21.54,0,24.9,33.6,22.93,18.8,-7.57,29,1.129,2.37E-03
32.6,21.52,0,24.9,33.6,22.93,18.8,-7.57,29,1.129,2.47E-03
33.6,21.57,0,24.9,33.6,22.93,18.81,-7.57,29,1.129,2.58E-03
34.6,21.59,0,24.9,33.6,22.92,18.82,-7.57,29,1.13,2.68E-03
35.7,21.65,0,24.9,33.6,22.93,18.83,-7.57,29,1.13,2.79E-03
36.7,21.67,0,24.9,33.6,22.93,18.84,-7.57,29,1.13,2.90E-03
37.7,21.7,0,24.9,33.6,22.92,18.85,-7.57,29,1.13,3.00E-03
38.7,21.72,0,24.9,33.6,22.92,18.86,-7.57,29,1.131,3.11E-03
39.8,21.7,0,24.9,33.7,22.92,18.86,-7.57,29,1.131,3.22E-03
40.8,21.71,0,24.9,33.7,22.92,18.86,-7.57,29,1.131,3.33E-03
41.8,21.63,0,24.9,33.7,22.92,18.85,-7.57,29,1.131,3.43E-03
42.8,21.59,0,24.9,33.7,22.92,18.84,-7.57,29,1.132,3.54E-03
43.8,21.56,0,24.8,33.7,22.92,18.83,-7.57,29,1.132,3.64E-03
44.8,21.52,0,24.8,33.7,22.92,18.82,-7.57,29,1.132,3.75E-03
45.9,21.51,0,24.8,33.7,22.92,18.82,-7.57,29,1.132,3.85E-03
46.9,21.45,0,24.8,33.7,22.92,18.81,-7.57,29,1.132,3.96E-03
47.9,21.45,0,24.8,33.7,22.92,18.8,-7.57,29,1.133,4.06E-03
48.9,21.37,0,24.8,33.7,22.92,18.79,-7.57,29,1.133,4.17E-03
49.9,21.31,0,24.8,33.7,22.92,18.77,-7.57,29,1.133,4.27E-03
50.9,21.18,0,24.8,33.7,22.91,18.74,-7.57,29,1.133,4.37E-03
52,21.07,0,24.8,33.7,22.91,18.71,-7.57,29,1.134,4.48E-03
53,20.97,0,24.8,33.7,22.91,18.68,-7.57,29,1.134,4.58E-03
54,20.82,0,24.8,33.7,22.91,18.65,-7.57,29,1.134,4.68E-03
55,20.76,0,24.8,33.7,22.91,18.62,-7.57,29,1.134,4.78E-03
56,20.71,0,24.8,33.7,22.91,18.6,-7.57,29,1.135,4.88E-03
57,20.73,0,24.8,33.8,22.91,18.59,-7.57,29,1.135,4.98E-03
58,20.65,0,24.8,33.8,22.91,18.58,-7.57,29,1.135,5.09E-03
59.1,20.67,0,24.8,33.8,22.91,18.57,-7.57,29,1.135,5.19E-03
60.1,20.65,0,24.7,33.8,22.91,18.57,-7.57,29.1,1.135,5.29E-03
61.1,20.64,0,24.7,33.8,22.91,18.56,-7.57,29.1,1.136,5.39E-03
62.1,20.65,0,24.7,33.8,22.91,18.56,-7.57,29.1,1.136,5.49E-03
63.1,20.61,0,24.7,33.8,22.91,18.56,-7.57,29.1,1.136,5.59E-03
64.1,20.62,0,24.7,33.8,22.91,18.56,-7.57,29.1,1.136,5.69E-03
65.2,20.52,0,24.7,33.8,22.91,18.54,-7.57,29.1,1.137,5.79E-03
66.2,20.54,0,24.7,33.8,22.91,18.54,-7.57,29.1,1.137,5.89E-03
67.2,20.49,0,24.7,33.8,22.91,18.53,-7.57,29.1,1.137,5.99E-03
68.2,20.44,0,24.7,33.8,22.91,18.52,-7.57,29.1,1.137,6.09E-03
69.2,20.45,0,24.7,33.8,22.91,18.51,-7.57,29.1,1.137,6.19E-03
70.3,20.49,0,24.7,33.8,22.91,18.52,-7.57,29.1,1.138,6.29E-03
71.3,20.59,0,24.7,33.8,22.9,18.54,-7.57,29.1,1.138,6.39E-03
72.3,20.66,0,24.7,33.9,22.9,18.56,-7.57,29.1,1.138,6.49E-03
73.3,20.76,0,24.7,33.9,22.9,18.58,-7.57,29.1,1.138,6.60E-03
74.3,20.87,0,24.7,33.9,22.9,18.61,-7.57,29.1,1.139,6.70E-03
75.3,20.97,0,24.7,33.9,22.9,18.64,-7.57,29.1,1.139,6.80E-03
76.4,21.06,0,24.7,33.9,22.9,18.67,-7.57,29.1,1.139,6.90E-03
77.4,21.17,0,24.7,33.9,22.9,18.7,-7.57,29.1,1.139,7.01E-03
78.4,21.24,0,24.7,33.9,22.9,18.72,-7.57,29.1,1.139,7.11E-03
79.4,21.31,0,24.7,33.9,22.9,18.75,-7.57,29.1,1.14,7.22E-03
80.4,21.33,0,24.7,33.9,22.9,18.77,-7.57,29.1,1.14,7.32E-03
81.4,21.42,0,24.7,33.9,22.9,18.79,-7.57,29.1,1.14,7.42E-03
82.5,21.44,0,24.7,33.9,22.9,18.8,-7.57,29.1,1.14,7.53E-03
83.5,21.4,0,24.7,33.9,22.9,18.8,-7.57,29.1,1.141,7.63E-03
84.5,21.4,0,24.7,33.9,22.9,18.8,-7.57,29.1,1.141,7.74E-03
85.5,21.43,0,24.7,33.9,22.9,18.81,-7.57,29.1,1.141,7.84E-03
86.5,21.45,0,24.7,33.9,22.9,18.81,-7.57,29.1,1.141,7.95E-03
87.6,21.38,0,24.7,33.9,22.89,18.81,-7.57,29.1,1.142,8.06E-03
88.6,21.39,0,24.7,33.9,22.89,18.81,-7.57,29.1,1.142,8.16E-03
89.6,21.4,0,24.7,33.9,22.89,18.81,-7.57,29.1,1.142,8.26E-03
90.6,21.4,0,24.7,33.9,22.89,18.81,-7.57,29.1,1.142,8.37E-03
91.6,21.36,0,24.7,33.9,22.89,18.81,-7.57,29.1,1.142,8.48E-03
92.7,21.37,0,24.7,33.9,22.89,18.8,-7.57,29.1,1.143,8.58E-03
93.7,21.39,0,24.7,33.9,22.89,18.8,-7.57,29.1,1.143,8.68E-03
94.7,21.38,0,24.7,33.9,22.89,18.8,-7.57,29.1,1.143,8.79E-03
95.7,21.39,0,24.7,33.9,22.89,18.8,-7.57,29.1,1.143,8.89E-03
96.7,21.37,0,24.7,33.9,22.89,18.8,-7.57,29.1,1.144,9.00E-03
97.8,21.36,0,24.7,33.9,22.89,18.79,-7.57,29.1,1.144,9.10E-03
98.8,21.34,0,24.7,33.9,22.89,18.78,-7.57,29.1,1.144,9.21E-03
99.8,21.24,0,24.7,33.8,22.89,18.77,-7.57,29.1,1.144,9.31E-03
100.8,21.14,0,24.7,33.8,22.89,18.75,-7.57,29.1,1.145,9.41E-03
101.8,21.09,0,24.7,33.8,22.89,18.73,-7.57,29.1,1.145,9.52E-03
102.8,20.96,0,24.7,33.8,22.89,18.71,-7.57,29.1,1.145,9.62E-03
103.9,20.92,0,24.7,33.8,22.89,18.69,-7.57,29.1,1.145,9.72E-03
104.9,20.89,0,24.7,33.8,22.89,18.67,-7.57,29.1,1.145,9.83E-03
105.9,20.81,0,24.7,33.8,22.88,18.66,-7.57,29.1,1.146,9.93E-03
106.9,20.71,0,24.7,33.8,22.88,18.64,-7.57,29.1,1.146,1.00E-02
107.9,20.61,0,24.7,33.8,22.88,18.61,-7.57,29.1,1.146,1.01E-02
