Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.51,0,25.8,33.7,23.31,13.2,-7.57,29.3,0.937,7.36E-06
1,2.44,0,25.8,33.7,23.31,13.4,-7.57,29.3,0.937,1.95E-05
2,3.63,0,25.8,33.7,23.31,13.67,-7.57,29.3,0.937,3.72E-05
3.1,4.99,0,25.8,33.7,23.31,14.01,-7.57,29.3,0.937,6.16E-05
4.1,6.43,0,25.8,33.7,23.31,14.39,-7.57,29.3,0.937,9.30E-05
5.1,7.81,0,25.8,33.7,23.31,14.77,-7.57,29.3,0.937,1.31E-04
6.1,8.92,0,25.8,33.7,23.31,15.13,-7.57,29.3,0.937,1.75E-04
7.1,10,0,25.8,33.6,23.31,15.46,-7.57,29.3,0.937,2.24E-04
8.1,10.81,0,25.8,33.6,23.31,15.75,-7.57,29.3,0.937,2.76E-04
9.2,11.56,0,25.8,33.6,23.31,16,-7.57,29.3,0.937,3.33E-04
10.2,12.12,0,25.8,33.6,23.31,16.21,-7.57,29.3,0.937,3.92E-04
11.2,12.55,0,25.8,33.6,23.31,16.37,-7.57,29.3,0.938,4.53E-04
12.2,12.96,0,25.8,33.6,23.31,16.52,-7.57,29.3,0.938,5.17E-04
13.2,13.24,0,25.8,33.6,23.31,16.63,-7.57,29.3,0.938,5.81E-04
14.2,13.48,0,25.9,33.6,23.3,16.72,-7.57,29.3,0.938,6.47E-04
15.3,13.58,0,25.9,33.6,23.3,16.78,-7.57,29.3,0.938,7.15E-04
16.3,13.68,0,25.9,33.6,23.3,16.83,-7.57,29.3,0.938,7.81E-04
17.3,13.74,0,25.9,33.6,23.3,16.86,-7.57,29.3,0.938,8.49E-04
18.3,13.74,0,25.9,33.6,23.3,16.87,-7.57,29.3,0.939,9.16E-04
19.3,13.72,0,25.9,33.5,23.3,16.88,-7.57,29.3,0.939,9.83E-04
20.3,13.7,0,25.9,33.5,23.3,16.88,-7.57,29.3,0.939,1.05E-03
21.4,13.69,0,25.9,33.5,23.3,16.88,-7.57,29.3,0.939,1.12E-03
22.4,13.66,0,25.9,33.5,23.3,16.87,-7.57,29.3,0.939,1.18E-03
23.4,13.59,0,25.9,33.5,23.3,16.86,-7.57,29.3,0.939,1.25E-03
24.4,13.6,0,25.9,33.5,23.3,16.86,-7.57,29.3,0.94,1.32E-03
25.4,13.52,0,25.9,33.5,23.29,16.85,-7.57,29.3,0.94,1.38E-03
26.5,13.42,0,25.9,33.5,23.29,16.83,-7.57,29.3,0.94,1.45E-03
