Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,3.57,0,26,33.5,23.35,13.68,-7.57,29.2,0.344,1.75E-05
1,4.81,0,26,33.5,23.34,13.97,-7.57,29.2,0.344,4.10E-05
2,6.13,0,26,33.4,23.34,14.31,-7.57,29.2,0.344,7.09E-05
3.1,7.46,0,26,33.4,23.34,14.67,-7.57,29.2,0.344,1.08E-04
4.1,8.59,0,26,33.4,23.34,15.02,-7.57,29.2,0.345,1.50E-04
5.1,9.79,0,26,33.4,23.34,15.36,-7.57,29.2,0.345,1.98E-04
6.1,10.97,0,26,33.4,23.34,15.71,-7.57,29.2,0.345,2.51E-04
7.1,12.06,0,26,33.4,23.34,16.04,-7.57,29.2,0.345,3.10E-04
8.2,13.26,0,26,33.4,23.34,16.38,-7.57,29.2,0.345,3.76E-04
9.2,14.36,0,26,33.4,23.33,16.71,-7.57,29.2,0.345,4.46E-04
10.2,15.51,0,26,33.4,23.33,17.04,-7.57,29.2,0.345,5.22E-04
11.2,16.63,0,26,33.4,23.33,17.37,-7.57,29.2,0.346,6.03E-04
12.2,17.59,0,26,33.4,23.33,17.68,-7.57,29.2,0.346,6.89E-04
13.3,18.5,0,26,33.4,23.33,17.96,-7.57,29.2,0.346,7.81E-04
14.3,19.25,0,26,33.4,23.32,18.22,-7.57,29.2,0.346,8.75E-04
15.3,19.95,0,26,33.4,23.32,18.44,-7.57,29.2,0.346,9.72E-04
16.3,20.56,0,26,33.4,23.32,18.65,-7.57,29.2,0.347,1.07E-03
17.3,21.02,0,26,33.4,23.32,18.82,-7.57,29.2,0.347,1.18E-03
18.3,21.46,0,26,33.4,23.32,18.96,-7.57,29.2,0.347,1.28E-03
19.3,21.78,0,26,33.4,23.32,19.09,-7.57,29.2,0.347,1.39E-03
20.4,22.03,0,26,33.4,23.32,19.18,-7.57,29.2,0.347,1.49E-03
21.4,22.23,0,26,33.4,23.32,19.26,-7.57,29.2,0.348,1.60E-03
22.4,22.37,0,25.9,33.4,23.32,19.32,-7.57,29.2,0.348,1.71E-03
23.4,22.52,0,25.9,33.4,23.32,19.37,-7.57,29.2,0.348,1.82E-03
24.4,22.57,0,25.9,33.4,23.31,19.41,-7.57,29.2,0.348,1.93E-03
25.5,22.63,0,25.9,33.4,23.31,19.43,-7.57,29.2,0.349,2.04E-03
26.5,22.69,0,25.9,33.4,23.31,19.46,-7.57,29.2,0.349,2.16E-03
27.5,22.78,0,25.9,33.5,23.31,19.48,-7.57,29.2,0.349,2.27E-03
28.5,22.79,0,25.9,33.5,23.31,19.5,-7.57,29.2,0.349,2.38E-03
29.5,22.8,0,25.9,33.5,23.3,19.51,-7.57,29.2,0.35,2.49E-03
30.5,22.87,0,25.9,33.5,23.3,19.52,-7.57,29.3,0.35,2.60E-03
31.6,22.93,0,25.9,33.5,23.3,19.54,-7.57,29.3,0.35,2.72E-03
32.6,22.98,0,25.9,33.5,23.3,19.56,-7.57,29.3,0.35,2.83E-03
33.6,22.97,0,25.9,33.5,23.3,19.56,-7.57,29.3,0.351,2.94E-03
