Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,29.67,0,25.5,47.7,23.67,21.1,-7.57,30,1.111,1.45E-04
1,29.76,0,25.5,47.7,23.67,21.15,-7.57,30,1.111,2.93E-04
2,29.92,0,25.5,47.7,23.66,21.19,-7.57,30,1.112,4.39E-04
3.1,30.08,0,25.5,47.7,23.66,21.24,-7.57,30,1.112,5.86E-04
4.1,30.16,0,25.5,47.7,23.66,21.27,-7.57,30,1.112,7.33E-04
5.1,30.24,0,25.5,47.7,23.66,21.3,-7.57,30,1.113,8.83E-04
6.1,30.31,0,25.5,47.7,23.66,21.33,-7.57,30,1.113,1.03E-03
7.1,30.44,0,25.5,47.7,23.66,21.36,-7.57,30,1.113,1.18E-03
8.2,30.55,0,25.5,47.7,23.66,21.39,-7.57,30,1.114,1.33E-03
9.2,30.62,0,25.5,47.7,23.66,21.42,-7.57,30,1.114,1.48E-03
10.2,30.66,0,25.5,47.7,23.66,21.44,-7.57,30,1.114,1.63E-03
11.2,30.77,0,25.5,47.7,23.66,21.46,-7.57,30,1.115,1.78E-03
12.2,30.79,0,25.5,47.7,23.66,21.48,-7.57,30,1.115,1.93E-03
13.3,30.77,0,25.5,47.7,23.66,21.48,-7.57,30.1,1.115,2.08E-03
14.3,30.74,0,25.5,47.7,23.65,21.48,-7.57,30.1,1.116,2.24E-03
15.3,30.74,0,25.5,47.7,23.65,21.48,-7.57,30.1,1.116,2.39E-03
16.3,30.73,0,25.5,47.7,23.66,21.48,-7.57,30.1,1.116,2.54E-03
17.4,30.59,0,25.5,47.7,23.66,21.46,-7.57,30.1,1.117,2.69E-03
18.4,30.51,0,25.5,47.7,23.65,21.44,-7.57,30.1,1.117,2.84E-03
19.4,30.46,0,25.5,47.7,23.65,21.42,-7.57,30.1,1.117,2.99E-03
20.4,30.36,0,25.5,47.7,23.65,21.39,-7.57,30.1,1.118,3.14E-03
21.4,30.21,0,25.5,47.7,23.65,21.36,-7.57,30.1,1.118,3.28E-03
22.4,30.15,0,25.5,47.7,23.65,21.34,-7.57,30.1,1.118,3.43E-03
23.5,30.04,0,25.5,47.7,23.65,21.31,-7.57,30.1,1.119,3.58E-03
24.5,29.98,0,25.5,47.7,23.65,21.29,-7.57,30.1,1.119,3.73E-03
25.5,29.82,0,25.5,47.7,23.65,21.25,-7.57,30.1,1.119,3.87E-03
26.5,29.73,0,25.5,47.7,23.65,21.22,-7.57,30.1,1.12,4.02E-03
27.5,29.6,0,25.5,47.7,23.66,21.19,-7.57,30.1,1.12,4.16E-03
28.5,29.45,0,25.5,47.7,23.65,21.15,-7.57,30.1,1.12,4.30E-03
29.6,29.38,0,25.5,47.7,23.66,21.12,-7.57,30.1,1.12,4.45E-03
30.6,29.25,0,25.5,47.7,23.65,21.09,-7.57,30.1,1.121,4.59E-03
31.6,29.15,0,25.5,47.7,23.65,21.06,-7.57,30.1,1.121,4.74E-03
32.6,29.04,0,25.5,47.7,23.65,21.03,-7.57,30.1,1.121,4.88E-03
33.6,28.94,0,25.5,47.7,23.65,21,-7.57,30.1,1.122,5.02E-03
34.7,28.83,0,25.5,47.7,23.65,20.97,-7.57,30.1,1.122,5.16E-03
35.7,28.71,0,25.5,47.7,23.65,20.94,-7.57,30.1,1.122,5.30E-03
36.7,28.53,0,25.5,47.7,23.65,20.9,-7.57,30.1,1.123,5.44E-03
37.8,28.38,0,25.5,47.7,23.65,20.86,-7.57,30.1,1.123,5.58E-03
38.8,28.26,0,25.5,47.7,23.65,20.82,-7.57,30.1,1.123,5.72E-03
39.8,28.14,0,25.5,47.7,23.65,20.78,-7.57,30.1,1.124,5.86E-03
40.8,28.05,0,25.5,47.7,23.65,20.75,-7.57,30.1,1.124,6.00E-03
41.8,27.93,0,25.5,47.7,23.65,20.72,-7.57,30.1,1.124,6.14E-03
42.9,27.87,0,25.5,47.7,23.65,20.69,-7.57,30.1,1.125,6.27E-03
43.9,27.78,0,25.4,47.8,23.65,20.67,-7.57,30.1,1.125,6.41E-03
44.9,27.65,0,25.4,47.8,23.65,20.64,-7.57,30.1,1.125,6.55E-03
45.9,27.57,0,25.4,47.8,23.65,20.61,-7.57,30.1,1.125,6.68E-03
46.9,27.38,0,25.4,47.8,23.65,20.57,-7.57,30.2,1.126,6.82E-03
48,27.31,0,25.4,47.8,23.65,20.54,-7.57,30.2,1.126,6.95E-03
49,27.21,0,25.4,47.8,23.65,20.51,-7.57,30.2,1.126,7.08E-03
50,27.17,0,25.4,47.8,23.65,20.49,-7.57,30.2,1.127,7.22E-03
51,27.06,0,25.4,47.8,23.65,20.46,-7.57,30.2,1.127,7.35E-03
52,27.01,0,25.4,47.8,23.65,20.44,-7.57,30.2,1.127,7.48E-03
53,27.02,0,25.4,47.8,23.65,20.43,-7.57,30.2,1.128,7.61E-03
54.1,26.98,0,25.4,47.8,23.65,20.42,-7.57,30.2,1.128,7.74E-03
55.1,26.94,0,25.4,47.8,23.65,20.41,-7.57,30.2,1.128,7.88E-03
56.1,26.85,0,25.4,47.8,23.65,20.39,-7.57,30.2,1.128,8.01E-03
57.1,26.82,0,25.4,47.8,23.66,20.38,-7.57,30.2,1.129,8.14E-03
58.1,26.74,0,25.4,47.9,23.66,20.36,-7.57,30.2,1.129,8.27E-03
59.2,26.66,0,25.4,47.9,23.66,20.34,-7.57,30.2,1.129,8.40E-03
60.2,26.55,0,25.4,47.9,23.66,20.31,-7.57,30.2,1.13,8.53E-03
61.2,26.5,0,25.4,47.9,23.66,20.29,-7.57,30.2,1.13,8.66E-03
62.2,26.43,0,25.4,47.9,23.66,20.27,-7.57,30.2,1.13,8.79E-03
63.2,26.34,0,25.4,47.9,23.66,20.25,-7.57,30.2,1.13,8.92E-03
64.2,26.27,0,25.4,47.9,23.65,20.23,-7.57,30.2,1.131,9.05E-03
65.3,26.19,0,25.4,47.9,23.65,20.21,-7.57,30.2,1.131,9.18E-03
66.3,26.12,0,25.4,47.9,23.65,20.19,-7.57,30.2,1.131,9.30E-03
67.3,26.02,0,25.4,47.9,23.65,20.16,-7.57,30.2,1.132,9.43E-03
68.3,25.95,0,25.4,47.9,23.65,20.14,-7.57,30.2,1.132,9.56E-03
69.3,25.88,0,25.4,47.9,23.65,20.12,-7.57,30.2,1.132,9.69E-03
70.4,25.81,0,25.4,47.9,23.65,20.1,-7.57,30.3,1.132,9.81E-03
71.4,25.67,0,25.4,47.9,23.65,20.07,-7.57,30.3,1.133,9.94E-03
72.4,25.58,0,25.4,47.9,23.65,20.05,-7.57,30.3,1.133,1.01E-02
73.4,25.54,0,25.4,47.9,23.65,20.03,-7.57,30.3,1.133,1.02E-02
74.4,25.41,0,25.4,47.9,23.65,20,-7.57,30.3,1.134,1.03E-02
75.5,25.29,0,25.4,47.9,23.65,19.97,-7.57,30.3,1.134,1.04E-02
76.5,25.2,0,25.4,47.9,23.65,19.94,-7.57,30.3,1.134,1.06E-02
77.5,25.13,0,25.4,47.9,23.65,19.91,-7.57,30.3,1.134,1.07E-02
78.5,25.05,0,25.4,47.9,23.66,19.88,-7.57,30.3,1.135,1.08E-02
79.6,24.91,0,25.4,47.9,23.65,19.85,-7.57,30.3,1.135,1.09E-02
80.6,24.83,0,25.4,47.9,23.65,19.83,-7.57,30.3,1.135,1.11E-02
81.6,24.83,0,25.4,47.9,23.65,19.81,-7.57,30.3,1.135,1.12E-02
82.6,24.77,0,25.4,47.9,23.65,19.8,-7.57,30.3,1.136,1.13E-02
83.6,24.71,0,25.4,47.9,23.65,19.78,-7.57,30.3,1.136,1.14E-02
84.6,24.63,0,25.4,47.9,23.65,19.76,-7.57,30.3,1.136,1.15E-02
85.7,24.58,0,25.4,47.9,23.66,19.74,-7.57,30.3,1.137,1.17E-02
86.7,24.56,0,25.4,47.9,23.66,19.73,-7.57,30.3,1.137,1.18E-02
87.7,24.43,0,25.4,47.8,23.66,19.7,-7.57,30.3,1.137,1.19E-02
88.7,24.35,0,25.4,47.8,23.66,19.68,-7.57,30.3,1.137,1.20E-02
89.8,24.27,0,25.4,47.8,23.67,19.65,-7.57,30.3,1.138,1.21E-02
90.8,24.19,0,25.4,47.8,23.67,19.62,-7.57,30.3,1.138,1.23E-02
91.8,24.09,0,25.4,47.8,23.67,19.6,-7.57,30.4,1.138,1.24E-02
92.8,24,0,25.4,47.8,23.67,19.57,-7.57,30.4,1.138,1.25E-02
93.8,23.95,0,25.4,47.8,23.67,19.55,-7.57,30.4,1.139,1.26E-02
94.8,23.89,0,25.4,47.8,23.67,19.53,-7.57,30.4,1.139,1.27E-02
95.8,23.86,0,25.4,47.8,23.67,19.52,-7.57,30.4,1.139,1.28E-02
96.9,23.85,0,25.4,47.8,23.67,19.51,-7.57,30.4,1.139,1.30E-02
97.9,23.82,0,25.4,47.8,23.67,19.5,-7.57,30.4,1.14,1.31E-02
98.9,23.79,0,25.4,47.8,23.68,19.49,-7.57,30.4,1.14,1.32E-02
99.9,23.73,0,25.4,47.8,23.68,19.47,-7.57,30.4,1.14,1.33E-02
100.9,23.67,0,25.4,47.8,23.68,19.46,-7.57,30.4,1.14,1.34E-02
