Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.18,0,25.2,33.6,22.63,13.29,-7.57,28.5,0.439,8.57E-07
1,0.55,0,25.3,33.6,22.63,13.36,-7.57,28.5,0.439,3.59E-06
2.1,1.26,0,25.3,33.6,22.63,13.51,-7.57,28.5,0.439,9.82E-06
3.1,2.13,0,25.3,33.6,22.63,13.71,-7.57,28.5,0.439,2.02E-05
4.1,3.35,0,25.3,33.6,22.63,13.99,-7.57,28.5,0.439,3.69E-05
5.1,4.8,0,25.3,33.6,22.63,14.36,-7.57,28.5,0.44,6.03E-05
6.2,6.36,0,25.3,33.6,22.63,14.77,-7.57,28.5,0.44,9.19E-05
7.2,8.04,0,25.3,33.7,22.63,15.24,-7.57,28.5,0.44,1.31E-04
8.2,9.61,0,25.3,33.7,22.63,15.7,-7.57,28.5,0.44,1.78E-04
9.2,11.2,0,25.3,33.7,22.63,16.18,-7.57,28.5,0.44,2.34E-04
10.2,12.56,0,25.3,33.7,22.63,16.62,-7.57,28.5,0.44,2.95E-04
11.3,13.74,0,25.3,33.7,22.62,17.02,-7.57,28.5,0.44,3.62E-04
12.3,14.8,0,25.3,33.7,22.62,17.38,-7.57,28.5,0.44,4.36E-04
13.3,15.6,0,25.3,33.7,22.62,17.68,-7.57,28.5,0.441,5.12E-04
14.3,16.29,0,25.3,33.7,22.62,17.94,-7.57,28.5,0.441,5.93E-04
15.3,16.76,0,25.3,33.7,22.62,18.13,-7.57,28.5,0.441,6.74E-04
16.4,17.11,0,25.3,33.7,22.62,18.29,-7.57,28.5,0.441,7.58E-04
17.4,17.46,0,25.3,33.7,22.62,18.41,-7.57,28.5,0.441,8.43E-04
18.4,17.64,0,25.3,33.7,22.62,18.51,-7.57,28.5,0.441,9.30E-04
19.4,17.73,0,25.3,33.7,22.62,18.57,-7.57,28.5,0.442,1.02E-03
20.4,17.75,0,25.3,33.7,22.62,18.6,-7.57,28.5,0.442,1.10E-03
21.4,17.73,0,25.3,33.7,22.62,18.61,-7.57,28.5,0.442,1.19E-03
22.5,17.65,0,25.3,33.7,22.62,18.61,-7.57,28.5,0.442,1.28E-03
23.5,17.5,0,25.3,33.7,22.62,18.58,-7.57,28.5,0.442,1.36E-03
24.5,17.36,0,25.3,33.7,22.62,18.55,-7.57,28.5,0.443,1.45E-03
25.5,17.17,0,25.3,33.7,22.62,18.5,-7.57,28.5,0.443,1.53E-03
26.5,17.01,0,25.3,33.7,22.62,18.45,-7.57,28.5,0.443,1.61E-03
27.5,16.83,0,25.3,33.7,22.62,18.4,-7.57,28.5,0.443,1.70E-03
28.6,16.65,0,25.3,33.7,22.62,18.35,-7.57,28.5,0.443,1.78E-03
29.6,16.44,0,25.3,33.8,22.62,18.3,-7.57,28.5,0.444,1.86E-03
30.6,16.25,0,25.3,33.8,22.62,18.24,-7.57,28.5,0.444,1.94E-03
31.6,16.1,0,25.3,33.8,22.62,18.19,-7.57,28.5,0.444,2.02E-03
32.7,15.9,0,25.3,33.7,22.62,18.13,-7.57,28.5,0.444,2.10E-03
33.7,15.75,0,25.3,33.7,22.62,18.08,-7.57,28.5,0.444,2.17E-03
34.7,15.57,0,25.3,33.7,22.61,18.03,-7.57,28.5,0.444,2.25E-03
35.7,15.47,0,25.3,33.7,22.61,17.99,-7.57,28.6,0.445,2.33E-03
36.7,15.29,0,25.3,33.7,22.61,17.95,-7.57,28.6,0.445,2.40E-03
37.8,15.2,0,25.3,33.7,22.61,17.91,-7.57,28.6,0.445,2.48E-03
38.8,15.12,0,25.3,33.7,22.61,17.88,-7.57,28.6,0.445,2.55E-03
39.8,14.98,0,25.3,33.7,22.61,17.84,-7.57,28.6,0.445,2.62E-03
40.8,14.9,0,25.3,33.7,22.61,17.81,-7.57,28.6,0.445,2.70E-03
41.8,14.78,0,25.3,33.7,22.61,17.78,-7.57,28.6,0.446,2.77E-03
42.8,14.71,0,25.3,33.7,22.61,17.76,-7.57,28.6,0.446,2.84E-03
43.9,14.6,0,25.3,33.7,22.61,17.73,-7.57,28.6,0.446,2.91E-03
44.9,14.47,0,25.3,33.7,22.6,17.7,-7.57,28.6,0.446,2.98E-03
45.9,14.42,0,25.3,33.7,22.6,17.67,-7.57,28.6,0.446,3.05E-03
46.9,14.32,0,25.3,33.7,22.6,17.65,-7.57,28.6,0.446,3.12E-03
47.9,14.26,0,25.3,33.7,22.6,17.63,-7.57,28.6,0.446,3.19E-03
48.9,14.22,0,25.3,33.7,22.6,17.61,-7.57,28.6,0.447,3.26E-03
50,14.2,0,25.3,33.7,22.6,17.6,-7.57,28.6,0.447,3.33E-03
51,14.17,0,25.3,33.7,22.6,17.59,-7.57,28.6,0.447,3.40E-03
52,14.12,0,25.3,33.7,22.59,17.58,-7.57,28.6,0.447,3.47E-03
53,14.09,0,25.3,33.7,22.59,17.57,-7.57,28.6,0.447,3.54E-03
54.1,14.06,0,25.3,33.7,22.59,17.56,-7.57,28.6,0.447,3.61E-03
55.1,13.99,0,25.3,33.7,22.59,17.54,-7.57,28.6,0.448,3.68E-03
56.1,13.96,0,25.3,33.7,22.59,17.53,-7.57,28.6,0.448,3.75E-03
57.1,13.94,0,25.3,33.6,22.59,17.53,-7.57,28.6,0.448,3.82E-03
58.1,13.96,0,25.3,33.6,22.58,17.53,-7.57,28.6,0.448,3.88E-03
59.2,13.94,0,25.3,33.6,22.58,17.53,-7.57,28.6,0.448,3.95E-03
60.2,13.86,0,25.3,33.6,22.58,17.52,-7.57,28.6,0.448,4.02E-03
61.2,13.82,0,25.3,33.6,22.57,17.51,-7.57,28.6,0.448,4.09E-03
62.2,13.75,0,25.3,33.6,22.57,17.49,-7.57,28.6,0.449,4.16E-03
63.3,13.7,0,25.3,33.6,22.57,17.48,-7.57,28.7,0.449,4.22E-03
64.3,13.65,0,25.3,33.6,22.57,17.46,-7.57,28.7,0.449,4.29E-03
65.3,13.63,0,25.3,33.6,22.57,17.45,-7.57,28.7,0.449,4.36E-03
66.3,13.62,0,25.3,33.6,22.57,17.45,-7.57,28.7,0.449,4.42E-03
67.3,13.6,0,25.3,33.6,22.57,17.44,-7.57,28.7,0.449,4.49E-03
68.3,13.54,0,25.3,33.6,22.56,17.43,-7.57,28.7,0.45,4.56E-03
69.4,13.5,0,25.3,33.6,22.56,17.42,-7.57,28.7,0.45,4.62E-03
70.4,13.45,0,25.3,33.6,22.56,17.41,-7.57,28.7,0.45,4.69E-03
71.4,13.46,0,25.3,33.6,22.56,17.41,-7.57,28.7,0.45,4.76E-03
72.4,13.4,0,25.3,33.5,22.56,17.4,-7.57,28.7,0.45,4.82E-03
73.4,13.44,0,25.3,33.5,22.56,17.4,-7.57,28.7,0.45,4.89E-03
74.5,13.46,0,25.3,33.5,22.56,17.4,-7.57,28.7,0.45,4.95E-03
75.5,13.44,0,25.3,33.5,22.55,17.4,-7.57,28.7,0.451,5.02E-03
76.5,13.43,0,25.3,33.5,22.55,17.4,-7.57,28.7,0.451,5.08E-03
77.5,13.37,0,25.3,33.5,22.55,17.4,-7.57,28.7,0.451,5.15E-03
78.5,13.43,0,25.3,33.5,22.54,17.4,-7.57,28.7,0.451,5.22E-03
79.5,13.45,0,25.3,33.5,22.54,17.4,-7.57,28.7,0.451,5.28E-03
80.6,13.44,0,25.3,33.5,22.54,17.4,-7.57,28.7,0.451,5.35E-03
81.6,13.45,0,25.3,33.5,22.54,17.41,-7.57,28.7,0.451,5.41E-03
82.6,13.47,0,25.3,33.5,22.53,17.42,-7.57,28.7,0.452,5.48E-03
83.6,13.47,0,25.3,33.5,22.53,17.43,-7.57,28.7,0.452,5.54E-03
84.6,13.47,0,25.3,33.5,22.53,17.44,-7.57,28.7,0.452,5.61E-03
85.6,13.46,0,25.3,33.5,22.52,17.44,-7.57,28.7,0.452,5.68E-03
86.7,13.48,0,25.3,33.5,22.52,17.45,-7.57,28.8,0.452,5.74E-03
87.7,13.46,0,25.3,33.5,22.52,17.46,-7.57,28.8,0.452,5.81E-03
88.7,13.48,0,25.3,33.5,22.52,17.46,-7.57,28.8,0.452,5.88E-03
89.8,13.56,0,25.3,33.5,22.52,17.47,-7.57,28.8,0.453,5.94E-03
90.8,13.5,0,25.3,33.5,22.51,17.46,-7.57,28.8,0.453,6.01E-03
91.8,13.5,0,25.3,33.5,22.51,17.47,-7.57,28.8,0.453,6.07E-03
92.8,13.49,0,25.3,33.5,22.51,17.47,-7.57,28.8,0.453,6.14E-03
93.8,13.56,0,25.3,33.5,22.51,17.48,-7.57,28.8,0.453,6.21E-03
94.8,13.64,0,25.3,33.5,22.51,17.49,-7.57,28.8,0.453,6.27E-03
95.9,13.66,0,25.3,33.5,22.51,17.5,-7.57,28.8,0.453,6.34E-03
96.9,13.76,0,25.3,33.5,22.51,17.52,-7.57,28.8,0.454,6.41E-03
97.9,13.79,0,25.3,33.5,22.51,17.54,-7.57,28.8,0.454,6.48E-03
98.9,13.82,0,25.3,33.5,22.5,17.55,-7.57,28.8,0.454,6.55E-03
100,13.82,0,25.3,33.5,22.5,17.56,-7.57,28.8,0.454,6.61E-03
101,13.85,0,25.3,33.5,22.49,17.58,-7.57,28.8,0.454,6.68E-03
102,13.85,0,25.3,33.5,22.49,17.58,-7.57,28.8,0.454,6.75E-03
103,13.85,0,25.3,33.5,22.49,17.59,-7.57,28.8,0.455,6.82E-03
104,13.88,0,25.3,33.5,22.49,17.59,-7.57,28.9,0.455,6.89E-03
105,13.86,0,25.3,33.5,22.49,17.59,-7.57,28.9,0.455,6.95E-03
106.1,13.86,0,25.3,33.5,22.49,17.59,-7.57,28.9,0.455,7.02E-03
107.1,13.81,0,25.3,33.5,22.49,17.59,-7.57,28.9,0.455,7.09E-03
108.1,13.84,0,25.3,33.5,22.49,17.6,-7.57,28.9,0.455,7.16E-03
109.1,13.83,0,25.3,33.5,22.49,17.6,-7.57,28.9,0.455,7.22E-03
110.2,13.8,0,25.3,33.5,22.49,17.59,-7.57,28.9,0.456,7.29E-03
111.2,13.85,0,25.3,33.5,22.48,17.6,-7.57,28.9,0.456,7.36E-03
112.2,13.85,0,25.3,33.5,22.48,17.6,-7.57,28.9,0.456,7.43E-03
113.2,13.85,0,25.3,33.5,22.48,17.61,-7.57,28.9,0.456,7.50E-03
114.3,13.85,0,25.3,33.5,22.48,17.61,-7.57,28.9,0.456,7.57E-03
115.3,13.88,0,25.3,33.5,22.48,17.62,-7.57,28.9,0.456,7.63E-03
116.3,14.01,0,25.3,33.5,22.48,17.64,-7.57,28.9,0.457,7.70E-03
117.3,14.03,0,25.3,33.5,22.48,17.65,-7.57,28.9,0.457,7.77E-03
118.3,13.99,0,25.3,33.5,22.48,17.65,-7.57,28.9,0.457,7.84E-03
119.3,13.99,0,25.3,33.5,22.48,17.65,-7.57,28.9,0.457,7.91E-03
120.4,13.98,0,25.3,33.5,22.48,17.65,-7.57,28.9,0.457,7.98E-03
121.4,13.99,0,25.3,33.5,22.48,17.65,-7.57,29,0.457,8.05E-03
122.4,13.95,0,25.3,33.5,22.47,17.65,-7.57,29,0.457,8.11E-03
123.4,13.93,0,25.3,33.5,22.47,17.64,-7.57,29,0.458,8.18E-03
124.4,13.97,0,25.3,33.5,22.47,17.65,-7.57,29,0.458,8.25E-03
125.5,13.99,0,25.3,33.5,22.47,17.66,-7.57,29,0.458,8.32E-03
126.5,14,0,25.3,33.5,22.47,17.67,-7.57,29,0.458,8.39E-03
127.5,13.99,0,25.3,33.5,22.46,17.67,-7.57,29,0.458,8.46E-03
128.5,14.01,0,25.2,33.5,22.46,17.68,-7.57,29,0.458,8.52E-03
129.5,14.15,0,25.2,33.5,22.46,17.69,-7.57,29,0.458,8.59E-03
130.5,14.16,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,8.66E-03
131.5,14.12,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,8.73E-03
132.6,14.14,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,8.80E-03
133.6,14.12,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,8.87E-03
134.6,14.12,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,8.94E-03
135.6,14.07,0,25.2,33.5,22.46,17.7,-7.57,29,0.459,9.01E-03
136.6,14.09,0,25.2,33.5,22.46,17.7,-7.57,29,0.46,9.08E-03
137.7,14.11,0,25.2,33.5,22.46,17.7,-7.57,29.1,0.46,9.15E-03
138.7,14.13,0,25.2,33.5,22.46,17.71,-7.57,29.1,0.46,9.21E-03
139.7,14.15,0,25.2,33.5,22.46,17.72,-7.57,29.1,0.46,9.28E-03
140.7,14.28,0,25.2,33.5,22.46,17.74,-7.57,29.1,0.46,9.35E-03
141.7,14.33,0,25.2,33.5,22.46,17.75,-7.57,29.1,0.46,9.42E-03
142.7,14.35,0,25.2,33.6,22.46,17.76,-7.57,29.1,0.46,9.49E-03
143.8,14.38,0,25.2,33.6,22.46,17.77,-7.57,29.1,0.461,9.56E-03
144.8,14.35,0,25.2,33.6,22.46,17.77,-7.57,29.1,0.461,9.64E-03
145.8,14.37,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.461,9.71E-03
146.8,14.36,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.461,9.78E-03
147.8,14.36,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.461,9.85E-03
148.8,14.36,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.461,9.92E-03
149.9,14.36,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.462,9.99E-03
150.9,14.33,0,25.2,33.6,22.45,17.78,-7.57,29.1,0.462,1.01E-02
151.9,14.32,0,25.2,33.6,22.45,17.77,-7.57,29.1,0.462,1.01E-02
152.9,14.32,0,25.2,33.6,22.46,17.77,-7.57,29.2,0.462,1.02E-02
153.9,14.33,0,25.2,33.6,22.46,17.77,-7.57,29.2,0.462,1.03E-02
154.9,14.35,0,25.2,33.6,22.46,17.77,-7.57,29.2,0.462,1.03E-02
156,14.37,0,25.2,33.6,22.46,17.78,-7.57,29.2,0.463,1.04E-02
157,14.41,0,25.2,33.6,22.46,17.8,-7.57,29.2,0.463,1.05E-02
158,14.55,0,25.2,33.6,22.46,17.81,-7.57,29.2,0.463,1.05E-02
159,14.59,0,25.2,33.6,22.46,17.83,-7.57,29.2,0.463,1.06E-02
160,14.58,0,25.2,33.6,22.46,17.83,-7.57,29.2,0.463,1.07E-02
161.1,14.61,0,25.2,33.6,22.46,17.84,-7.57,29.2,0.463,1.08E-02
162.1,14.6,0,25.2,33.6,22.46,17.84,-7.57,29.2,0.463,1.08E-02
163.1,14.57,0,25.2,33.6,22.46,17.83,-7.57,29.2,0.464,1.09E-02
164.1,14.58,0,25.2,33.6,22.46,17.83,-7.57,29.2,0.464,1.10E-02
165.1,14.61,0,25.2,33.6,22.46,17.84,-7.57,29.2,0.464,1.11E-02
166.2,14.67,0,25.2,33.6,22.47,17.85,-7.57,29.2,0.464,1.11E-02
167.2,14.66,0,25.2,33.6,22.46,17.85,-7.57,29.2,0.464,1.12E-02
168.2,14.6,0,25.2,33.6,22.46,17.86,-7.57,29.2,0.464,1.13E-02
169.2,14.77,0,25.2,33.6,22.47,17.88,-7.57,29.2,0.465,1.13E-02
170.3,14.76,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.465,1.14E-02
171.3,14.74,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.465,1.15E-02
172.3,14.75,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.465,1.16E-02
173.3,14.77,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.465,1.16E-02
174.3,14.77,0,25.2,33.5,22.48,17.88,-7.57,29.3,0.465,1.17E-02
175.4,14.72,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.18E-02
176.4,14.71,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.18E-02
177.4,14.73,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.19E-02
178.4,14.74,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.20E-02
179.4,14.73,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.21E-02
180.5,14.73,0,25.2,33.5,22.47,17.88,-7.57,29.3,0.466,1.21E-02
181.5,14.77,0,25.2,33.5,22.48,17.89,-7.57,29.3,0.467,1.22E-02
182.5,14.77,0,25.2,33.5,22.48,17.89,-7.57,29.3,0.467,1.23E-02
183.5,14.76,0,25.2,33.5,22.48,17.89,-7.57,29.4,0.467,1.24E-02
184.5,14.74,0,25.2,33.5,22.48,17.89,-7.57,29.4,0.467,1.24E-02
185.6,14.76,0,25.2,33.5,22.48,17.89,-7.57,29.4,0.467,1.25E-02
186.6,14.78,0,25.2,33.5,22.48,17.89,-7.57,29.4,0.467,1.26E-02
187.6,14.77,0,25.2,33.5,22.48,17.89,-7.57,29.4,0.467,1.26E-02
188.6,14.8,0,25.2,33.5,22.49,17.9,-7.57,29.4,0.468,1.27E-02
189.7,14.96,0,25.2,33.5,22.49,17.91,-7.57,29.4,0.468,1.28E-02
190.7,15.03,0,25.2,33.5,22.49,17.93,-7.57,29.4,0.468,1.29E-02
191.7,15.09,0,25.2,33.5,22.49,17.94,-7.57,29.4,0.468,1.29E-02
192.7,15.11,0,25.2,33.5,22.5,17.95,-7.57,29.4,0.468,1.30E-02
193.7,15.1,0,25.2,33.5,22.5,17.96,-7.57,29.4,0.468,1.31E-02
194.8,15.1,0,25.2,33.5,22.5,17.96,-7.57,29.4,0.469,1.32E-02
195.8,15.08,0,25.2,33.5,22.5,17.95,-7.57,29.4,0.469,1.32E-02
196.8,15.07,0,25.2,33.5,22.5,17.95,-7.57,29.4,0.469,1.33E-02
197.8,15.05,0,25.2,33.5,22.51,17.94,-7.57,29.4,0.469,1.34E-02
198.8,15.05,0,25.2,33.5,22.51,17.94,-7.57,29.4,0.469,1.35E-02
199.9,15.08,0,25.2,33.5,22.51,17.94,-7.57,29.4,0.469,1.35E-02
200.9,15.07,0,25.2,33.5,22.51,17.94,-7.57,29.5,0.47,1.36E-02
201.9,15.07,0,25.2,33.5,22.52,17.94,-7.57,29.5,0.47,1.37E-02
202.9,15.06,0,25.2,33.5,22.52,17.94,-7.57,29.5,0.47,1.38E-02
203.9,15.07,0,25.2,33.5,22.52,17.93,-7.57,29.5,0.47,1.38E-02
205,15.05,0,25.2,33.5,22.52,17.93,-7.57,29.5,0.47,1.39E-02
206,15.04,0,25.2,33.5,22.52,17.92,-7.57,29.5,0.47,1.40E-02
207,15.06,0,25.2,33.5,22.53,17.91,-7.57,29.5,0.471,1.40E-02
208,15.06,0,25.2,33.5,22.53,17.91,-7.57,29.5,0.471,1.41E-02
209,15.05,0,25.2,33.5,22.53,17.9,-7.57,29.5,0.471,1.42E-02
210,15.04,0,25.2,33.5,22.53,17.9,-7.57,29.5,0.471,1.43E-02
211.1,15.07,0,25.2,33.5,22.54,17.9,-7.57,29.5,0.471,1.43E-02
212.1,15.04,0,25.2,33.5,22.54,17.89,-7.57,29.5,0.471,1.44E-02
213.1,15.06,0,25.2,33.5,22.54,17.89,-7.57,29.5,0.472,1.45E-02
214.1,15.04,0,25.2,33.5,22.54,17.89,-7.57,29.5,0.472,1.46E-02
215.1,15.07,0,25.2,33.5,22.55,17.89,-7.57,29.5,0.472,1.46E-02
216.2,15.05,0,25.2,33.5,22.55,17.89,-7.57,29.6,0.472,1.47E-02
217.2,15.04,0,25.2,33.5,22.55,17.89,-7.57,29.6,0.472,1.48E-02
218.2,15.06,0,25.2,33.5,22.56,17.89,-7.57,29.6,0.472,1.49E-02
219.2,15.05,0,25.2,33.5,22.56,17.89,-7.57,29.6,0.473,1.49E-02
220.2,15.07,0,25.2,33.5,22.56,17.89,-7.57,29.6,0.473,1.50E-02
221.2,15.06,0,25.2,33.5,22.56,17.89,-7.57,29.6,0.473,1.51E-02
222.3,15.08,0,25.2,33.5,22.57,17.9,-7.57,29.6,0.473,1.52E-02
223.3,15.16,0,25.2,33.5,22.57,17.9,-7.57,29.6,0.473,1.52E-02
224.3,15.18,0,25.2,33.5,22.57,17.91,-7.57,29.6,0.473,1.53E-02
225.3,15.18,0,25.2,33.5,22.57,17.91,-7.57,29.6,0.474,1.54E-02
226.3,15.15,0,25.2,33.5,22.57,17.9,-7.57,29.6,0.474,1.54E-02
227.3,15.12,0,25.2,33.5,22.58,17.9,-7.57,29.6,0.474,1.55E-02
228.3,15.11,0,25.2,33.5,22.58,17.9,-7.57,29.6,0.474,1.56E-02
229.4,15.11,0,25.2,33.5,22.58,17.89,-7.57,29.6,0.474,1.57E-02
230.4,15.12,0,25.2,33.5,22.58,17.89,-7.57,29.7,0.474,1.57E-02
231.4,15.12,0,25.2,33.5,22.58,17.89,-7.57,29.7,0.475,1.58E-02
232.4,15.12,0,25.2,33.5,22.59,17.88,-7.57,29.7,0.475,1.59E-02
233.4,15.08,0,25.2,33.5,22.59,17.86,-7.57,29.7,0.475,1.60E-02
234.5,15.1,0,25.2,33.5,22.6,17.85,-7.57,29.7,0.475,1.60E-02
235.5,15.12,0,25.2,33.5,22.6,17.85,-7.57,29.7,0.475,1.61E-02
236.5,15.1,0,25.2,33.5,22.61,17.84,-7.57,29.7,0.475,1.62E-02
237.5,15.09,0,25.2,33.5,22.61,17.83,-7.57,29.7,0.476,1.63E-02
238.5,15.11,0,25.2,33.5,22.61,17.82,-7.57,29.7,0.476,1.63E-02
239.6,15.13,0,25.2,33.5,22.62,17.82,-7.57,29.7,0.476,1.64E-02
240.6,15.13,0,25.2,33.5,22.62,17.83,-7.57,29.7,0.476,1.65E-02
241.6,15.1,0,25.2,33.5,22.63,17.82,-7.57,29.7,0.476,1.66E-02
242.6,15.12,0,25.2,33.5,22.63,17.82,-7.57,29.7,0.476,1.66E-02
243.6,15.14,0,25.2,33.5,22.63,17.83,-7.57,29.7,0.477,1.67E-02
244.7,15.12,0,25.2,33.5,22.64,17.83,-7.57,29.8,0.477,1.68E-02
245.7,15.14,0,25.2,33.5,22.64,17.83,-7.57,29.8,0.477,1.69E-02
246.7,15.19,0,25.2,33.5,22.64,17.83,-7.57,29.8,0.477,1.69E-02
247.7,15.19,0,25.2,33.5,22.65,17.83,-7.57,29.8,0.477,1.70E-02
248.7,15.21,0,25.2,33.5,22.65,17.83,-7.57,29.8,0.477,1.71E-02
249.8,15.12,0,25.2,33.5,22.65,17.82,-7.57,29.8,0.478,1.72E-02
250.8,15.13,0,25.2,33.5,22.66,17.82,-7.57,29.8,0.478,1.72E-02
251.8,15.12,0,25.2,33.5,22.66,17.81,-7.57,29.8,0.478,1.73E-02
252.8,15.11,0,25.2,33.5,22.66,17.79,-7.57,29.8,0.478,1.74E-02
253.8,15.12,0,25.2,33.5,22.67,17.78,-7.57,29.8,0.478,1.74E-02
254.8,15.11,0,25.2,33.5,22.68,17.77,-7.57,29.8,0.478,1.75E-02
255.9,15.11,0,25.2,33.5,22.68,17.77,-7.57,29.8,0.479,1.76E-02
