Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.06,0,25.2,33.6,22.66,13.57,-7.57,28.7,0.37,5.24E-06
1,1.09,0,25.2,33.6,22.66,13.59,-7.57,28.7,0.37,1.05E-05
2,1.69,0,25.2,33.6,22.66,13.67,-7.57,28.7,0.37,1.87E-05
3.1,2.35,0,25.2,33.6,22.66,13.82,-7.57,28.7,0.37,3.06E-05
4.1,3.41,0,25.2,33.6,22.66,14.05,-7.57,28.7,0.37,4.72E-05
5.1,4.7,0,25.2,33.6,22.66,14.36,-7.57,28.7,0.37,7.02E-05
6.1,6.24,0,25.2,33.6,22.66,14.74,-7.57,28.7,0.37,1.01E-04
7.1,7.86,0,25.2,33.6,22.66,15.18,-7.57,28.7,0.371,1.40E-04
8.2,9.32,0,25.2,33.6,22.66,15.62,-7.57,28.7,0.371,1.85E-04
9.2,10.79,0,25.2,33.6,22.66,16.06,-7.57,28.7,0.371,2.38E-04
10.2,11.99,0,25.2,33.6,22.66,16.46,-7.57,28.7,0.371,2.97E-04
11.2,13.08,0,25.2,33.6,22.65,16.83,-7.57,28.7,0.371,3.62E-04
12.3,14,0,25.2,33.6,22.65,17.15,-7.57,28.7,0.371,4.31E-04
13.3,14.78,0,25.2,33.6,22.65,17.43,-7.57,28.7,0.371,5.03E-04
14.3,15.48,0,25.2,33.6,22.65,17.67,-7.57,28.7,0.372,5.79E-04
15.3,15.96,0,25.2,33.6,22.65,17.86,-7.57,28.7,0.372,6.57E-04
16.3,16.37,0,25.2,33.6,22.66,18.02,-7.57,28.7,0.372,7.36E-04
17.3,16.67,0,25.2,33.6,22.66,18.14,-7.57,28.7,0.372,8.18E-04
18.3,16.92,0,25.2,33.6,22.66,18.25,-7.57,28.7,0.372,9.01E-04
19.4,17.07,0,25.2,33.6,22.66,18.32,-7.57,28.7,0.372,9.84E-04
20.4,17.12,0,25.2,33.6,22.66,18.36,-7.57,28.7,0.373,1.07E-03
21.4,17.17,0,25.2,33.6,22.65,18.39,-7.57,28.7,0.373,1.15E-03
22.4,17.2,0,25.2,33.6,22.65,18.41,-7.57,28.7,0.373,1.24E-03
23.5,17.13,0,25.2,33.7,22.65,18.41,-7.57,28.7,0.373,1.32E-03
24.5,17.03,0,25.2,33.7,22.65,18.4,-7.57,28.7,0.373,1.41E-03
25.5,16.94,0,25.2,33.7,22.65,18.38,-7.57,28.7,0.374,1.49E-03
26.5,16.82,0,25.2,33.7,22.65,18.35,-7.57,28.7,0.374,1.57E-03
27.5,16.66,0,25.2,33.7,22.65,18.31,-7.57,28.7,0.374,1.65E-03
28.6,16.46,0,25.2,33.7,22.66,18.26,-7.57,28.7,0.374,1.73E-03
29.6,16.24,0,25.2,33.7,22.65,18.2,-7.57,28.7,0.374,1.81E-03
30.6,16.04,0,25.2,33.7,22.66,18.14,-7.57,28.7,0.374,1.89E-03
31.6,15.8,0,25.2,33.7,22.66,18.07,-7.57,28.7,0.375,1.97E-03
32.6,15.56,0,25.2,33.7,22.65,18.01,-7.57,28.7,0.375,2.05E-03
33.7,15.35,0,25.2,33.7,22.65,17.94,-7.57,28.7,0.375,2.12E-03
34.7,15.09,0,25.1,33.7,22.65,17.87,-7.57,28.7,0.375,2.20E-03
35.7,14.87,0,25.1,33.7,22.66,17.8,-7.57,28.7,0.375,2.27E-03
36.7,14.63,0,25.1,33.8,22.66,17.73,-7.57,28.7,0.375,2.34E-03
37.8,14.37,0,25.1,33.8,22.66,17.65,-7.57,28.8,0.376,2.41E-03
38.8,14.12,0,25.1,33.8,22.66,17.58,-7.57,28.8,0.376,2.48E-03
39.8,13.84,0,25.1,33.8,22.66,17.49,-7.57,28.8,0.376,2.55E-03
40.8,13.61,0,25.1,33.8,22.66,17.42,-7.57,28.8,0.376,2.62E-03
41.8,13.39,0,25.1,33.8,22.66,17.35,-7.57,28.8,0.376,2.68E-03
42.8,13.16,0,25.1,33.8,22.66,17.27,-7.57,28.8,0.376,2.75E-03
