Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.56,0,24,36.8,22.43,12.95,-7.57,28.1,0.751,2.73E-06
1,0.76,0,24,36.8,22.43,12.98,-7.57,28.1,0.751,6.45E-06
2,1.31,0,24,36.7,22.43,13.08,-7.57,28.1,0.751,1.29E-05
3,2.07,0,24,36.7,22.43,13.25,-7.57,28.1,0.751,2.30E-05
4.1,3.23,0,24,36.7,22.43,13.51,-7.57,28.1,0.751,3.88E-05
5.1,4.73,0,24,36.7,22.42,13.87,-7.57,28.1,0.751,6.18E-05
6.1,6.51,0,24,36.7,22.42,14.32,-7.57,28.1,0.751,9.37E-05
7.1,8.5,0,24.1,36.7,22.42,14.85,-7.57,28.1,0.751,1.35E-04
8.1,10.41,0,24.1,36.7,22.42,15.41,-7.57,28.1,0.752,1.86E-04
9.1,12.42,0,24.1,36.7,22.42,16,-7.57,28.1,0.752,2.47E-04
10.2,14.26,0,24.1,36.7,22.42,16.57,-7.57,28.1,0.752,3.16E-04
11.2,15.87,0,24.1,36.7,22.41,17.11,-7.57,28.1,0.752,3.94E-04
12.2,17.41,0,24.1,36.7,22.41,17.61,-7.57,28.1,0.752,4.79E-04
13.2,18.66,0,24.1,36.7,22.41,18.05,-7.57,28.1,0.752,5.70E-04
14.2,19.81,0,24.1,36.7,22.41,18.45,-7.57,28.1,0.753,6.67E-04
15.2,20.7,0,24.1,36.7,22.41,18.79,-7.57,28.1,0.753,7.68E-04
16.3,21.42,0,24.1,36.6,22.41,19.07,-7.57,28.1,0.753,8.73E-04
17.3,22.13,0,24.1,36.6,22.41,19.31,-7.57,28.1,0.753,9.81E-04
18.3,22.55,0,24.1,36.6,22.41,19.5,-7.57,28.1,0.754,1.09E-03
19.3,22.97,0,24.1,36.6,22.41,19.66,-7.57,28.1,0.754,1.20E-03
20.3,23.25,0,24.1,36.6,22.41,19.78,-7.57,28.1,0.754,1.32E-03
21.3,23.49,0,24.1,36.6,22.41,19.87,-7.57,28.1,0.754,1.43E-03
22.4,23.67,0,24.2,36.6,22.41,19.95,-7.57,28.1,0.755,1.55E-03
23.4,23.74,0,24.2,36.6,22.41,20,-7.57,28.1,0.755,1.67E-03
24.4,23.81,0,24.2,36.6,22.41,20.04,-7.57,28.2,0.755,1.78E-03
25.4,23.8,0,24.2,36.6,22.4,20.06,-7.57,28.2,0.755,1.90E-03
26.4,23.77,0,24.2,36.5,22.4,20.06,-7.57,28.2,0.756,2.02E-03
27.5,23.71,0,24.2,36.5,22.4,20.06,-7.57,28.2,0.756,2.13E-03
28.5,23.67,0,24.2,36.5,22.4,20.05,-7.57,28.2,0.756,2.25E-03
29.5,23.6,0,24.2,36.5,22.4,20.03,-7.57,28.2,0.756,2.37E-03
30.5,23.47,0,24.2,36.5,22.4,20.01,-7.57,28.2,0.757,2.48E-03
31.5,23.36,0,24.2,36.5,22.4,19.98,-7.57,28.2,0.757,2.59E-03
32.6,23.25,0,24.2,36.5,22.4,19.95,-7.57,28.2,0.757,2.71E-03
33.6,23.14,0,24.2,36.5,22.39,19.91,-7.57,28.2,0.757,2.82E-03
34.6,22.97,0,24.2,36.5,22.39,19.87,-7.57,28.2,0.758,2.93E-03
35.6,22.86,0,24.2,36.4,22.39,19.84,-7.57,28.2,0.758,3.05E-03
36.6,22.78,0,24.2,36.4,22.39,19.81,-7.57,28.2,0.758,3.16E-03
37.7,22.68,0,24.3,36.4,22.39,19.78,-7.57,28.2,0.758,3.27E-03
38.7,22.57,0,24.3,36.4,22.39,19.75,-7.57,28.2,0.759,3.38E-03
39.7,22.47,0,24.3,36.4,22.39,19.72,-7.57,28.2,0.759,3.49E-03
40.7,22.39,0,24.3,36.4,22.39,19.69,-7.57,28.2,0.759,3.60E-03
41.7,22.29,0,24.3,36.4,22.38,19.67,-7.57,28.2,0.759,3.71E-03
42.8,22.24,0,24.3,36.3,22.38,19.65,-7.57,28.2,0.76,3.82E-03
43.8,22.15,0,24.3,36.3,22.38,19.62,-7.57,28.2,0.76,3.93E-03
44.8,22.09,0,24.3,36.3,22.38,19.6,-7.57,28.2,0.76,4.03E-03
45.8,22,0,24.3,36.3,22.37,19.58,-7.57,28.2,0.76,4.14E-03
46.8,21.92,0,24.3,36.3,22.37,19.56,-7.57,28.2,0.761,4.25E-03
47.8,21.82,0,24.3,36.3,22.37,19.54,-7.57,28.2,0.761,4.35E-03
48.8,21.73,0,24.3,36.3,22.36,19.51,-7.57,28.2,0.761,4.46E-03
49.9,21.69,0,24.3,36.3,22.36,19.49,-7.57,28.2,0.761,4.57E-03
50.9,21.61,0,24.3,36.2,22.36,19.47,-7.57,28.2,0.762,4.67E-03
51.9,21.55,0,24.3,36.2,22.36,19.45,-7.57,28.2,0.762,4.78E-03
52.9,21.52,0,24.4,36.2,22.36,19.44,-7.57,28.2,0.762,4.88E-03
53.9,21.53,0,24.4,36.2,22.36,19.43,-7.57,28.2,0.762,4.99E-03
54.9,21.42,0,24.4,36.2,22.36,19.42,-7.57,28.2,0.763,5.09E-03
56,21.36,0,24.4,36.2,22.36,19.4,-7.57,28.2,0.763,5.20E-03
57,21.35,0,24.4,36.2,22.35,19.39,-7.57,28.2,0.763,5.30E-03
58,21.29,0,24.4,36.2,22.35,19.38,-7.57,28.2,0.763,5.41E-03
59,21.26,0,24.4,36.2,22.35,19.37,-7.57,28.2,0.763,5.51E-03
60,21.18,0,24.4,36.1,22.35,19.36,-7.57,28.2,0.764,5.61E-03
61,21.19,0,24.4,36.1,22.34,19.35,-7.57,28.3,0.764,5.72E-03
62.1,21.17,0,24.4,36.1,22.34,19.35,-7.57,28.3,0.764,5.82E-03
63.1,21.14,0,24.4,36.1,22.34,19.34,-7.57,28.3,0.764,5.92E-03
64.1,21.17,0,24.4,36.1,22.34,19.34,-7.57,28.3,0.765,6.03E-03
65.1,21.11,0,24.4,36.1,22.34,19.33,-7.57,28.3,0.765,6.13E-03
66.2,21.08,0,24.4,36.1,22.33,19.33,-7.57,28.3,0.765,6.24E-03
