Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.6,0,25.5,28.8,22.98,13.31,-7.57,28.9,0.001,2.94E-06
1,1.18,0,25.5,28.8,22.98,13.43,-7.57,28.9,0.001,8.70E-06
2,1.92,0,25.5,28.8,22.98,13.61,-7.57,28.9,0.001,1.82E-05
3.1,2.82,0,25.5,28.8,22.98,13.83,-7.57,28.9,0.001,3.22E-05
4.1,3.72,0,25.5,28.8,22.97,14.07,-7.57,28.9,0.001,5.04E-05
5.1,4.69,0,25.5,28.8,22.97,14.34,-7.57,28.9,0.001,7.33E-05
6.1,5.52,0,25.5,28.8,22.98,14.59,-7.57,28.9,0.001,1.00E-04
7.1,6.23,0,25.5,28.8,22.97,14.82,-7.57,28.9,0.001,1.31E-04
8.2,6.92,0,25.5,28.8,22.97,15.04,-7.57,28.9,0.001,1.65E-04
9.2,7.48,0,25.5,28.8,22.97,15.24,-7.57,28.9,0.001,2.01E-04
10.2,7.97,0,25.5,28.8,22.97,15.4,-7.57,28.9,0.001,2.40E-04
11.2,8.4,0,25.5,28.8,22.97,15.55,-7.57,28.9,0.001,2.81E-04
12.2,8.7,0,25.5,28.8,22.97,15.67,-7.57,28.9,0.001,3.24E-04
13.2,9.02,0,25.6,28.8,22.97,15.78,-7.57,28.9,0.001,3.68E-04
14.3,9.25,0,25.6,28.8,22.97,15.87,-7.57,28.9,0.002,4.13E-04
15.3,9.42,0,25.6,28.8,22.97,15.94,-7.57,28.9,0.002,4.59E-04
16.3,9.63,0,25.6,28.8,22.97,16,-7.57,28.9,0.002,5.06E-04
17.3,9.74,0,25.6,28.8,22.96,16.05,-7.57,28.9,0.002,5.53E-04
18.3,9.86,0,25.6,28.8,22.97,16.09,-7.57,28.9,0.002,6.02E-04
19.3,9.95,0,25.6,28.8,22.96,16.13,-7.57,28.9,0.002,6.50E-04
20.4,9.97,0,25.6,28.8,22.96,16.15,-7.57,28.9,0.002,7.00E-04
21.4,10.05,0,25.6,28.8,22.97,16.17,-7.57,28.9,0.002,7.49E-04
22.4,10.09,0,25.6,28.8,22.97,16.19,-7.57,28.9,0.002,7.98E-04
23.4,10.15,0,25.6,28.8,22.97,16.2,-7.57,28.9,0.003,8.48E-04
24.4,10.18,0,25.6,28.8,22.97,16.22,-7.57,28.9,0.003,8.97E-04
25.4,10.18,0,25.6,28.8,22.97,16.22,-7.57,28.9,0.003,9.47E-04
26.5,10.25,0,25.6,28.8,22.97,16.24,-7.57,28.9,0.003,9.97E-04
27.5,10.27,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.003,1.05E-03
28.5,10.27,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.003,1.10E-03
29.5,10.21,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.003,1.15E-03
30.5,10.21,0,25.6,28.8,22.97,16.24,-7.57,28.9,0.003,1.20E-03
31.5,10.26,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.003,1.25E-03
32.6,10.24,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.004,1.30E-03
33.6,10.2,0,25.6,28.8,22.97,16.25,-7.57,28.9,0.004,1.35E-03
34.6,10.2,0,25.5,28.8,22.96,16.25,-7.57,28.9,0.004,1.40E-03
35.6,10.25,0,25.5,28.9,22.96,16.26,-7.57,28.9,0.004,1.45E-03
36.6,10.28,0,25.5,28.9,22.96,16.27,-7.57,28.9,0.004,1.50E-03
37.7,10.26,0,25.5,28.9,22.96,16.28,-7.57,28.9,0.004,1.55E-03
