Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.03,0,24.5,21.1,22.23,12.83,-7.57,28,0.003,1.32E-07
1,0.1,0,24.5,21.1,22.23,12.85,-7.57,28,0.003,6.36E-07
2,0.53,0,24.5,21.1,22.23,12.91,-7.57,28,0.003,3.23E-06
3,0.96,0,24.5,21.1,22.23,13.01,-7.57,28,0.003,7.91E-06
4.1,1.5,0,24.5,21.1,22.23,13.14,-7.57,28,0.003,1.52E-05
5.1,2.1,0,24.5,21.1,22.23,13.3,-7.57,28,0.003,2.56E-05
6.1,2.75,0,24.5,21.1,22.23,13.48,-7.57,28,0.003,3.90E-05
7.1,3.35,0,24.5,21.1,22.23,13.66,-7.56,28,0.003,5.54E-05
8.1,3.83,0,24.5,21.1,22.23,13.83,-7.56,28,0.003,7.42E-05
9.2,4.29,0,24.5,21.1,22.23,13.98,-7.57,28,0.003,9.51E-05
10.2,4.61,0,24.5,21.1,22.22,14.11,-7.57,28,0.003,1.18E-04
11.2,4.89,0,24.5,21.1,22.22,14.21,-7.57,28,0.003,1.42E-04
12.2,5.14,0,24.5,21.1,22.22,14.3,-7.56,28,0.003,1.67E-04
13.2,5.41,0,24.5,21.1,22.23,14.39,-7.56,28,0.003,1.93E-04
14.2,5.56,0,24.5,21.1,22.23,14.46,-7.57,28,0.003,2.20E-04
15.3,5.68,0,24.5,21.1,22.23,14.51,-7.57,28,0.003,2.48E-04
16.3,5.82,0,24.5,21.1,22.23,14.55,-7.57,28,0.003,2.76E-04
17.3,5.95,0,24.5,21.1,22.23,14.6,-7.57,28,0.003,3.05E-04
18.3,6.03,0,24.5,21.1,22.23,14.64,-7.57,28,0.004,3.35E-04
19.3,6.06,0,24.5,21.1,22.22,14.66,-7.57,28,0.004,3.65E-04
20.3,6.14,0,24.5,21.1,22.22,14.69,-7.57,28,0.004,3.94E-04
21.3,6.19,0,24.5,21.1,22.22,14.71,-7.57,28,0.004,4.25E-04
22.4,6.18,0,24.5,21.1,22.22,14.72,-7.57,28,0.004,4.55E-04
23.4,6.19,0,24.5,21.1,22.22,14.72,-7.57,28,0.004,4.85E-04
24.4,6.2,0,24.4,21.1,22.22,14.73,-7.57,28,0.004,5.15E-04
25.4,6.19,0,24.4,21.1,22.22,14.73,-7.57,28,0.004,5.46E-04
26.4,6.19,0,24.4,21.1,22.22,14.73,-7.57,28,0.004,5.76E-04
27.4,6.19,0,24.4,21.1,22.22,14.73,-7.57,28,0.004,6.06E-04
28.5,6.18,0,24.4,21.1,22.22,14.73,-7.57,28,0.004,6.36E-04
29.5,6.15,0,24.4,21.1,22.22,14.72,-7.57,28,0.004,6.66E-04
30.5,6.12,0,24.4,21.1,22.21,14.71,-7.57,28,0.004,6.96E-04
31.5,6.12,0,24.4,21.1,22.21,14.7,-7.57,28,0.004,7.26E-04
32.5,6.01,0,24.4,21.2,22.22,14.69,-7.57,28,0.004,7.56E-04
33.5,5.92,0,24.4,21.2,22.22,14.67,-7.57,28,0.005,7.85E-04
34.6,5.89,0,24.4,21.2,22.22,14.65,-7.57,28,0.005,8.14E-04
35.6,5.83,0,24.4,21.2,22.21,14.64,-7.57,28,0.005,8.43E-04
36.6,5.79,0,24.4,21.2,22.21,14.62,-7.57,28,0.005,8.71E-04
37.6,5.76,0,24.4,21.2,22.21,14.61,-7.57,28,0.005,8.99E-04
38.6,5.72,0,24.4,21.2,22.21,14.6,-7.57,28,0.005,9.27E-04
39.7,5.68,0,24.4,21.2,22.21,14.59,-7.57,28,0.005,9.55E-04
40.7,5.62,0,24.4,21.2,22.21,14.57,-7.57,28,0.005,9.82E-04
41.7,5.53,0,24.4,21.2,22.21,14.55,-7.57,28,0.005,1.01E-03
42.7,5.46,0,24.4,21.2,22.21,14.53,-7.57,28,0.005,1.04E-03
43.7,5.37,0,24.4,21.2,22.21,14.51,-7.57,28,0.005,1.06E-03
44.7,5.32,0,24.4,21.2,22.21,14.49,-7.57,28,0.005,1.09E-03
45.8,5.29,0,24.4,21.2,22.21,14.47,-7.57,28,0.005,1.11E-03
46.8,5.26,0,24.4,21.2,22.2,14.46,-7.57,28,0.005,1.14E-03
47.8,5.27,0,24.4,21.2,22.2,14.46,-7.57,28,0.005,1.17E-03
48.8,5.25,0,24.4,21.2,22.2,14.45,-7.57,28,0.005,1.19E-03
49.8,5.19,0,24.4,21.2,22.2,14.44,-7.57,28,0.005,1.22E-03
50.8,5.18,0,24.4,21.2,22.2,14.44,-7.57,28.1,0.006,1.24E-03
51.8,5.13,0,24.4,21.2,22.2,14.43,-7.57,28.1,0.006,1.27E-03
52.9,5.1,0,24.4,21.2,22.2,14.42,-7.57,28.1,0.006,1.29E-03
53.9,5.07,0,24.4,21.2,22.2,14.41,-7.57,28.1,0.006,1.32E-03
54.9,5.07,0,24.4,21.2,22.2,14.4,-7.57,28.1,0.006,1.34E-03
55.9,5.05,0,24.4,21.3,22.2,14.4,-7.57,28.1,0.006,1.37E-03
56.9,5,0,24.4,21.3,22.2,14.39,-7.57,28.1,0.006,1.39E-03
57.9,4.99,0,24.4,21.3,22.2,14.38,-7.57,28.1,0.006,1.42E-03
59,4.94,0,24.4,21.3,22.19,14.37,-7.57,28.1,0.006,1.44E-03
60,4.94,0,24.4,21.3,22.19,14.37,-7.57,28.1,0.006,1.46E-03
61,4.87,0,24.4,21.3,22.19,14.36,-7.57,28.1,0.006,1.49E-03
62,4.87,0,24.4,21.3,22.19,14.35,-7.57,28.1,0.006,1.51E-03
63,4.89,0,24.4,21.3,22.19,14.35,-7.57,28.1,0.006,1.53E-03
64,4.88,0,24.4,21.3,22.18,14.35,-7.57,28.1,0.006,1.56E-03
65,4.91,0,24.4,21.3,22.18,14.36,-7.57,28.1,0.006,1.58E-03
66.1,4.85,0,24.4,21.3,22.18,14.35,-7.57,28.1,0.006,1.61E-03
67.1,4.87,0,24.4,21.3,22.18,14.35,-7.57,28.1,0.006,1.63E-03
68.1,4.91,0,24.4,21.3,22.18,14.35,-7.57,28.1,0.006,1.65E-03
69.1,4.76,0,24.4,21.3,22.18,14.34,-7.57,28.1,0.007,1.68E-03
70.1,4.74,0,24.4,21.3,22.17,14.32,-7.57,28.1,0.007,1.70E-03
71.1,4.68,0,24.4,21.3,22.17,14.31,-7.57,28.1,0.007,1.72E-03
72.2,4.69,0,24.4,21.3,22.17,14.3,-7.57,28.2,0.007,1.75E-03
73.2,4.63,0,24.4,21.3,22.17,14.29,-7.57,28.2,0.007,1.77E-03
74.2,4.6,0,24.4,21.3,22.17,14.28,-7.57,28.2,0.007,1.79E-03
75.2,4.66,0,24.4,21.3,22.17,14.29,-7.57,28.2,0.007,1.81E-03
76.2,4.66,0,24.4,21.3,22.17,14.29,-7.57,28.2,0.007,1.84E-03
77.2,4.65,0,24.4,21.3,22.17,14.29,-7.57,28.2,0.007,1.86E-03
78.3,4.61,0,24.4,21.3,22.17,14.28,-7.57,28.2,0.007,1.88E-03
79.3,4.66,0,24.4,21.3,22.17,14.29,-7.57,28.2,0.007,1.90E-03
80.3,4.67,0,24.3,21.3,22.17,14.29,-7.57,28.2,0.007,1.93E-03
81.3,4.65,0,24.3,21.3,22.17,14.28,-7.57,28.2,0.007,1.95E-03
82.3,4.63,0,24.3,21.4,22.16,14.28,-7.57,28.2,0.007,1.97E-03
83.3,4.65,0,24.3,21.4,22.16,14.28,-7.57,28.2,0.007,2.00E-03
84.3,4.64,0,24.3,21.4,22.16,14.28,-7.57,28.2,0.007,2.02E-03
85.4,4.64,0,24.3,21.4,22.16,14.28,-7.57,28.2,0.007,2.04E-03
86.4,4.65,0,24.3,21.4,22.16,14.28,-7.57,28.2,0.007,2.06E-03
87.4,4.67,0,24.4,21.4,22.16,14.29,-7.57,28.2,0.007,2.09E-03
88.4,4.69,0,24.4,21.4,22.16,14.31,-7.57,28.2,0.007,2.11E-03
89.4,4.77,0,24.4,21.4,22.16,14.32,-7.57,28.2,0.008,2.13E-03
90.4,4.77,0,24.4,21.4,22.15,14.34,-7.57,28.2,0.008,2.16E-03
91.5,4.77,0,24.4,21.4,22.15,14.34,-7.57,28.3,0.008,2.18E-03
92.5,4.82,0,24.4,21.4,22.15,14.35,-7.57,28.3,0.008,2.20E-03
93.5,4.77,0,24.4,21.4,22.15,14.35,-7.57,28.3,0.008,2.23E-03
94.5,4.78,0,24.4,21.4,22.14,14.35,-7.57,28.3,0.008,2.25E-03
95.5,4.74,0,24.4,21.4,22.14,14.35,-7.57,28.3,0.008,2.27E-03
96.6,4.76,0,24.4,21.4,22.14,14.35,-7.57,28.3,0.008,2.30E-03
97.6,4.75,0,24.4,21.4,22.14,14.35,-7.57,28.3,0.008,2.32E-03
98.6,4.73,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.34E-03
99.6,4.75,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.37E-03
100.6,4.73,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.39E-03
101.6,4.75,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.41E-03
102.7,4.75,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.44E-03
103.7,4.74,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.46E-03
104.7,4.74,0,24.4,21.4,22.14,14.34,-7.57,28.3,0.008,2.48E-03
105.7,4.78,0,24.4,21.4,22.14,14.35,-7.57,28.3,0.008,2.51E-03
