Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.03,0,25,33.1,23.16,13.28,-7.57,29.2,0.53,5.02E-06
1,1.18,0,25,33.1,23.16,13.32,-7.57,29.2,0.53,1.08E-05
2,1.62,0,25,33.1,23.16,13.4,-7.57,29.2,0.53,1.87E-05
3,2.32,0,25,33.1,23.16,13.54,-7.57,29.2,0.53,3.01E-05
4.1,3.22,0,25,33.1,23.16,13.75,-7.57,29.2,0.53,4.60E-05
5.1,4.44,0,25,33.1,23.16,14.02,-7.57,29.2,0.53,6.77E-05
6.1,5.74,0,25,33.1,23.16,14.36,-7.57,29.2,0.53,9.58E-05
7.1,7.24,0,25,33.2,23.16,14.74,-7.57,29.2,0.53,1.31E-04
8.1,8.63,0,25,33.2,23.16,15.14,-7.57,29.2,0.53,1.73E-04
9.2,9.91,0,25,33.2,23.15,15.53,-7.57,29.2,0.53,2.22E-04
10.2,11.1,0,25,33.2,23.15,15.89,-7.57,29.2,0.53,2.76E-04
11.2,12.07,0,25,33.2,23.15,16.22,-7.57,29.2,0.53,3.36E-04
12.2,13.01,0,25,33.3,23.15,16.52,-7.57,29.2,0.531,3.99E-04
13.3,13.72,0,25,33.3,23.15,16.77,-7.57,29.2,0.531,4.67E-04
14.3,14.28,0,25.1,33.3,23.15,16.98,-7.57,29.2,0.531,5.37E-04
15.3,14.78,0,25.1,33.3,23.15,17.16,-7.57,29.2,0.531,6.09E-04
16.3,15.11,0,25.1,33.4,23.15,17.3,-7.57,29.2,0.531,6.83E-04
17.3,15.29,0,25.1,33.4,23.15,17.39,-7.57,29.2,0.531,7.58E-04
18.3,15.37,0,25.1,33.4,23.15,17.45,-7.57,29.2,0.532,8.33E-04
19.3,15.41,0,25.1,33.4,23.15,17.49,-7.57,29.2,0.532,9.08E-04
20.4,15.42,0,25.1,33.4,23.15,17.51,-7.57,29.2,0.532,9.84E-04
21.4,15.36,0,25.1,33.5,23.15,17.51,-7.57,29.2,0.532,1.06E-03
22.4,15.22,0,25.1,33.5,23.15,17.49,-7.57,29.2,0.532,1.13E-03
23.4,15.14,0,25.1,33.5,23.15,17.47,-7.57,29.2,0.532,1.21E-03
24.4,15.02,0,25.1,33.5,23.15,17.44,-7.57,29.2,0.533,1.28E-03
25.4,14.79,0,25.1,33.6,23.15,17.39,-7.57,29.2,0.533,1.35E-03
26.5,14.57,0,25.2,33.6,23.15,17.34,-7.57,29.2,0.533,1.42E-03
27.5,14.34,0,25.2,33.6,23.15,17.27,-7.57,29.2,0.533,1.49E-03
28.5,14.12,0,25.2,33.6,23.15,17.21,-7.57,29.2,0.533,1.56E-03
29.5,13.8,0,25.2,33.6,23.14,17.14,-7.57,29.2,0.533,1.63E-03
30.5,13.5,0,25.2,33.7,23.14,17.06,-7.57,29.2,0.533,1.70E-03
31.5,13.27,0,25.2,33.7,23.14,16.98,-7.57,29.2,0.534,1.76E-03
32.6,12.97,0,25.2,33.7,23.14,16.9,-7.57,29.2,0.534,1.83E-03
33.6,12.66,0,25.2,33.7,23.14,16.81,-7.57,29.2,0.534,1.89E-03
34.6,12.36,0,25.2,33.7,23.14,16.73,-7.57,29.2,0.534,1.95E-03
35.6,12.1,0,25.2,33.7,23.14,16.64,-7.57,29.2,0.534,2.01E-03
36.7,11.86,0,25.3,33.8,23.14,16.57,-7.57,29.2,0.534,2.07E-03
37.7,11.56,0,25.3,33.8,23.14,16.49,-7.57,29.2,0.534,2.12E-03
38.7,11.35,0,25.3,33.8,23.14,16.42,-7.57,29.2,0.535,2.18E-03
39.7,11.15,0,25.3,33.8,23.14,16.35,-7.57,29.2,0.535,2.23E-03
40.7,10.92,0,25.3,33.8,23.14,16.28,-7.57,29.2,0.535,2.29E-03
41.8,10.8,0,25.3,33.8,23.14,16.23,-7.57,29.2,0.535,2.34E-03
42.8,10.66,0,25.3,33.8,23.14,16.19,-7.57,29.2,0.535,2.39E-03
43.8,10.5,0,25.3,33.8,23.14,16.14,-7.57,29.2,0.535,2.44E-03
