Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.22,0,25.5,33.3,23.04,13.3,-7.57,29.1,0.695,5.94E-06
1,1.49,0,25.5,33.3,23.04,13.35,-7.57,29.1,0.695,1.32E-05
2,1.91,0,25.5,33.3,23.04,13.44,-7.57,29.1,0.695,2.27E-05
3.1,2.55,0,25.5,33.4,23.04,13.58,-7.57,29.1,0.695,3.51E-05
4.1,3.35,0,25.5,33.4,23.04,13.77,-7.57,29.1,0.696,5.14E-05
5.1,4.3,0,25.5,33.4,23.04,14,-7.57,29.1,0.696,7.25E-05
6.1,5.44,0,25.5,33.4,23.04,14.28,-7.57,29.1,0.696,9.90E-05
7.1,6.54,0,25.5,33.4,23.04,14.59,-7.57,29.1,0.696,1.31E-04
8.1,7.6,0,25.5,33.4,23.03,14.9,-7.57,29.1,0.696,1.68E-04
9.2,8.59,0,25.5,33.4,23.03,15.2,-7.57,29.1,0.696,2.10E-04
10.2,9.47,0,25.5,33.4,23.03,15.48,-7.57,29.1,0.696,2.56E-04
11.2,10.28,0,25.5,33.4,23.03,15.74,-7.57,29.1,0.696,3.07E-04
12.2,10.92,0,25.5,33.4,23.03,15.96,-7.57,29.1,0.696,3.60E-04
13.2,11.54,0,25.5,33.4,23.03,16.17,-7.57,29.1,0.696,4.17E-04
14.3,12.09,0,25.5,33.4,23.03,16.35,-7.57,29.1,0.696,4.77E-04
15.3,12.58,0,25.5,33.4,23.03,16.51,-7.57,29.1,0.697,5.39E-04
16.3,13.01,0,25.6,33.4,23.03,16.66,-7.57,29.1,0.697,6.02E-04
17.3,13.46,0,25.6,33.4,23.03,16.8,-7.57,29.1,0.697,6.68E-04
18.4,13.82,0,25.6,33.4,23.03,16.92,-7.57,29.1,0.697,7.38E-04
19.4,14.13,0,25.6,33.4,23.03,17.03,-7.57,29.1,0.697,8.07E-04
20.4,14.39,0,25.6,33.4,23.03,17.12,-7.57,29.1,0.697,8.77E-04
21.4,14.63,0,25.6,33.4,23.03,17.2,-7.57,29.1,0.698,9.48E-04
22.4,14.85,0,25.6,33.4,23.03,17.27,-7.57,29.1,0.698,1.02E-03
23.4,14.98,0,25.6,33.4,23.03,17.33,-7.57,29.1,0.698,1.09E-03
24.5,15.13,0,25.6,33.4,23.03,17.38,-7.57,29.1,0.698,1.17E-03
25.5,15.2,0,25.6,33.4,23.03,17.41,-7.57,29.1,0.698,1.24E-03
26.5,15.32,0,25.6,33.4,23.03,17.45,-7.57,29.1,0.698,1.32E-03
27.5,15.41,0,25.6,33.4,23.03,17.48,-7.57,29.1,0.699,1.39E-03
28.5,15.48,0,25.6,33.4,23.03,17.5,-7.57,29.1,0.699,1.47E-03
29.6,15.53,0,25.6,33.4,23.03,17.52,-7.57,29.1,0.699,1.55E-03
30.6,15.59,0,25.6,33.4,23.03,17.54,-7.57,29.1,0.699,1.62E-03
31.6,15.63,0,25.6,33.4,23.03,17.56,-7.57,29.1,0.699,1.70E-03
32.6,15.68,0,25.6,33.4,23.03,17.58,-7.57,29.1,0.699,1.78E-03
33.6,15.7,0,25.6,33.4,23.03,17.59,-7.57,29.1,0.7,1.85E-03
34.6,15.69,0,25.6,33.4,23.03,17.59,-7.57,29.1,0.7,1.93E-03
35.7,15.67,0,25.6,33.4,23.03,17.59,-7.57,29.1,0.7,2.01E-03
36.7,15.57,0,25.6,33.4,23.03,17.58,-7.57,29.1,0.7,2.08E-03
37.7,15.51,0,25.6,33.4,23.03,17.56,-7.57,29.1,0.7,2.16E-03
38.7,15.39,0,25.6,33.4,23.03,17.53,-7.57,29.1,0.7,2.23E-03
39.7,15.27,0,25.6,33.4,23.03,17.5,-7.57,29.1,0.701,2.31E-03
40.8,15.14,0,25.6,33.4,23.03,17.47,-7.57,29.1,0.701,2.38E-03
41.8,15.02,0,25.6,33.4,23.03,17.43,-7.57,29.1,0.701,2.46E-03
42.8,14.9,0,25.6,33.4,23.03,17.4,-7.57,29.2,0.701,2.53E-03
43.8,14.81,0,25.6,33.4,23.03,17.37,-7.57,29.2,0.701,2.60E-03
44.8,14.71,0,25.6,33.4,23.03,17.34,-7.57,29.2,0.701,2.67E-03
45.8,14.57,0,25.6,33.4,23.03,17.3,-7.57,29.2,0.702,2.74E-03
46.8,14.48,0,25.6,33.4,23.03,17.27,-7.57,29.2,0.702,2.81E-03
47.9,14.37,0,25.6,33.4,23.03,17.24,-7.57,29.2,0.702,2.88E-03
48.9,14.32,0,25.6,33.4,23.03,17.21,-7.57,29.2,0.702,2.95E-03
49.9,14.23,0,25.6,33.4,23.03,17.19,-7.57,29.2,0.702,3.03E-03
50.9,14.14,0,25.6,33.4,23.03,17.16,-7.57,29.2,0.702,3.09E-03
