Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.13,0,25.2,29.8,22.51,12.64,-7.57,28.3,0.589,6.35E-07
1,0.17,0,25.2,29.8,22.52,12.64,-7.57,28.3,0.589,1.45E-06
2,0.35,0,25.2,29.8,22.51,12.67,-7.57,28.3,0.589,3.13E-06
3,0.75,0,25.2,29.8,22.51,12.75,-7.57,28.3,0.589,6.77E-06
4.1,1.28,0,25.2,29.8,22.51,12.87,-7.57,28.3,0.589,1.30E-05
5.1,2.02,0,25.2,29.8,22.51,13.04,-7.57,28.3,0.589,2.29E-05
6.1,2.87,0,25.2,29.8,22.51,13.25,-7.57,28.3,0.589,3.69E-05
7.1,3.7,0,25.2,29.8,22.51,13.49,-7.57,28.3,0.589,5.49E-05
8.1,4.54,0,25.2,29.8,22.52,13.73,-7.57,28.3,0.589,7.71E-05
9.1,5.21,0,25.2,29.8,22.52,13.95,-7.57,28.3,0.59,1.03E-04
10.2,5.77,0,25.2,29.8,22.51,14.15,-7.57,28.3,0.59,1.31E-04
11.2,6.24,0,25.2,29.8,22.52,14.32,-7.57,28.3,0.59,1.61E-04
12.2,6.55,0,25.2,29.8,22.52,14.45,-7.57,28.3,0.59,1.93E-04
13.2,6.86,0,25.2,29.8,22.51,14.57,-7.57,28.3,0.59,2.27E-04
14.2,7.08,0,25.2,29.8,22.51,14.66,-7.57,28.3,0.59,2.61E-04
15.2,7.25,0,25.2,29.8,22.51,14.73,-7.57,28.3,0.59,2.97E-04
16.3,7.36,0,25.2,29.8,22.51,14.78,-7.57,28.3,0.59,3.33E-04
17.3,7.38,0,25.2,29.8,22.51,14.81,-7.57,28.3,0.59,3.69E-04
18.3,7.43,0,25.2,29.8,22.51,14.84,-7.57,28.3,0.59,4.05E-04
19.3,7.43,0,25.2,29.8,22.51,14.85,-7.57,28.3,0.59,4.41E-04
20.3,7.43,0,25.2,29.8,22.51,14.85,-7.57,28.3,0.59,4.78E-04
21.3,7.4,0,25.2,29.8,22.5,14.85,-7.57,28.3,0.59,5.14E-04
22.3,7.37,0,25.2,29.8,22.5,14.85,-7.57,28.3,0.591,5.50E-04
