Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,6.66,0,25.6,32.9,22.89,14.85,-7.57,28.8,0.104,3.25E-05
1,8.07,0,25.6,32.9,22.89,15.26,-7.57,28.8,0.104,7.20E-05
2,9.49,0,25.6,32.9,22.89,15.68,-7.57,28.8,0.104,1.18E-04
3,11.01,0,25.6,32.9,22.89,16.11,-7.57,28.8,0.104,1.72E-04
4.1,12.64,0,25.6,32.9,22.9,16.57,-7.57,28.8,0.105,2.35E-04
5.1,14.52,0,25.6,32.9,22.9,17.08,-7.57,28.8,0.105,3.06E-04
6.1,16.47,0,25.6,32.9,22.9,17.62,-7.57,28.8,0.105,3.86E-04
7.1,18.56,0,25.6,32.9,22.89,18.21,-7.57,28.8,0.105,4.77E-04
8.1,20.82,0,25.6,32.9,22.89,18.83,-7.57,28.8,0.105,5.79E-04
9.2,22.85,0,25.6,32.9,22.89,19.45,-7.57,28.8,0.106,6.90E-04
10.2,24.82,0,25.6,32.9,22.89,20.05,-7.57,28.8,0.106,8.12E-04
11.2,26.4,0,25.6,32.9,22.89,20.58,-7.57,28.8,0.106,9.41E-04
12.2,27.82,0,25.6,32.9,22.89,21.06,-7.57,28.8,0.107,1.08E-03
13.2,29.07,0,25.6,32.9,22.9,21.48,-7.57,28.8,0.107,1.22E-03
14.2,30.01,0,25.6,32.9,22.9,21.83,-7.57,28.8,0.107,1.37E-03
15.3,30.81,0,25.6,32.9,22.9,22.13,-7.57,28.8,0.107,1.52E-03
16.3,31.39,0,25.6,32.9,22.9,22.36,-7.57,28.8,0.108,1.67E-03
17.3,31.84,0,25.6,32.9,22.9,22.54,-7.57,28.8,0.108,1.82E-03
18.3,32.13,0,25.6,32.9,22.89,22.68,-7.57,28.8,0.109,1.98E-03
19.3,32.29,0,25.6,32.9,22.89,22.77,-7.57,28.8,0.109,2.14E-03
20.3,32.32,0,25.6,32.9,22.89,22.82,-7.57,28.9,0.109,2.30E-03
21.4,32.24,0,25.6,32.9,22.89,22.84,-7.57,28.9,0.11,2.46E-03
22.4,32.16,0,25.6,32.9,22.89,22.83,-7.57,28.9,0.11,2.61E-03
23.4,31.94,0,25.6,32.9,22.89,22.8,-7.57,28.9,0.11,2.77E-03
24.4,31.73,0,25.6,32.9,22.89,22.75,-7.57,28.9,0.111,2.93E-03
25.4,31.4,0,25.6,32.9,22.89,22.68,-7.57,28.9,0.111,3.08E-03
26.5,31.06,0,25.6,32.9,22.89,22.59,-7.57,28.9,0.111,3.23E-03
27.5,30.68,0,25.6,32.8,22.89,22.49,-7.57,28.9,0.112,3.38E-03
28.5,30.19,0,25.6,32.8,22.89,22.37,-7.56,28.9,0.112,3.53E-03
29.5,29.77,0,25.6,32.8,22.89,22.24,-7.56,28.9,0.112,3.68E-03
30.5,29.3,0,25.6,32.8,22.89,22.11,-7.57,28.9,0.113,3.82E-03
31.5,28.84,0,25.6,32.8,22.89,21.97,-7.57,28.9,0.113,3.96E-03
32.5,28.37,0,25.6,32.8,22.89,21.84,-7.57,28.9,0.113,4.10E-03
33.6,27.9,0,25.6,32.8,22.89,21.7,-7.57,28.9,0.114,4.24E-03
34.6,27.44,0,25.6,32.8,22.89,21.56,-7.57,28.9,0.114,4.37E-03
35.6,26.99,0,25.6,32.8,22.9,21.43,-7.57,28.9,0.114,4.50E-03
36.6,26.53,0,25.6,32.8,22.9,21.29,-7.57,28.9,0.114,4.63E-03
37.6,26.07,0,25.6,32.7,22.9,21.15,-7.57,28.9,0.115,4.76E-03
38.7,25.6,0,25.6,32.7,22.9,21.01,-7.57,28.9,0.115,4.89E-03
39.7,25.13,0,25.6,32.7,22.89,20.88,-7.57,28.9,0.115,5.01E-03
40.7,24.71,0,25.6,32.7,22.89,20.74,-7.57,28.9,0.116,5.13E-03
41.7,24.23,0,25.6,32.7,22.89,20.61,-7.57,28.9,0.116,5.25E-03
42.7,23.78,0,25.6,32.7,22.89,20.47,-7.57,28.9,0.116,5.36E-03
43.8,23.4,0,25.6,32.7,22.89,20.35,-7.57,28.9,0.116,5.48E-03
44.8,22.98,0,25.6,32.7,22.89,20.23,-7.57,28.9,0.117,5.59E-03
45.8,22.62,0,25.5,32.7,22.89,20.11,-7.57,28.9,0.117,5.70E-03
46.8,22.26,0,25.5,32.6,22.89,20,-7.57,28.9,0.117,5.81E-03
47.8,21.95,0,25.5,32.6,22.89,19.9,-7.57,28.9,0.117,5.92E-03
48.8,21.65,0,25.5,32.6,22.89,19.8,-7.57,28.9,0.118,6.02E-03
49.8,21.3,0,25.5,32.6,22.89,19.7,-7.57,28.9,0.118,6.13E-03
50.9,21,0,25.5,32.6,22.89,19.6,-7.57,28.9,0.118,6.23E-03
51.9,20.7,0,25.5,32.6,22.89,19.51,-7.57,28.9,0.118,6.33E-03
52.9,20.4,0,25.5,32.6,22.89,19.42,-7.57,28.9,0.118,6.43E-03
53.9,20.11,0,25.5,32.6,22.89,19.33,-7.57,28.9,0.119,6.53E-03
54.9,19.8,0,25.5,32.6,22.89,19.24,-7.57,28.9,0.119,6.63E-03
55.9,19.56,0,25.5,32.6,22.89,19.16,-7.57,28.9,0.119,6.72E-03
57,19.33,0,25.5,32.6,22.9,19.09,-7.57,28.9,0.119,6.82E-03
58,19.11,0,25.5,32.6,22.9,19.01,-7.57,28.9,0.119,6.91E-03
59,18.92,0,25.5,32.6,22.9,18.95,-7.57,28.9,0.12,7.00E-03
60,18.68,0,25.5,32.6,22.9,18.88,-7.57,28.9,0.12,7.09E-03
61,18.47,0,25.5,32.5,22.9,18.81,-7.57,28.9,0.12,7.18E-03
62,18.25,0,25.5,32.5,22.91,18.74,-7.57,28.9,0.12,7.27E-03
63.1,17.97,0,25.5,32.5,22.91,18.67,-7.57,28.9,0.12,7.36E-03
64.1,17.72,0,25.5,32.5,22.91,18.59,-7.57,29,0.121,7.45E-03
65.1,17.45,0,25.5,32.5,22.91,18.52,-7.57,29,0.121,7.54E-03
66.1,17.24,0,25.5,32.5,22.91,18.44,-7.57,29,0.121,7.62E-03
67.2,17.01,0,25.5,32.5,22.91,18.37,-7.57,29,0.121,7.71E-03
68.2,16.74,0,25.5,32.5,22.91,18.3,-7.57,29,0.121,7.79E-03
69.2,16.54,0,25.5,32.5,22.91,18.23,-7.57,29,0.122,7.87E-03
70.2,16.36,0,25.5,32.5,22.91,18.17,-7.57,29,0.122,7.95E-03
71.2,16.16,0,25.5,32.5,22.92,18.11,-7.57,29,0.122,8.03E-03
72.3,15.95,0,25.5,32.5,22.92,18.05,-7.57,29,0.122,8.10E-03
73.3,15.74,0,25.5,32.5,22.92,17.99,-7.57,29,0.122,8.18E-03
74.3,15.57,0,25.5,32.5,22.92,17.93,-7.57,29,0.122,8.26E-03
75.3,15.37,0,25.5,32.5,22.91,17.88,-7.57,29,0.123,8.33E-03
76.3,15.19,0,25.5,32.5,22.91,17.82,-7.57,29,0.123,8.41E-03
77.4,14.97,0,25.5,32.5,22.91,17.76,-7.57,29,0.123,8.48E-03
78.4,14.76,0,25.5,32.5,22.91,17.7,-7.57,29,0.123,8.55E-03
79.4,14.55,0,25.5,32.5,22.91,17.64,-7.57,29,0.123,8.63E-03
80.4,14.36,0,25.5,32.5,22.92,17.58,-7.57,29,0.123,8.70E-03
81.4,14.17,0,25.4,32.5,22.92,17.51,-7.57,29,0.124,8.76E-03
82.4,13.97,0,25.4,32.5,22.92,17.45,-7.57,29,0.124,8.83E-03
83.5,13.83,0,25.4,32.5,22.92,17.4,-7.57,29,0.124,8.90E-03
84.5,13.66,0,25.4,32.6,22.92,17.35,-7.57,29,0.124,8.97E-03
85.5,13.53,0,25.4,32.6,22.93,17.31,-7.57,29,0.124,9.03E-03
86.5,13.37,0,25.4,32.6,22.93,17.26,-7.57,29,0.124,9.10E-03
87.5,13.25,0,25.4,32.6,22.93,17.22,-7.57,29,0.124,9.16E-03
88.5,13.11,0,25.4,32.6,22.93,17.18,-7.57,29,0.125,9.23E-03
89.6,12.94,0,25.4,32.6,22.93,17.13,-7.57,29.1,0.125,9.29E-03
90.6,12.82,0,25.4,32.6,22.93,17.09,-7.57,29.1,0.125,9.35E-03
91.6,12.68,0,25.4,32.6,22.92,17.05,-7.57,29.1,0.125,9.42E-03
92.6,12.55,0,25.4,32.6,22.92,17.01,-7.57,29.1,0.125,9.48E-03
93.6,12.41,0,25.3,32.7,22.92,16.97,-7.57,29.1,0.125,9.54E-03
94.6,12.24,0,25.3,32.7,22.92,16.92,-7.57,29.1,0.125,9.60E-03
