Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.14,0,24.5,24.7,22.41,12.7,-7.57,28.2,0.209,6.94E-07
1,0.18,0,24.5,24.7,22.41,12.71,-7.57,28.2,0.209,1.59E-06
2,0.39,0,24.5,24.7,22.41,12.75,-7.57,28.2,0.209,3.51E-06
3,0.73,0,24.5,24.7,22.41,12.82,-7.57,28.2,0.209,7.09E-06
4.1,1.2,0,24.5,24.7,22.41,12.93,-7.57,28.2,0.209,1.29E-05
5.1,1.82,0,24.5,24.7,22.41,13.08,-7.57,28.2,0.209,2.18E-05
6.1,2.53,0,24.5,24.7,22.41,13.26,-7.57,28.2,0.209,3.42E-05
7.1,3.26,0,24.5,24.7,22.41,13.47,-7.57,28.2,0.209,5.01E-05
8.1,3.96,0,24.5,24.7,22.41,13.67,-7.57,28.2,0.209,6.95E-05
9.1,4.61,0,24.5,24.7,22.41,13.88,-7.57,28.2,0.209,9.20E-05
10.2,5.17,0,24.5,24.7,22.41,14.07,-7.57,28.2,0.209,1.17E-04
11.2,5.69,0,24.5,24.7,22.41,14.24,-7.57,28.2,0.209,1.45E-04
12.2,6.07,0,24.5,24.7,22.41,14.39,-7.57,28.2,0.209,1.75E-04
13.2,6.46,0,24.5,24.6,22.41,14.52,-7.57,28.2,0.209,2.06E-04
14.2,6.78,0,24.5,24.6,22.41,14.64,-7.56,28.2,0.209,2.39E-04
15.2,7.08,0,24.5,24.6,22.41,14.74,-7.56,28.2,0.21,2.74E-04
16.3,7.31,0,24.6,24.6,22.41,14.82,-7.56,28.2,0.21,3.10E-04
17.3,7.46,0,24.6,24.6,22.41,14.89,-7.56,28.2,0.21,3.46E-04
18.3,7.65,0,24.6,24.6,22.41,14.95,-7.56,28.2,0.21,3.84E-04
19.3,7.78,0,24.6,24.6,22.41,15,-7.56,28.2,0.21,4.22E-04
20.3,7.85,0,24.6,24.5,22.41,15.04,-7.56,28.2,0.21,4.60E-04
21.3,7.89,0,24.6,24.5,22.41,15.06,-7.56,28.2,0.21,4.99E-04
22.4,7.91,0,24.6,24.5,22.41,15.08,-7.56,28.2,0.21,5.38E-04
23.4,7.95,0,24.6,24.5,22.41,15.09,-7.56,28.2,0.21,5.77E-04
24.4,7.93,0,24.6,24.4,22.4,15.1,-7.56,28.2,0.21,6.16E-04
25.4,7.9,0,24.7,24.4,22.4,15.1,-7.56,28.2,0.21,6.54E-04
26.4,7.84,0,24.7,24.4,22.4,15.09,-7.56,28.2,0.21,6.93E-04
27.5,7.81,0,24.7,24.4,22.4,15.08,-7.56,28.2,0.211,7.31E-04
28.5,7.78,0,24.7,24.3,22.4,15.07,-7.56,28.2,0.211,7.69E-04
29.5,7.71,0,24.7,24.3,22.4,15.05,-7.56,28.2,0.211,8.07E-04
30.5,7.69,0,24.7,24.3,22.4,15.04,-7.56,28.2,0.211,8.44E-04
31.5,7.59,0,24.7,24.3,22.4,15.02,-7.56,28.2,0.211,8.82E-04
32.5,7.59,0,24.7,24.3,22.4,15.01,-7.57,28.2,0.211,9.19E-04
33.6,7.52,0,24.7,24.3,22.4,15,-7.57,28.2,0.211,9.56E-04
34.6,7.44,0,24.7,24.2,22.4,14.98,-7.57,28.2,0.211,9.92E-04
35.6,7.4,0,24.7,24.2,22.4,14.96,-7.57,28.2,0.211,1.03E-03
36.6,7.23,0,24.7,24.2,22.39,14.93,-7.57,28.2,0.211,1.06E-03
37.6,7.2,0,24.7,24.2,22.39,14.91,-7.57,28.2,0.211,1.10E-03
38.7,7.13,0,24.8,24.2,22.39,14.89,-7.57,28.2,0.211,1.13E-03
39.7,7.1,0,24.8,24.2,22.39,14.87,-7.57,28.2,0.212,1.17E-03
40.7,7.07,0,24.8,24.2,22.39,14.86,-7.57,28.2,0.212,1.20E-03
41.7,7,0,24.8,24.1,22.38,14.85,-7.57,28.2,0.212,1.24E-03
42.7,6.99,0,24.8,24.1,22.38,14.84,-7.57,28.3,0.212,1.27E-03
43.7,6.95,0,24.8,24.1,22.38,14.83,-7.57,28.3,0.212,1.31E-03
44.8,6.87,0,24.8,24.1,22.38,14.81,-7.57,28.3,0.212,1.34E-03
45.8,6.78,0,24.8,24.1,22.38,14.79,-7.57,28.3,0.212,1.37E-03
46.8,6.72,0,24.8,24.1,22.38,14.77,-7.57,28.3,0.212,1.41E-03
47.8,6.66,0,24.8,24.1,22.38,14.75,-7.57,28.3,0.212,1.44E-03
48.8,6.64,0,24.8,24.1,22.38,14.74,-7.57,28.3,0.212,1.47E-03
49.8,6.6,0,24.8,24.1,22.37,14.73,-7.57,28.3,0.212,1.50E-03
50.9,6.53,0,24.8,24,22.37,14.72,-7.57,28.3,0.212,1.53E-03
51.9,6.52,0,24.8,24,22.37,14.71,-7.57,28.3,0.212,1.57E-03
52.9,6.47,0,24.8,24,22.37,14.7,-7.57,28.3,0.213,1.60E-03
53.9,6.43,0,24.8,24,22.36,14.69,-7.57,28.3,0.213,1.63E-03
54.9,6.36,0,24.8,24,22.36,14.67,-7.57,28.3,0.213,1.66E-03
55.9,6.31,0,24.8,24,22.36,14.66,-7.57,28.3,0.213,1.69E-03
57,6.3,0,24.8,24,22.36,14.65,-7.57,28.3,0.213,1.72E-03
58,6.21,0,24.8,24,22.36,14.63,-7.57,28.3,0.213,1.75E-03
59,6.19,0,24.8,24,22.36,14.62,-7.57,28.3,0.213,1.78E-03
60,6.19,0,24.8,24,22.35,14.61,-7.57,28.3,0.213,1.81E-03
61,6.16,0,24.8,24,22.35,14.61,-7.57,28.3,0.213,1.84E-03
62,6.13,0,24.8,24,22.35,14.6,-7.57,28.3,0.213,1.87E-03
63,6.11,0,24.8,24,22.34,14.6,-7.57,28.3,0.213,1.90E-03
64.1,6.16,0,24.7,24,22.34,14.6,-7.57,28.3,0.213,1.93E-03
65.1,6.12,0,24.7,24,22.34,14.6,-7.57,28.3,0.213,1.96E-03
66.1,6.09,0,24.7,24,22.34,14.6,-7.57,28.3,0.213,1.99E-03
67.1,6.11,0,24.7,24,22.34,14.6,-7.57,28.3,0.213,2.02E-03
68.1,6.16,0,24.7,24,22.34,14.6,-7.57,28.3,0.214,2.05E-03
69.2,6.17,0,24.7,23.9,22.34,14.6,-7.57,28.3,0.214,2.08E-03
70.2,6.14,0,24.7,23.9,22.33,14.6,-7.57,28.3,0.214,2.11E-03
71.2,6.12,0,24.7,23.9,22.33,14.6,-7.57,28.3,0.214,2.14E-03
72.2,6.13,0,24.7,23.9,22.33,14.6,-7.57,28.4,0.214,2.17E-03
73.2,6.08,0,24.7,23.9,22.33,14.59,-7.57,28.4,0.214,2.20E-03
74.3,6.06,0,24.7,23.9,22.33,14.58,-7.57,28.4,0.214,2.23E-03
75.3,5.94,0,24.7,23.9,22.32,14.57,-7.57,28.4,0.214,2.26E-03
76.3,5.91,0,24.7,23.9,22.32,14.56,-7.57,28.4,0.214,2.29E-03
