Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.23,0,25.1,25,22.7,12.53,-7.57,28.5,0.325,1.14E-06
1,0.5,0,25.1,25,22.7,12.58,-7.57,28.5,0.325,3.57E-06
2,0.91,0,25.1,25,22.7,12.66,-7.57,28.5,0.325,8.01E-06
3,1.47,0,25.1,25,22.69,12.78,-7.57,28.5,0.325,1.52E-05
4.1,2.26,0,25.2,25,22.69,12.97,-7.57,28.5,0.325,2.63E-05
5.1,3.2,0,25.2,25,22.69,13.2,-7.57,28.5,0.325,4.19E-05
6.1,4.29,0,25.2,25,22.69,13.48,-7.57,28.5,0.325,6.29E-05
7.1,5.31,0,25.2,25,22.69,13.78,-7.57,28.5,0.325,8.88E-05
8.1,6.36,0,25.2,25,22.68,14.08,-7.57,28.5,0.325,1.20E-04
9.1,7.4,0,25.2,24.9,22.68,14.39,-7.57,28.5,0.325,1.56E-04
10.2,8.34,0,25.2,24.9,22.68,14.69,-7.57,28.5,0.325,1.97E-04
11.2,9.18,0,25.2,24.9,22.68,14.96,-7.57,28.5,0.325,2.42E-04
12.2,9.99,0,25.2,24.9,22.68,15.22,-7.57,28.5,0.325,2.90E-04
13.2,10.65,0,25.2,24.9,22.68,15.45,-7.57,28.5,0.325,3.42E-04
14.2,11.27,0,25.2,24.9,22.68,15.66,-7.57,28.5,0.325,3.98E-04
15.2,11.72,0,25.2,24.9,22.68,15.83,-7.57,28.5,0.326,4.55E-04
16.3,12.1,0,25.2,24.9,22.68,15.97,-7.57,28.5,0.326,5.14E-04
17.3,12.47,0,25.2,24.9,22.68,16.1,-7.57,28.5,0.326,5.75E-04
18.3,12.71,0,25.3,24.9,22.68,16.2,-7.57,28.5,0.326,6.37E-04
19.3,13.01,0,25.3,24.9,22.68,16.3,-7.57,28.5,0.326,7.00E-04
20.3,13.19,0,25.3,24.9,22.67,16.37,-7.57,28.5,0.326,7.65E-04
21.3,13.38,0,25.3,24.9,22.67,16.44,-7.57,28.5,0.326,8.30E-04
22.3,13.52,0,25.3,24.9,22.67,16.5,-7.57,28.5,0.327,8.96E-04
23.4,13.62,0,25.3,24.9,22.67,16.54,-7.57,28.5,0.327,9.63E-04
24.4,13.75,0,25.3,24.9,22.67,16.58,-7.57,28.5,0.327,1.03E-03
25.4,13.82,0,25.3,24.9,22.67,16.61,-7.57,28.5,0.327,1.10E-03
26.4,13.84,0,25.3,24.9,22.67,16.63,-7.57,28.5,0.327,1.17E-03
27.4,13.87,0,25.3,24.9,22.66,16.65,-7.57,28.5,0.327,1.23E-03
28.4,13.95,0,25.3,24.9,22.66,16.67,-7.57,28.5,0.327,1.30E-03
29.5,14.01,0,25.3,24.9,22.66,16.69,-7.57,28.5,0.328,1.37E-03
30.5,14.07,0,25.3,24.9,22.66,16.71,-7.57,28.5,0.328,1.44E-03
31.5,14.12,0,25.3,24.9,22.66,16.73,-7.57,28.5,0.328,1.51E-03
32.5,14.19,0,25.3,24.9,22.65,16.75,-7.57,28.5,0.328,1.58E-03
33.5,14.23,0,25.3,24.9,22.65,16.77,-7.57,28.5,0.328,1.65E-03
34.5,14.25,0,25.3,24.9,22.65,16.78,-7.57,28.5,0.328,1.72E-03
35.5,14.29,0,25.3,24.9,22.66,16.79,-7.57,28.5,0.329,1.79E-03
36.6,14.27,0,25.3,24.9,22.65,16.79,-7.57,28.5,0.329,1.86E-03
37.6,14.24,0,25.3,24.9,22.66,16.79,-7.57,28.5,0.329,1.93E-03
38.6,14.29,0,25.3,24.9,22.66,16.79,-7.57,28.5,0.329,2.00E-03
39.6,14.29,0,25.3,24.9,22.65,16.8,-7.57,28.5,0.329,2.07E-03
40.6,14.3,0,25.3,24.9,22.65,16.8,-7.57,28.5,0.329,2.14E-03
41.7,14.27,0,25.3,24.9,22.65,16.8,-7.57,28.5,0.329,2.21E-03
42.7,14.24,0,25.3,24.9,22.65,16.8,-7.57,28.5,0.33,2.27E-03
43.7,14.23,0,25.3,24.9,22.64,16.8,-7.57,28.5,0.33,2.34E-03
44.7,14.21,0,25.2,24.9,22.64,16.79,-7.57,28.5,0.33,2.41E-03
45.7,14.21,0,25.2,24.9,22.64,16.78,-7.57,28.5,0.33,2.48E-03
46.7,14.08,0,25.2,24.9,22.64,16.77,-7.57,28.5,0.33,2.55E-03
47.8,14.02,0,25.2,24.9,22.64,16.75,-7.57,28.5,0.33,2.62E-03
