Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.4,0,25.5,33.7,24.05,12.72,-7.57,30.2,0.742,6.83E-06
1,1.78,0,25.5,33.7,24.04,12.79,-7.57,30.2,0.742,1.55E-05
2,2.46,0,25.5,33.7,24.04,12.93,-7.57,30.2,0.742,2.76E-05
3,3.51,0,25.5,33.7,24.04,13.14,-7.57,30.2,0.742,4.47E-05
4.1,4.9,0,25.5,33.7,24.04,13.44,-7.57,30.2,0.742,6.91E-05
5.1,6.82,0,25.5,33.7,24.03,13.86,-7.57,30.2,0.742,1.02E-04
6.1,8.86,0,25.5,33.7,24.03,14.35,-7.57,30.2,0.742,1.46E-04
7.1,10.98,0,25.5,33.7,24.03,14.89,-7.57,30.2,0.742,1.99E-04
8.1,13.12,0,25.5,33.7,24.03,15.46,-7.57,30.2,0.743,2.63E-04
9.2,15.07,0,25.5,33.7,24.02,16.02,-7.57,30.2,0.743,3.37E-04
10.2,16.97,0,25.6,33.7,24.02,16.57,-7.57,30.2,0.743,4.20E-04
11.2,18.47,0,25.6,33.7,24.02,17.05,-7.57,30.2,0.743,5.12E-04
12.2,19.83,0,25.6,33.8,24.02,17.48,-7.57,30.2,0.743,6.08E-04
13.2,21.09,0,25.6,33.8,24.01,17.88,-7.57,30.2,0.744,7.11E-04
14.3,22.08,0,25.6,33.8,24.01,18.21,-7.57,30.2,0.744,8.19E-04
15.3,22.92,0,25.6,33.8,24.01,18.5,-7.57,30.2,0.744,9.33E-04
16.3,23.59,0,25.6,33.8,24.01,18.73,-7.57,30.2,0.744,1.05E-03
17.3,24.14,0,25.6,33.8,24,18.93,-7.57,30.2,0.745,1.17E-03
18.3,24.62,0,25.6,33.8,24,19.1,-7.57,30.2,0.745,1.29E-03
19.3,24.88,0,25.6,33.8,24,19.22,-7.57,30.2,0.745,1.41E-03
20.4,25.1,0,25.6,33.8,23.99,19.32,-7.57,30.2,0.745,1.53E-03
21.4,25.33,0,25.6,33.8,23.99,19.4,-7.57,30.2,0.746,1.66E-03
22.4,25.41,0,25.6,33.8,23.99,19.45,-7.57,30.2,0.746,1.78E-03
23.4,25.47,0,25.6,33.8,23.98,19.49,-7.57,30.2,0.746,1.91E-03
24.5,25.45,0,25.6,33.8,23.98,19.5,-7.57,30.2,0.747,2.03E-03
25.5,25.41,0,25.6,33.8,23.98,19.51,-7.57,30.2,0.747,2.16E-03
26.5,25.28,0,25.6,33.8,23.98,19.49,-7.57,30.1,0.747,2.28E-03
27.5,25.18,0,25.6,33.8,23.97,19.47,-7.57,30.1,0.747,2.40E-03
28.5,25.04,0,25.6,33.8,23.97,19.45,-7.57,30.1,0.748,2.52E-03
29.5,24.87,0,25.6,33.8,23.97,19.41,-7.57,30.1,0.748,2.65E-03
30.5,24.73,0,25.6,33.8,23.96,19.38,-7.57,30.1,0.748,2.77E-03
