Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.41,0,24.5,37.4,22.18,13.08,-7.57,27.9,0.207,1.98E-06
1,0.6,0,24.5,37.4,22.18,13.12,-7.57,27.9,0.207,4.97E-06
2,1.08,0,24.5,37.4,22.18,13.21,-7.57,27.9,0.207,1.02E-05
3.1,1.87,0,24.5,37.4,22.18,13.38,-7.57,27.9,0.207,1.94E-05
4.1,3.14,0,24.5,37.4,22.18,13.66,-7.57,27.9,0.207,3.47E-05
5.1,4.85,0,24.5,37.4,22.18,14.07,-7.57,27.9,0.207,5.85E-05
6.1,6.86,0,24.5,37.4,22.18,14.58,-7.57,27.9,0.207,9.20E-05
7.1,9.24,0,24.5,37.4,22.18,15.2,-7.57,27.9,0.207,1.37E-04
8.1,11.66,0,24.5,37.4,22.18,15.89,-7.57,27.9,0.208,1.94E-04
9.2,14.07,0,24.5,37.4,22.18,16.61,-7.57,27.9,0.208,2.63E-04
10.2,16.38,0,24.5,37.4,22.18,17.33,-7.57,27.9,0.208,3.43E-04
11.2,18.44,0,24.5,37.4,22.18,18,-7.57,27.9,0.208,4.33E-04
12.2,20.46,0,24.5,37.4,22.18,18.65,-7.57,27.9,0.208,5.33E-04
13.2,22.17,0,24.5,37.4,22.18,19.24,-7.57,27.9,0.209,6.41E-04
14.2,23.64,0,24.5,37.3,22.17,19.77,-7.57,27.9,0.209,7.57E-04
15.3,25.04,0,24.5,37.3,22.17,20.25,-7.57,27.9,0.209,8.79E-04
16.3,26.13,0,24.5,37.3,22.17,20.65,-7.57,27.9,0.209,1.01E-03
17.3,27.11,0,24.5,37.3,22.17,21.01,-7.57,27.9,0.21,1.14E-03
18.3,27.94,0,24.5,37.3,22.17,21.31,-7.57,27.9,0.21,1.28E-03
19.3,28.59,0,24.5,37.3,22.17,21.57,-7.57,27.9,0.21,1.42E-03
20.3,29.23,0,24.5,37.3,22.18,21.79,-7.57,27.9,0.211,1.56E-03
21.3,29.64,0,24.5,37.3,22.17,21.97,-7.57,27.9,0.211,1.70E-03
22.4,30.05,0,24.5,37.3,22.17,22.12,-7.57,27.9,0.211,1.85E-03
23.4,30.38,0,24.5,37.3,22.17,22.25,-7.57,27.9,0.212,2.00E-03
24.4,30.56,0,24.5,37.3,22.17,22.34,-7.57,27.9,0.212,2.15E-03
25.4,30.71,0,24.5,37.3,22.17,22.41,-7.57,27.9,0.212,2.30E-03
26.4,30.74,0,24.5,37.3,22.17,22.45,-7.57,27.9,0.213,2.45E-03
27.5,30.79,0,24.5,37.3,22.17,22.48,-7.57,27.9,0.213,2.60E-03
28.5,30.74,0,24.5,37.3,22.17,22.48,-7.57,27.9,0.213,2.75E-03
29.5,30.62,0,24.4,37.3,22.17,22.47,-7.57,27.9,0.214,2.90E-03
30.5,30.54,0,24.4,37.3,22.17,22.45,-7.57,27.9,0.214,3.05E-03
31.5,30.39,0,24.4,37.3,22.17,22.41,-7.57,27.9,0.214,3.20E-03
32.5,30.25,0,24.4,37.3,22.18,22.37,-7.57,27.9,0.215,3.35E-03
33.6,30.01,0,24.4,37.3,22.18,22.32,-7.57,28,0.215,3.49E-03
34.6,29.8,0,24.4,37.3,22.18,22.25,-7.57,28,0.215,3.64E-03
35.6,29.52,0,24.4,37.3,22.17,22.18,-7.57,28,0.216,3.78E-03
36.6,29.26,0,24.4,37.3,22.17,22.11,-7.57,28,0.216,3.93E-03
37.6,28.97,0,24.4,37.3,22.17,22.03,-7.57,28,0.216,4.07E-03
38.6,28.72,0,24.4,37.3,22.17,21.94,-7.57,28,0.217,4.21E-03
39.7,28.46,0,24.4,37.3,22.17,21.86,-7.57,28,0.217,4.35E-03
40.7,28.16,0,24.4,37.3,22.17,21.78,-7.57,28,0.217,4.49E-03
41.7,27.93,0,24.4,37.3,22.17,21.69,-7.57,28,0.217,4.62E-03
42.7,27.67,0,24.4,37.3,22.18,21.61,-7.57,28,0.218,4.76E-03
43.7,27.38,0,24.4,37.4,22.18,21.53,-7.57,28,0.218,4.89E-03
44.8,27.06,0,24.4,37.4,22.18,21.44,-7.57,28,0.218,5.03E-03
45.8,26.81,0,24.4,37.4,22.18,21.35,-7.57,28,0.219,5.16E-03
46.8,26.54,0,24.4,37.4,22.18,21.26,-7.57,28,0.219,5.29E-03
47.8,26.25,0,24.4,37.4,22.18,21.18,-7.57,28,0.219,5.42E-03
48.8,25.94,0,24.4,37.4,22.18,21.08,-7.57,28,0.219,5.54E-03
49.9,25.74,0,24.4,37.4,22.19,21,-7.57,28,0.22,5.67E-03
50.9,25.52,0,24.4,37.4,22.19,20.93,-7.57,28,0.22,5.80E-03
51.9,25.24,0,24.4,37.4,22.19,20.85,-7.57,28,0.22,5.92E-03
52.9,24.98,0,24.4,37.4,22.19,20.76,-7.57,28,0.221,6.04E-03
53.9,24.74,0,24.4,37.4,22.2,20.68,-7.57,28,0.221,6.16E-03
55,24.47,0,24.4,37.4,22.2,20.6,-7.57,28,0.221,6.28E-03
56,24.2,0,24.4,37.4,22.2,20.52,-7.57,28,0.221,6.40E-03
57,23.91,0,24.4,37.4,22.2,20.43,-7.57,28,0.222,6.52E-03
58,23.63,0,24.4,37.4,22.2,20.35,-7.57,28,0.222,6.63E-03
59,23.36,0,24.4,37.4,22.2,20.26,-7.57,28,0.222,6.75E-03
60,23.11,0,24.4,37.4,22.2,20.18,-7.57,28.1,0.222,6.86E-03
61,22.87,0,24.4,37.4,22.2,20.1,-7.57,28.1,0.223,6.97E-03
62.1,22.61,0,24.4,37.4,22.2,20.02,-7.57,28.1,0.223,7.08E-03
63.1,22.38,0,24.4,37.4,22.21,19.94,-7.57,28.1,0.223,7.19E-03
64.1,22.16,0,24.4,37.4,22.21,19.86,-7.57,28.1,0.223,7.30E-03
65.1,21.95,0,24.4,37.4,22.21,19.79,-7.57,28.1,0.224,7.41E-03
66.1,21.77,0,24.4,37.5,22.21,19.73,-7.57,28.1,0.224,7.52E-03
67.2,21.55,0,24.4,37.5,22.22,19.66,-7.57,28.1,0.224,7.62E-03
