Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.38,0,25.4,46.6,24.18,12.78,-7.57,30.2,0.531,6.73E-06
1,2.15,0,25.4,46.6,24.17,12.92,-7.57,30.2,0.531,1.72E-05
2,3.3,0,25.4,46.5,24.17,13.15,-7.57,30.2,0.531,3.36E-05
3.1,4.92,0,25.4,46.5,24.16,13.49,-7.57,30.2,0.531,5.77E-05
4.1,6.81,0,25.4,46.5,24.16,13.92,-7.57,30.2,0.531,9.10E-05
5.1,8.98,0,25.4,46.5,24.15,14.44,-7.57,30.2,0.531,1.35E-04
6.1,11.11,0,25.4,46.5,24.15,15,-7.57,30.2,0.531,1.90E-04
7.1,12.99,0,25.4,46.5,24.14,15.54,-7.57,30.2,0.531,2.53E-04
8.2,14.78,0,25.4,46.5,24.14,16.05,-7.57,30.2,0.531,3.26E-04
9.2,16.16,0,25.4,46.5,24.14,16.51,-7.57,30.2,0.532,4.05E-04
10.2,17.41,0,25.4,46.5,24.13,16.91,-7.57,30.1,0.532,4.90E-04
11.2,18.41,0,25.4,46.5,24.13,17.25,-7.57,30.1,0.532,5.80E-04
12.2,19.17,0,25.4,46.5,24.12,17.53,-7.57,30.1,0.532,6.73E-04
13.2,19.83,0,25.4,46.5,24.12,17.76,-7.57,30.1,0.532,7.70E-04
14.3,20.25,0,25.4,46.5,24.11,17.94,-7.57,30.1,0.533,8.69E-04
15.3,20.58,0,25.4,46.5,24.11,18.08,-7.57,30.1,0.533,9.70E-04
16.3,20.76,0,25.4,46.5,24.1,18.18,-7.57,30.1,0.533,1.07E-03
17.3,20.88,0,25.4,46.5,24.1,18.24,-7.57,30.1,0.533,1.17E-03
18.3,21,0,25.4,46.5,24.09,18.29,-7.57,30.1,0.534,1.28E-03
19.3,20.97,0,25.4,46.5,24.09,18.32,-7.57,30.1,0.534,1.38E-03
20.4,20.91,0,25.4,46.5,24.09,18.32,-7.57,30.1,0.534,1.48E-03
21.4,20.84,0,25.4,46.5,24.08,18.32,-7.57,30.1,0.534,1.59E-03
22.4,20.77,0,25.4,46.5,24.08,18.31,-7.57,30.1,0.534,1.69E-03
23.4,20.64,0,25.4,46.5,24.07,18.29,-7.57,30.1,0.535,1.79E-03
24.4,20.41,0,25.4,46.5,24.07,18.25,-7.57,30.1,0.535,1.89E-03
25.5,20.21,0,25.4,46.5,24.07,18.2,-7.57,30.1,0.535,1.99E-03
26.5,20.05,0,25.4,46.5,24.06,18.15,-7.57,30.1,0.535,2.09E-03
27.5,19.86,0,25.4,46.5,24.06,18.11,-7.57,30.1,0.536,2.18E-03
28.5,19.7,0,25.4,46.5,24.06,18.06,-7.57,30.1,0.536,2.28E-03
29.5,19.44,0,25.4,46.5,24.06,18.01,-7.57,30.1,0.536,2.37E-03
30.5,19.29,0,25.4,46.5,24.05,17.96,-7.57,30.1,0.536,2.47E-03
31.6,19.15,0,25.4,46.5,24.05,17.92,-7.57,30.1,0.536,2.56E-03
32.6,18.94,0,25.4,46.5,24.04,17.88,-7.57,30.1,0.537,2.66E-03
33.6,18.8,0,25.4,46.5,24.04,17.83,-7.57,30.1,0.537,2.75E-03
34.6,18.64,0,25.4,46.5,24.03,17.79,-7.57,30.1,0.537,2.84E-03
35.6,18.56,0,25.4,46.5,24.03,17.76,-7.57,30.1,0.537,2.93E-03
36.7,18.4,0,25.4,46.5,24.03,17.73,-7.57,30.1,0.537,3.02E-03
37.7,18.22,0,25.4,46.5,24.02,17.69,-7.57,30.1,0.538,3.11E-03
38.7,18.14,0,25.4,46.5,24.02,17.66,-7.57,30.1,0.538,3.20E-03
39.7,17.95,0,25.4,46.5,24.02,17.62,-7.57,30.1,0.538,3.29E-03
40.7,17.78,0,25.4,46.5,24.01,17.58,-7.57,30.1,0.538,3.37E-03
