Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.37,0,24.8,22.5,22.8,12.49,-7.57,28.5,0.107,1.84E-06
1,0.62,0,24.8,22.5,22.8,12.53,-7.57,28.5,0.107,4.85E-06
2,0.92,0,24.8,22.5,22.8,12.6,-7.57,28.5,0.107,9.33E-06
3,1.41,0,24.8,22.5,22.8,12.71,-7.57,28.5,0.107,1.62E-05
4.1,1.97,0,24.8,22.6,22.8,12.84,-7.57,28.5,0.107,2.58E-05
5.1,2.72,0,24.8,22.6,22.79,13.03,-7.57,28.5,0.107,3.91E-05
6.1,3.5,0,24.8,22.6,22.79,13.24,-7.57,28.5,0.107,5.62E-05
7.1,4.36,0,24.8,22.6,22.79,13.47,-7.57,28.5,0.107,7.76E-05
8.1,5.23,0,24.8,22.6,22.79,13.72,-7.57,28.5,0.107,1.03E-04
9.1,6.06,0,24.8,22.6,22.78,13.97,-7.57,28.5,0.107,1.33E-04
10.2,6.93,0,24.8,22.6,22.78,14.22,-7.57,28.5,0.107,1.67E-04
11.2,7.65,0,24.8,22.6,22.78,14.46,-7.57,28.5,0.107,2.04E-04
12.2,8.34,0,24.8,22.6,22.78,14.68,-7.57,28.5,0.107,2.45E-04
13.2,8.97,0,24.8,22.6,22.77,14.89,-7.57,28.5,0.108,2.88E-04
14.2,9.52,0,24.8,22.6,22.77,15.08,-7.57,28.5,0.108,3.36E-04
15.3,10.04,0,24.8,22.6,22.76,15.25,-7.57,28.5,0.108,3.85E-04
16.3,10.41,0,24.8,22.6,22.76,15.39,-7.57,28.5,0.108,4.36E-04
17.3,10.77,0,24.8,22.6,22.76,15.52,-7.57,28.5,0.108,4.88E-04
18.3,11.09,0,24.8,22.6,22.76,15.63,-7.57,28.5,0.108,5.42E-04
19.3,11.33,0,24.8,22.6,22.76,15.72,-7.57,28.5,0.108,5.98E-04
20.3,11.54,0,24.8,22.6,22.76,15.8,-7.57,28.5,0.108,6.54E-04
21.3,11.69,0,24.8,22.6,22.76,15.86,-7.57,28.5,0.109,7.11E-04
22.4,11.8,0,24.8,22.7,22.75,15.91,-7.57,28.5,0.109,7.69E-04
23.4,11.91,0,24.8,22.7,22.75,15.95,-7.57,28.5,0.109,8.27E-04
24.4,11.97,0,24.8,22.7,22.75,15.98,-7.57,28.5,0.109,8.86E-04
25.4,11.99,0,24.8,22.7,22.75,16,-7.57,28.5,0.109,9.44E-04
26.4,12.02,0,24.8,22.7,22.75,16.02,-7.57,28.5,0.109,1.00E-03
27.4,12.02,0,24.8,22.7,22.74,16.03,-7.57,28.5,0.109,1.06E-03
28.5,12.02,0,24.8,22.7,22.74,16.03,-7.57,28.5,0.109,1.12E-03
29.5,11.97,0,24.8,22.7,22.74,16.03,-7.57,28.5,0.11,1.18E-03
30.5,11.91,0,24.8,22.7,22.74,16.02,-7.57,28.5,0.11,1.24E-03
31.5,11.92,0,24.8,22.7,22.74,16.01,-7.57,28.5,0.11,1.30E-03
32.5,11.86,0,24.8,22.7,22.73,16,-7.57,28.5,0.11,1.35E-03
33.6,11.75,0,24.8,22.7,22.73,15.98,-7.57,28.5,0.11,1.41E-03
34.6,11.71,0,24.8,22.7,22.73,15.97,-7.57,28.5,0.11,1.47E-03
35.6,11.69,0,24.8,22.7,22.73,15.96,-7.57,28.5,0.11,1.53E-03
