Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.77,0,24.8,36,22.26,13.09,-7.57,28,0.552,3.75E-06
1,1.34,0,24.7,36,22.26,13.21,-7.57,28,0.552,1.03E-05
2,2.08,0,24.7,36,22.26,13.38,-7.57,28,0.552,2.05E-05
3,3.19,0,24.7,36,22.26,13.64,-7.57,28,0.552,3.61E-05
4.1,4.6,0,24.7,36,22.26,13.98,-7.57,28,0.552,5.86E-05
5.1,6.19,0,24.7,36.1,22.26,14.4,-7.57,28,0.552,8.88E-05
6.1,7.98,0,24.7,36.1,22.26,14.88,-7.57,28,0.552,1.28E-04
7.1,9.74,0,24.7,36.1,22.26,15.4,-7.57,28,0.552,1.75E-04
8.1,11.7,0,24.7,36.1,22.26,15.96,-7.57,28,0.552,2.33E-04
9.1,13.58,0,24.7,36.1,22.26,16.53,-7.57,28,0.553,2.99E-04
10.2,15.37,0,24.7,36.1,22.26,17.09,-7.57,28,0.553,3.75E-04
11.2,17.22,0,24.7,36.1,22.26,17.65,-7.57,28,0.553,4.59E-04
12.2,18.82,0,24.7,36.1,22.26,18.18,-7.57,28,0.553,5.51E-04
13.2,20.34,0,24.6,36.1,22.26,18.68,-7.57,28,0.553,6.51E-04
14.2,21.66,0,24.6,36.2,22.26,19.13,-7.57,28,0.554,7.56E-04
15.3,22.83,0,24.6,36.2,22.26,19.54,-7.57,28,0.554,8.68E-04
16.3,23.91,0,24.6,36.2,22.26,19.91,-7.57,28,0.554,9.85E-04
17.3,24.76,0,24.6,36.2,22.26,20.22,-7.57,28,0.554,1.11E-03
18.3,25.47,0,24.6,36.2,22.25,20.49,-7.57,28,0.555,1.23E-03
19.3,26.11,0,24.6,36.2,22.25,20.73,-7.57,28,0.555,1.36E-03
20.3,26.64,0,24.6,36.2,22.25,20.93,-7.57,28,0.555,1.49E-03
21.4,27.15,0,24.6,36.3,22.25,21.1,-7.57,28,0.556,1.62E-03
22.4,27.53,0,24.6,36.3,22.25,21.25,-7.57,28,0.556,1.76E-03
23.4,27.87,0,24.6,36.3,22.25,21.38,-7.57,28,0.556,1.90E-03
24.4,28.24,0,24.6,36.3,22.25,21.5,-7.57,28,0.556,2.03E-03
25.4,28.52,0,24.6,36.3,22.26,21.6,-7.57,28,0.557,2.17E-03
26.5,28.79,0,24.5,36.3,22.26,21.69,-7.57,28,0.557,2.31E-03
27.5,29.02,0,24.5,36.3,22.26,21.77,-7.57,28,0.557,2.46E-03
28.5,29.2,0,24.5,36.3,22.26,21.84,-7.57,28,0.558,2.60E-03
29.5,29.34,0,24.5,36.3,22.26,21.89,-7.57,28,0.558,2.74E-03
30.5,29.39,0,24.5,36.4,22.26,21.93,-7.57,28.1,0.558,2.88E-03
31.5,29.46,0,24.5,36.4,22.26,21.96,-7.57,28.1,0.559,3.03E-03
32.5,29.45,0,24.5,36.4,22.26,21.97,-7.57,28.1,0.559,3.17E-03
33.6,29.41,0,24.5,36.4,22.26,21.97,-7.57,28.1,0.559,3.32E-03
34.6,29.4,0,24.5,36.4,22.25,21.97,-7.57,28.1,0.56,3.46E-03
35.6,29.37,0,24.5,36.4,22.25,21.97,-7.57,28.1,0.56,3.60E-03
36.6,29.34,0,24.5,36.4,22.25,21.96,-7.57,28.1,0.56,3.75E-03
37.6,29.27,0,24.5,36.4,22.25,21.95,-7.57,28.1,0.561,3.89E-03
38.7,29.18,0,24.5,36.4,22.25,21.93,-7.57,28.1,0.561,4.03E-03
39.7,29.12,0,24.5,36.4,22.25,21.91,-7.57,28.1,0.561,4.18E-03
40.7,29.02,0,24.5,36.4,22.25,21.88,-7.57,28.1,0.562,4.32E-03
41.7,28.95,0,24.5,36.5,22.25,21.86,-7.57,28.1,0.562,4.46E-03
42.7,28.84,0,24.5,36.5,22.26,21.83,-7.57,28.1,0.562,4.60E-03
43.7,28.79,0,24.5,36.5,22.26,21.8,-7.57,28.1,0.562,4.74E-03
44.8,28.71,0,24.5,36.5,22.26,21.78,-7.57,28.1,0.563,4.88E-03
45.8,28.59,0,24.5,36.5,22.26,21.75,-7.57,28.1,0.563,5.02E-03
46.8,28.49,0,24.5,36.5,22.26,21.72,-7.57,28.1,0.563,5.16E-03
47.8,28.32,0,24.5,36.5,22.26,21.67,-7.57,28.1,0.564,5.30E-03
48.8,28.21,0,24.5,36.5,22.26,21.64,-7.57,28.1,0.564,5.44E-03
49.8,28.1,0,24.5,36.5,22.26,21.6,-7.57,28.1,0.564,5.57E-03
50.8,28.02,0,24.5,36.5,22.26,21.57,-7.57,28.1,0.565,5.71E-03
51.9,27.92,0,24.5,36.5,22.26,21.54,-7.57,28.1,0.565,5.85E-03
52.9,27.87,0,24.4,36.5,22.26,21.52,-7.57,28.1,0.565,5.98E-03
53.9,27.8,0,24.4,36.5,22.26,21.5,-7.57,28.1,0.566,6.12E-03
54.9,27.79,0,24.4,36.5,22.26,21.48,-7.57,28.1,0.566,6.26E-03
55.9,27.7,0,24.4,36.5,22.26,21.46,-7.57,28.1,0.566,6.39E-03
56.9,27.68,0,24.4,36.5,22.26,21.45,-7.57,28.2,0.566,6.53E-03
58,27.65,0,24.4,36.5,22.26,21.43,-7.57,28.2,0.567,6.66E-03
59,27.57,0,24.4,36.5,22.27,21.41,-7.57,28.2,0.567,6.80E-03
60,27.56,0,24.4,36.5,22.27,21.39,-7.57,28.2,0.567,6.93E-03
61,27.5,0,24.4,36.5,22.27,21.38,-7.57,28.2,0.568,7.06E-03
62,27.45,0,24.4,36.5,22.27,21.36,-7.57,28.2,0.568,7.20E-03
63,27.32,0,24.4,36.5,22.27,21.34,-7.57,28.2,0.568,7.33E-03
64.1,27.23,0,24.4,36.6,22.27,21.31,-7.57,28.2,0.569,7.47E-03
65.1,27.17,0,24.4,36.6,22.26,21.29,-7.57,28.2,0.569,7.60E-03
66.1,27.1,0,24.4,36.6,22.26,21.27,-7.57,28.2,0.569,7.73E-03
67.1,26.99,0,24.4,36.6,22.26,21.24,-7.57,28.2,0.569,7.87E-03
68.1,26.93,0,24.4,36.6,22.27,21.22,-7.57,28.2,0.57,8.00E-03
69.2,26.88,0,24.4,36.6,22.27,21.2,-7.57,28.2,0.57,8.13E-03
70.2,26.79,0,24.4,36.6,22.27,21.17,-7.57,28.2,0.57,8.26E-03
71.2,26.68,0,24.4,36.6,22.27,21.14,-7.57,28.2,0.571,8.39E-03
72.2,26.57,0,24.4,36.6,22.28,21.1,-7.57,28.2,0.571,8.52E-03
73.2,26.51,0,24.4,36.6,22.28,21.08,-7.57,28.2,0.571,8.65E-03
74.2,26.39,0,24.4,36.6,22.28,21.05,-7.57,28.2,0.571,8.78E-03
75.3,26.29,0,24.4,36.6,22.28,21.02,-7.57,28.2,0.572,8.91E-03
76.3,26.21,0,24.4,36.6,22.28,20.99,-7.57,28.2,0.572,9.04E-03
77.3,26.11,0,24.4,36.6,22.28,20.96,-7.57,28.2,0.572,9.16E-03
78.3,26.04,0,24.4,36.6,22.28,20.93,-7.57,28.2,0.573,9.29E-03
79.3,25.92,0,24.4,36.6,22.28,20.9,-7.57,28.2,0.573,9.42E-03
80.3,25.81,0,24.4,36.6,22.28,20.87,-7.57,28.2,0.573,9.54E-03
81.3,25.7,0,24.4,36.6,22.28,20.83,-7.57,28.2,0.573,9.67E-03
82.4,25.64,0,24.4,36.6,22.28,20.8,-7.57,28.3,0.574,9.79E-03
83.4,25.56,0,24.4,36.6,22.28,20.78,-7.57,28.3,0.574,9.92E-03
84.4,25.44,0,24.4,36.6,22.28,20.75,-7.57,28.3,0.574,1.00E-02
85.4,25.37,0,24.4,36.6,22.29,20.72,-7.57,28.3,0.575,1.02E-02
86.4,25.27,0,24.4,36.6,22.29,20.69,-7.57,28.3,0.575,1.03E-02
87.4,25.2,0,24.4,36.6,22.29,20.66,-7.57,28.3,0.575,1.04E-02
88.5,25.1,0,24.4,36.6,22.29,20.63,-7.57,28.3,0.575,1.05E-02
89.5,25,0,24.4,36.6,22.29,20.6,-7.57,28.3,0.576,1.07E-02
90.5,24.88,0,24.4,36.6,22.29,20.57,-7.57,28.3,0.576,1.08E-02
91.5,24.77,0,24.4,36.6,22.29,20.53,-7.57,28.3,0.576,1.09E-02
92.5,24.66,0,24.4,36.6,22.3,20.49,-7.57,28.3,0.576,1.10E-02
93.5,24.56,0,24.4,36.6,22.3,20.46,-7.57,28.3,0.577,1.11E-02
94.6,24.48,0,24.4,36.6,22.3,20.43,-7.57,28.3,0.577,1.13E-02
95.6,24.35,0,24.4,36.6,22.3,20.39,-7.57,28.3,0.577,1.14E-02
96.6,24.31,0,24.4,36.6,22.31,20.37,-7.57,28.3,0.578,1.15E-02
97.6,24.21,0,24.4,36.5,22.3,20.34,-7.57,28.3,0.578,1.16E-02
98.6,24.16,0,24.4,36.5,22.3,20.32,-7.57,28.3,0.578,1.17E-02
99.7,24.08,0,24.4,36.5,22.3,20.3,-7.57,28.3,0.578,1.19E-02
100.7,23.99,0,24.4,36.5,22.3,20.28,-7.57,28.3,0.579,1.20E-02
101.7,23.92,0,24.4,36.5,22.3,20.25,-7.57,28.3,0.579,1.21E-02
102.7,23.81,0,24.4,36.5,22.31,20.22,-7.57,28.3,0.579,1.22E-02
103.7,23.8,0,24.4,36.5,22.31,20.2,-7.57,28.3,0.579,1.23E-02
104.8,23.7,0,24.4,36.5,22.31,20.17,-7.57,28.3,0.58,1.24E-02
105.8,23.64,0,24.4,36.5,22.31,20.15,-7.57,28.3,0.58,1.26E-02
106.8,23.54,0,24.4,36.5,22.31,20.12,-7.57,28.3,0.58,1.27E-02
107.8,23.51,0,24.4,36.5,22.31,20.11,-7.57,28.4,0.58,1.28E-02
108.9,23.47,0,24.4,36.5,22.31,20.09,-7.57,28.4,0.581,1.29E-02
109.9,23.36,0,24.4,36.5,22.31,20.07,-7.57,28.4,0.581,1.30E-02
110.9,23.32,0,24.4,36.5,22.31,20.05,-7.57,28.4,0.581,1.31E-02
111.9,23.25,0,24.4,36.5,22.31,20.03,-7.57,28.4,0.581,1.32E-02
112.9,23.21,0,24.4,36.5,22.32,20.01,-7.57,28.4,0.582,1.34E-02
113.9,23.12,0,24.4,36.5,22.32,19.98,-7.57,28.4,0.582,1.35E-02
115,23.04,0,24.4,36.5,22.32,19.96,-7.57,28.4,0.582,1.36E-02
116,22.96,0,24.4,36.5,22.33,19.93,-7.57,28.4,0.582,1.37E-02
117,22.91,0,24.4,36.5,22.33,19.91,-7.57,28.4,0.583,1.38E-02
118,22.82,0,24.4,36.5,22.33,19.88,-7.57,28.4,0.583,1.39E-02
119,22.75,0,24.4,36.5,22.33,19.86,-7.57,28.4,0.583,1.40E-02
120,22.66,0,24.4,36.5,22.33,19.84,-7.57,28.4,0.583,1.41E-02
121.1,22.61,0,24.4,36.5,22.33,19.82,-7.57,28.4,0.584,1.43E-02
122.1,22.57,0,24.4,36.5,22.33,19.8,-7.57,28.4,0.584,1.44E-02
123.1,22.47,0,24.4,36.5,22.33,19.78,-7.57,28.4,0.584,1.45E-02
124.1,22.39,0,24.4,36.5,22.33,19.75,-7.57,28.4,0.584,1.46E-02
125.1,22.33,0,24.4,36.5,22.33,19.73,-7.57,28.4,0.585,1.47E-02
126.1,22.25,0,24.4,36.5,22.33,19.7,-7.57,28.4,0.585,1.48E-02
127.2,22.19,0,24.4,36.5,22.34,19.68,-7.57,28.4,0.585,1.49E-02
128.2,22.05,0,24.4,36.5,22.34,19.64,-7.57,28.4,0.585,1.50E-02
129.2,22,0,24.4,36.5,22.34,19.61,-7.57,28.4,0.586,1.51E-02
130.2,21.89,0,24.4,36.5,22.34,19.58,-7.57,28.4,0.586,1.52E-02
131.2,21.8,0,24.4,36.5,22.35,19.55,-7.57,28.4,0.586,1.53E-02
132.3,21.73,0,24.4,36.5,22.35,19.53,-7.57,28.5,0.586,1.54E-02
133.3,21.6,0,24.4,36.5,22.34,19.5,-7.57,28.5,0.587,1.56E-02
134.3,21.5,0,24.4,36.5,22.34,19.47,-7.57,28.5,0.587,1.57E-02
135.3,21.4,0,24.4,36.5,22.34,19.44,-7.57,28.5,0.587,1.58E-02
136.3,21.35,0,24.4,36.5,22.35,19.41,-7.57,28.5,0.587,1.59E-02
137.3,21.23,0,24.4,36.5,22.35,19.38,-7.57,28.5,0.587,1.60E-02
138.4,21.15,0,24.4,36.5,22.35,19.35,-7.57,28.5,0.588,1.61E-02
139.4,21.1,0,24.4,36.5,22.35,19.32,-7.57,28.5,0.588,1.62E-02
140.4,21.1,0,24.4,36.5,22.36,19.31,-7.57,28.5,0.588,1.63E-02
141.4,21.03,0,24.4,36.5,22.36,19.29,-7.57,28.5,0.588,1.64E-02
142.4,20.96,0,24.4,36.5,22.36,19.27,-7.57,28.5,0.589,1.65E-02
143.5,20.93,0,24.4,36.5,22.36,19.25,-7.57,28.5,0.589,1.66E-02
144.5,20.88,0,24.4,36.5,22.36,19.24,-7.57,28.5,0.589,1.67E-02
145.5,20.83,0,24.4,36.5,22.36,19.22,-7.57,28.5,0.589,1.68E-02
146.5,20.74,0,24.4,36.5,22.36,19.2,-7.57,28.5,0.59,1.69E-02
147.5,20.68,0,24.4,36.5,22.36,19.18,-7.57,28.5,0.59,1.70E-02
148.5,20.64,0,24.4,36.5,22.36,19.17,-7.57,28.5,0.59,1.71E-02
149.6,20.6,0,24.4,36.5,22.37,19.15,-7.57,28.5,0.59,1.72E-02
150.6,20.59,0,24.4,36.5,22.37,19.14,-7.57,28.5,0.59,1.73E-02
151.6,20.57,0,24.4,36.5,22.37,19.13,-7.57,28.5,0.591,1.74E-02
152.6,20.54,0,24.4,36.5,22.37,19.12,-7.57,28.6,0.591,1.75E-02
153.6,20.54,0,24.4,36.5,22.37,19.12,-7.57,28.6,0.591,1.76E-02
154.7,20.53,0,24.4,36.5,22.37,19.11,-7.57,28.6,0.591,1.77E-02
155.7,20.57,0,24.4,36.5,22.38,19.11,-7.57,28.6,0.592,1.78E-02
156.7,20.55,0,24.4,36.5,22.38,19.11,-7.57,28.6,0.592,1.79E-02
157.7,20.58,0,24.4,36.5,22.38,19.11,-7.57,28.6,0.592,1.80E-02
158.7,20.59,0,24.4,36.5,22.38,19.11,-7.57,28.6,0.592,1.81E-02
159.7,20.6,0,24.4,36.5,22.39,19.11,-7.57,28.6,0.592,1.82E-02
160.8,20.59,0,24.4,36.5,22.39,19.11,-7.57,28.6,0.593,1.83E-02
161.8,20.55,0,24.4,36.5,22.39,19.1,-7.57,28.6,0.593,1.84E-02
162.8,20.56,0,24.4,36.5,22.39,19.09,-7.57,28.6,0.593,1.85E-02
163.8,20.54,0,24.4,36.5,22.39,19.08,-7.57,28.6,0.593,1.86E-02
164.8,20.56,0,24.4,36.5,22.39,19.08,-7.57,28.6,0.594,1.87E-02
165.8,20.52,0,24.4,36.5,22.4,19.07,-7.57,28.6,0.594,1.88E-02
166.9,20.53,0,24.4,36.5,22.4,19.06,-7.57,28.6,0.594,1.89E-02
167.9,20.55,0,24.4,36.5,22.4,19.06,-7.57,28.6,0.594,1.90E-02
168.9,20.53,0,24.4,36.5,22.4,19.06,-7.57,28.6,0.594,1.91E-02
169.9,20.45,0,24.4,36.5,22.41,19.05,-7.57,28.6,0.595,1.92E-02
170.9,20.5,0,24.4,36.5,22.41,19.05,-7.57,28.7,0.595,1.93E-02
171.9,20.52,0,24.4,36.5,22.41,19.06,-7.57,28.7,0.595,1.94E-02
173,20.5,0,24.4,36.5,22.41,19.06,-7.57,28.7,0.595,1.95E-02
174,20.48,0,24.4,36.5,22.41,19.05,-7.57,28.7,0.596,1.96E-02
175,20.5,0,24.4,36.5,22.41,19.05,-7.57,28.7,0.596,1.97E-02
176,20.5,0,24.4,36.5,22.41,19.05,-7.57,28.7,0.596,1.98E-02
177,20.47,0,24.4,36.5,22.42,19.04,-7.57,28.7,0.596,1.99E-02
178,20.45,0,24.4,36.5,22.42,19.03,-7.57,28.7,0.596,2.00E-02
179.1,20.43,0,24.4,36.6,22.42,19.01,-7.57,28.7,0.597,2.01E-02
180.1,20.45,0,24.4,36.6,22.42,19.01,-7.57,28.7,0.597,2.02E-02
181.1,20.33,0,24.4,36.6,22.42,19,-7.57,28.7,0.597,2.03E-02
182.1,20.29,0,24.4,36.6,22.42,18.99,-7.57,28.7,0.597,2.04E-02
183.2,20.3,0,24.4,36.6,22.43,18.98,-7.57,28.7,0.598,2.05E-02
184.2,20.34,0,24.4,36.6,22.43,18.98,-7.57,28.7,0.598,2.06E-02
185.2,20.34,0,24.4,36.6,22.43,18.98,-7.57,28.7,0.598,2.07E-02
186.2,20.26,0,24.4,36.6,22.43,18.97,-7.57,28.7,0.598,2.08E-02
187.2,20.26,0,24.4,36.6,22.43,18.96,-7.57,28.7,0.598,2.09E-02
188.2,20.19,0,24.4,36.6,22.44,18.95,-7.57,28.7,0.599,2.10E-02
189.3,20.15,0,24.4,36.6,22.44,18.93,-7.57,28.7,0.599,2.11E-02
190.3,20.05,0,24.4,36.6,22.44,18.91,-7.57,28.8,0.599,2.12E-02
191.3,20.03,0,24.4,36.6,22.44,18.89,-7.57,28.8,0.599,2.13E-02
192.3,20.02,0,24.4,36.6,22.44,18.88,-7.57,28.8,0.6,2.14E-02
193.3,19.97,0,24.4,36.6,22.45,18.87,-7.57,28.8,0.6,2.15E-02
194.3,19.97,0,24.4,36.6,22.45,18.86,-7.57,28.8,0.6,2.16E-02
195.4,19.92,0,24.4,36.6,22.46,18.84,-7.57,28.8,0.6,2.17E-02
196.4,19.94,0,24.4,36.6,22.46,18.84,-7.57,28.8,0.6,2.18E-02
197.4,19.86,0,24.4,36.6,22.46,18.82,-7.57,28.8,0.601,2.19E-02
198.4,19.85,0,24.4,36.6,22.46,18.81,-7.57,28.8,0.601,2.20E-02
199.4,19.85,0,24.4,36.6,22.46,18.81,-7.57,28.8,0.601,2.21E-02
200.4,19.89,0,24.4,36.6,22.47,18.81,-7.57,28.8,0.601,2.22E-02
201.5,19.92,0,24.4,36.6,22.47,18.81,-7.57,28.8,0.601,2.23E-02
202.5,19.88,0,24.4,36.6,22.47,18.81,-7.57,28.8,0.602,2.24E-02
203.5,19.91,0,24.4,36.6,22.47,18.81,-7.57,28.8,0.602,2.25E-02
204.5,19.9,0,24.4,36.6,22.48,18.8,-7.57,28.8,0.602,2.26E-02
205.5,19.88,0,24.4,36.6,22.48,18.79,-7.57,28.8,0.602,2.27E-02
206.5,19.87,0,24.4,36.6,22.48,18.78,-7.57,28.8,0.603,2.28E-02
207.6,19.85,0,24.4,36.6,22.48,18.77,-7.57,28.8,0.603,2.29E-02
208.6,19.86,0,24.4,36.6,22.48,18.77,-7.57,28.8,0.603,2.30E-02
209.6,19.74,0,24.4,36.6,22.48,18.76,-7.57,28.8,0.603,2.31E-02
210.6,19.74,0,24.4,36.6,22.48,18.75,-7.57,28.9,0.603,2.32E-02
211.6,19.73,0,24.4,36.6,22.49,18.74,-7.57,28.9,0.604,2.33E-02
212.7,19.77,0,24.4,36.6,22.49,18.74,-7.57,28.9,0.604,2.33E-02
213.7,19.72,0,24.4,36.6,22.49,18.74,-7.57,28.9,0.604,2.34E-02
214.7,19.71,0,24.4,36.6,22.49,18.73,-7.57,28.9,0.604,2.35E-02
215.7,19.77,0,24.4,36.6,22.5,18.72,-7.57,28.9,0.604,2.36E-02
216.7,19.74,0,24.4,36.6,22.5,18.71,-7.57,28.9,0.605,2.37E-02
217.8,19.74,0,24.4,36.6,22.5,18.71,-7.57,28.9,0.605,2.38E-02
