Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.19,0,24.8,23.4,22.31,12.79,-7.57,28,0.154,9.52E-07
1,0.58,0,24.8,23.4,22.31,12.86,-7.57,28,0.154,3.77E-06
2,1.12,0,24.8,23.4,22.31,12.98,-7.57,28,0.154,9.25E-06
3,1.9,0,24.9,23.4,22.31,13.16,-7.57,28,0.155,1.85E-05
4.1,2.88,0,24.9,23.4,22.31,13.39,-7.57,28,0.155,3.26E-05
5.1,4.18,0,24.9,23.4,22.3,13.71,-7.57,28,0.155,5.30E-05
6.1,5.51,0,24.9,23.4,22.3,14.08,-7.57,28,0.155,7.99E-05
7.1,7.01,0,24.9,23.4,22.3,14.49,-7.57,28,0.155,1.14E-04
8.1,8.37,0,24.9,23.4,22.3,14.91,-7.57,28,0.155,1.55E-04
9.1,9.76,0,24.9,23.4,22.3,15.33,-7.57,28,0.155,2.03E-04
10.2,11.07,0,24.9,23.4,22.3,15.74,-7.57,28,0.155,2.57E-04
11.2,12.21,0,24.9,23.4,22.3,16.13,-7.57,28,0.155,3.17E-04
12.2,13.26,0,24.9,23.4,22.3,16.48,-7.57,28,0.155,3.81E-04
13.2,14.09,0,24.9,23.4,22.3,16.78,-7.57,28,0.155,4.50E-04
14.2,14.87,0,24.9,23.4,22.3,17.05,-7.57,28,0.156,5.23E-04
15.3,15.5,0,24.9,23.4,22.3,17.29,-7.57,28,0.156,6.00E-04
16.3,16.03,0,24.9,23.4,22.3,17.48,-7.56,28,0.156,6.78E-04
17.3,16.45,0,24.9,23.4,22.3,17.65,-7.56,28,0.156,7.58E-04
18.3,16.78,0,24.9,23.4,22.3,17.78,-7.56,28,0.156,8.40E-04
19.3,17.01,0,24.9,23.5,22.3,17.88,-7.56,28,0.157,9.25E-04
20.3,17.23,0,24.9,23.5,22.3,17.97,-7.56,28,0.157,1.01E-03
21.4,17.36,0,24.9,23.5,22.29,18.03,-7.56,28,0.157,1.10E-03
22.4,17.41,0,24.9,23.5,22.29,18.07,-7.56,28,0.157,1.18E-03
23.4,17.45,0,24.9,23.5,22.29,18.1,-7.57,28,0.157,1.27E-03
24.4,17.5,0,24.9,23.5,22.29,18.12,-7.57,28,0.157,1.35E-03
25.5,17.5,0,24.9,23.5,22.29,18.13,-7.57,28,0.158,1.44E-03
26.5,17.43,0,24.9,23.5,22.29,18.12,-7.57,28.1,0.158,1.52E-03
27.5,17.36,0,24.9,23.5,22.29,18.11,-7.57,28.1,0.158,1.61E-03
28.5,17.29,0,24.9,23.5,22.29,18.09,-7.56,28.1,0.158,1.69E-03
29.5,17.18,0,24.9,23.5,22.29,18.07,-7.56,28.1,0.158,1.78E-03
30.5,17.03,0,24.9,23.5,22.29,18.03,-7.56,28.1,0.159,1.86E-03
31.5,16.95,0,24.9,23.5,22.29,18,-7.56,28.1,0.159,1.94E-03
32.6,16.82,0,24.9,23.5,22.29,17.97,-7.56,28.1,0.159,2.02E-03
33.6,16.67,0,24.9,23.5,22.29,17.93,-7.56,28.1,0.159,2.11E-03
34.6,16.55,0,24.9,23.5,22.29,17.89,-7.56,28.1,0.159,2.19E-03
35.6,16.41,0,25,23.5,22.29,17.84,-7.56,28.1,0.16,2.27E-03
36.6,16.28,0,25,23.5,22.29,17.8,-7.56,28.1,0.16,2.35E-03
37.7,16.08,0,25,23.5,22.29,17.75,-7.57,28.1,0.16,2.43E-03
38.7,15.94,0,25,23.5,22.29,17.71,-7.57,28.1,0.16,2.50E-03
39.7,15.78,0,25,23.5,22.29,17.66,-7.57,28.1,0.16,2.58E-03
40.7,15.64,0,25,23.5,22.29,17.62,-7.57,28.1,0.16,2.66E-03
41.7,15.49,0,25,23.5,22.29,17.57,-7.56,28.1,0.161,2.73E-03
42.8,15.31,0,25,23.5,22.29,17.52,-7.56,28.1,0.161,2.81E-03
43.8,15.14,0,25,23.5,22.29,17.47,-7.56,28.1,0.161,2.88E-03
44.8,14.97,0,25,23.5,22.29,17.41,-7.57,28.1,0.161,2.96E-03
45.8,14.79,0,25,23.5,22.3,17.36,-7.57,28.1,0.161,3.03E-03
46.8,14.61,0,25,23.5,22.3,17.3,-7.57,28.1,0.161,3.10E-03
47.8,14.44,0,25,23.5,22.3,17.24,-7.57,28.1,0.162,3.17E-03
48.9,14.22,0,25,23.5,22.3,17.18,-7.57,28.1,0.162,3.24E-03
49.9,14.06,0,25,23.4,22.3,17.13,-7.57,28.1,0.162,3.31E-03
50.9,13.86,0,25,23.4,22.3,17.07,-7.57,28.1,0.162,3.38E-03
51.9,13.7,0,25,23.4,22.3,17.02,-7.57,28.1,0.162,3.44E-03
52.9,13.48,0,25,23.4,22.3,16.95,-7.57,28.1,0.162,3.51E-03
53.9,13.25,0,25,23.4,22.3,16.89,-7.57,28.2,0.162,3.57E-03
55,13.12,0,25,23.4,22.31,16.83,-7.57,28.2,0.163,3.64E-03
56,12.89,0,25,23.4,22.31,16.77,-7.57,28.2,0.163,3.70E-03
57,12.74,0,25,23.4,22.31,16.72,-7.57,28.2,0.163,3.76E-03
58,12.56,0,25,23.4,22.31,16.66,-7.57,28.2,0.163,3.83E-03
59,12.39,0,25,23.4,22.31,16.6,-7.57,28.2,0.163,3.89E-03
60,12.25,0,25,23.4,22.31,16.55,-7.57,28.2,0.163,3.95E-03
61,12.04,0,25,23.4,22.31,16.5,-7.57,28.2,0.163,4.00E-03
62.1,11.87,0,25,23.4,22.31,16.44,-7.57,28.2,0.164,4.06E-03
