Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,0.47,0,25.5,27.2,22.7,12.58,-7.57,28.5,0.452,2.31E-06
1,0.72,0,25.5,27.2,22.7,12.63,-7.57,28.5,0.452,5.84E-06
2,1.19,0,25.5,27.2,22.7,12.73,-7.57,28.5,0.452,1.17E-05
3,1.93,0,25.5,27.2,22.7,12.89,-7.57,28.5,0.452,2.11E-05
4.1,2.86,0,25.5,27.2,22.7,13.1,-7.57,28.5,0.452,3.50E-05
5.1,3.98,0,25.5,27.2,22.7,13.38,-7.57,28.5,0.452,5.45E-05
6.1,5.26,0,25.5,27.2,22.7,13.71,-7.57,28.5,0.452,8.02E-05
7.1,6.53,0,25.5,27.2,22.7,14.07,-7.57,28.5,0.452,1.12E-04
8.1,7.75,0,25.5,27.2,22.7,14.43,-7.57,28.5,0.452,1.50E-04
9.1,8.92,0,25.5,27.2,22.7,14.79,-7.57,28.5,0.452,1.94E-04
10.2,9.97,0,25.5,27.2,22.7,15.12,-7.57,28.5,0.452,2.42E-04
11.2,10.92,0,25.5,27.2,22.7,15.43,-7.57,28.5,0.452,2.96E-04
12.2,11.67,0,25.5,27.2,22.7,15.7,-7.57,28.5,0.452,3.53E-04
13.2,12.3,0,25.5,27.2,22.7,15.93,-7.57,28.5,0.453,4.13E-04
14.2,12.88,0,25.5,27.2,22.7,16.14,-7.57,28.5,0.453,4.76E-04
15.2,13.31,0,25.5,27.2,22.69,16.3,-7.57,28.5,0.453,5.41E-04
16.3,13.66,0,25.4,27.2,22.69,16.44,-7.57,28.5,0.453,6.07E-04
17.3,13.95,0,25.4,27.2,22.69,16.55,-7.57,28.5,0.453,6.76E-04
18.3,14.26,0,25.4,27.2,22.69,16.65,-7.57,28.5,0.453,7.45E-04
19.3,14.49,0,25.4,27.2,22.69,16.74,-7.57,28.5,0.453,8.16E-04
20.3,14.65,0,25.4,27.2,22.69,16.81,-7.57,28.5,0.454,8.88E-04
21.3,14.78,0,25.4,27.2,22.69,16.86,-7.57,28.5,0.454,9.60E-04
22.3,14.87,0,25.4,27.2,22.69,16.9,-7.57,28.5,0.454,1.03E-03
23.4,14.97,0,25.4,27.2,22.69,16.93,-7.56,28.5,0.454,1.11E-03
24.4,14.97,0,25.4,27.3,22.69,16.95,-7.56,28.5,0.454,1.18E-03
25.4,15,0,25.4,27.3,22.69,16.97,-7.56,28.5,0.454,1.25E-03
26.4,14.98,0,25.4,27.3,22.69,16.97,-7.56,28.5,0.455,1.33E-03
27.4,14.92,0,25.4,27.3,22.68,16.97,-7.56,28.5,0.455,1.40E-03
28.4,14.87,0,25.4,27.3,22.68,16.96,-7.56,28.5,0.455,1.47E-03
29.5,14.79,0,25.4,27.3,22.68,16.94,-7.56,28.5,0.455,1.55E-03
30.5,14.73,0,25.4,27.3,22.68,16.93,-7.56,28.5,0.455,1.62E-03
31.5,14.58,0,25.4,27.3,22.68,16.9,-7.56,28.5,0.455,1.69E-03
32.5,14.5,0,25.4,27.3,22.68,16.87,-7.56,28.5,0.456,1.76E-03
33.5,14.41,0,25.4,27.3,22.67,16.85,-7.56,28.5,0.456,1.83E-03
34.6,14.32,0,25.4,27.3,22.67,16.82,-7.56,28.5,0.456,1.90E-03
35.6,14.21,0,25.4,27.3,22.67,16.79,-7.56,28.5,0.456,1.97E-03
