Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,1.65,0,25.5,33.1,22.88,13.45,-7.57,28.9,0.612,8.20E-06
1,2.54,0,25.5,33.1,22.88,13.64,-7.57,28.9,0.612,2.08E-05
2,3.63,0,25.5,33.1,22.88,13.9,-7.57,28.9,0.612,3.86E-05
3.1,4.93,0,25.5,33.1,22.88,14.22,-7.57,28.9,0.612,6.26E-05
4.1,6.44,0,25.5,33.1,22.88,14.61,-7.57,28.9,0.612,9.41E-05
5.1,7.99,0,25.5,33.1,22.88,15.03,-7.57,28.9,0.612,1.33E-04
6.1,9.78,0,25.5,33.1,22.88,15.51,-7.57,28.9,0.612,1.82E-04
7.1,11.54,0,25.5,33.1,22.88,16.01,-7.57,28.9,0.612,2.38E-04
8.2,13.31,0,25.5,33.1,22.88,16.52,-7.57,28.9,0.613,3.03E-04
9.2,15.17,0,25.5,33.1,22.88,17.06,-7.57,28.9,0.613,3.78E-04
10.2,16.87,0,25.5,33.2,22.88,17.58,-7.57,28.9,0.613,4.61E-04
11.2,18.58,0,25.5,33.2,22.88,18.09,-7.57,28.9,0.613,5.52E-04
12.2,20.03,0,25.5,33.2,22.88,18.56,-7.57,28.9,0.613,6.49E-04
13.3,21.37,0,25.5,33.2,22.88,19,-7.57,28.9,0.614,7.55E-04
14.3,22.65,0,25.5,33.2,22.88,19.41,-7.57,28.9,0.614,8.66E-04
15.3,23.72,0,25.5,33.2,22.88,19.77,-7.57,28.9,0.614,9.82E-04
16.3,24.66,0,25.5,33.2,22.88,20.09,-7.57,28.9,0.614,1.10E-03
17.3,25.46,0,25.5,33.2,22.88,20.37,-7.57,28.9,0.615,1.23E-03
18.3,26.16,0,25.5,33.2,22.88,20.61,-7.57,28.9,0.615,1.35E-03
19.4,26.76,0,25.5,33.2,22.88,20.82,-7.57,28.9,0.615,1.49E-03
20.4,27.18,0,25.5,33.2,22.88,20.99,-7.57,28.9,0.615,1.62E-03
21.4,27.44,0,25.5,33.3,22.88,21.11,-7.57,28.9,0.616,1.75E-03
22.4,27.71,0,25.5,33.3,22.88,21.21,-7.57,28.9,0.616,1.89E-03
23.4,27.88,0,25.5,33.3,22.88,21.29,-7.57,28.9,0.616,2.03E-03
24.5,27.93,0,25.5,33.3,22.88,21.33,-7.57,28.9,0.617,2.16E-03
25.5,27.88,0,25.5,33.3,22.88,21.35,-7.57,29,0.617,2.30E-03
26.5,27.85,0,25.5,33.3,22.89,21.35,-7.57,29,0.617,2.44E-03
27.5,27.79,0,25.5,33.3,22.89,21.34,-7.57,29,0.618,2.57E-03
28.5,27.59,0,25.5,33.3,22.89,21.3,-7.57,29,0.618,2.71E-03
29.6,27.37,0,25.5,33.3,22.89,21.25,-7.57,29,0.618,2.84E-03
30.6,27.14,0,25.5,33.4,22.89,21.19,-7.57,29,0.618,2.98E-03
31.6,26.91,0,25.5,33.4,22.9,21.13,-7.57,29,0.619,3.11E-03
32.6,26.56,0,25.5,33.4,22.89,21.04,-7.57,29,0.619,3.24E-03
33.7,26.24,0,25.6,33.4,22.89,20.96,-7.57,29,0.619,3.37E-03
34.7,25.93,0,25.6,33.4,22.89,20.87,-7.57,29,0.62,3.50E-03
35.7,25.52,0,25.6,33.4,22.89,20.76,-7.57,29,0.62,3.62E-03
36.7,25.12,0,25.6,33.4,22.89,20.65,-7.57,29,0.62,3.74E-03
37.7,24.71,0,25.6,33.4,22.89,20.53,-7.57,29,0.62,3.87E-03
38.8,24.37,0,25.6,33.4,22.89,20.42,-7.57,29,0.621,3.99E-03
39.8,23.93,0,25.6,33.4,22.9,20.3,-7.57,29,0.621,4.10E-03
40.8,23.52,0,25.6,33.4,22.9,20.17,-7.57,29,0.621,4.22E-03
41.8,23.19,0,25.6,33.4,22.9,20.06,-7.57,29,0.621,4.33E-03
42.8,22.81,0,25.6,33.4,22.9,19.95,-7.57,29,0.622,4.45E-03
43.9,22.48,0,25.6,33.4,22.9,19.84,-7.57,29,0.622,4.56E-03
44.9,22.13,0,25.6,33.4,22.9,19.74,-7.57,29,0.622,4.66E-03
45.9,21.82,0,25.6,33.4,22.91,19.63,-7.57,29.1,0.622,4.77E-03
46.9,21.46,0,25.6,33.4,22.91,19.53,-7.57,29.1,0.623,4.88E-03
47.9,21.12,0,25.6,33.4,22.91,19.43,-7.57,29.1,0.623,4.98E-03
49,20.79,0,25.6,33.4,22.91,19.33,-7.57,29.1,0.623,5.08E-03
50,20.44,0,25.6,33.4,22.91,19.23,-7.57,29.1,0.623,5.18E-03
51,20.11,0,25.6,33.4,22.91,19.13,-7.57,29.1,0.624,5.28E-03
52,19.78,0,25.6,33.4,22.91,19.03,-7.57,29.1,0.624,5.38E-03
53,19.48,0,25.6,33.4,22.91,18.93,-7.57,29.1,0.624,5.47E-03
54,19.12,0,25.6,33.4,22.91,18.83,-7.57,29.1,0.624,5.57E-03
55.1,18.86,0,25.6,33.4,22.91,18.74,-7.57,29.1,0.624,5.66E-03
56.1,18.52,0,25.6,33.4,22.92,18.64,-7.57,29.1,0.625,5.75E-03
57.1,18.23,0,25.6,33.4,22.92,18.55,-7.57,29.1,0.625,5.84E-03
58.1,17.98,0,25.6,33.4,22.92,18.47,-7.57,29.1,0.625,5.93E-03
59.1,17.69,0,25.6,33.4,22.92,18.38,-7.57,29.1,0.625,6.01E-03
60.2,17.47,0,25.6,33.4,22.93,18.3,-7.57,29.1,0.625,6.10E-03
61.2,17.16,0,25.6,33.4,22.92,18.22,-7.57,29.1,0.626,6.18E-03
62.2,16.97,0,25.6,33.4,22.93,18.15,-7.57,29.2,0.626,6.27E-03
63.2,16.73,0,25.6,33.4,22.93,18.08,-7.57,29.2,0.626,6.35E-03
64.3,16.49,0,25.6,33.4,22.93,18.01,-7.57,29.2,0.626,6.43E-03
65.3,16.27,0,25.6,33.4,22.92,17.94,-7.57,29.2,0.626,6.51E-03
66.3,16.08,0,25.6,33.4,22.92,17.88,-7.57,29.2,0.626,6.59E-03
67.3,15.97,0,25.6,33.4,22.93,17.83,-7.57,29.2,0.627,6.67E-03
68.3,15.84,0,25.6,33.4,22.93,17.78,-7.57,29.2,0.627,6.74E-03
69.3,15.66,0,25.6,33.3,22.93,17.73,-7.57,29.2,0.627,6.82E-03
70.4,15.54,0,25.6,33.3,22.94,17.69,-7.57,29.2,0.627,6.90E-03
71.4,15.44,0,25.6,33.3,22.94,17.65,-7.57,29.2,0.627,6.97E-03
72.4,15.28,0,25.6,33.3,22.95,17.6,-7.57,29.2,0.628,7.05E-03
73.4,15.12,0,25.6,33.3,22.95,17.55,-7.57,29.2,0.628,7.12E-03
74.4,14.99,0,25.6,33.3,22.95,17.51,-7.57,29.2,0.628,7.20E-03
75.5,14.9,0,25.6,33.3,22.95,17.47,-7.57,29.2,0.628,7.27E-03
76.5,14.75,0,25.6,33.3,22.95,17.43,-7.57,29.2,0.628,7.34E-03
77.5,14.58,0,25.6,33.3,22.96,17.39,-7.57,29.2,0.628,7.41E-03
78.5,14.48,0,25.6,33.3,22.96,17.35,-7.57,29.3,0.628,7.48E-03
79.5,14.31,0,25.6,33.3,22.96,17.3,-7.57,29.3,0.629,7.55E-03
80.6,14.16,0,25.6,33.3,22.96,17.25,-7.57,29.3,0.629,7.62E-03
81.6,14.01,0,25.6,33.3,22.97,17.21,-7.57,29.3,0.629,7.69E-03
82.6,13.9,0,25.6,33.3,22.97,17.17,-7.57,29.3,0.629,7.76E-03
83.6,13.78,0,25.6,33.3,22.97,17.13,-7.57,29.3,0.629,7.83E-03
84.6,13.64,0,25.6,33.3,22.97,17.09,-7.57,29.3,0.629,7.90E-03
85.7,13.56,0,25.6,33.3,22.98,17.05,-7.57,29.3,0.63,7.96E-03
86.7,13.4,0,25.6,33.3,22.98,17.01,-7.57,29.3,0.63,8.03E-03
87.7,13.25,0,25.6,33.3,22.98,16.96,-7.57,29.3,0.63,8.09E-03
88.7,13.09,0,25.6,33.3,22.98,16.92,-7.57,29.3,0.63,8.16E-03
89.7,12.97,0,25.6,33.3,22.99,16.88,-7.57,29.3,0.63,8.22E-03
90.7,12.84,0,25.6,33.3,22.99,16.84,-7.57,29.3,0.63,8.28E-03
91.8,12.68,0,25.6,33.3,22.99,16.79,-7.57,29.3,0.63,8.34E-03
92.8,12.61,0,25.6,33.3,22.99,16.76,-7.57,29.3,0.631,8.41E-03
93.8,12.52,0,25.6,33.3,23,16.73,-7.57,29.3,0.631,8.47E-03
94.8,12.39,0,25.5,33.3,23,16.69,-7.57,29.4,0.631,8.53E-03
95.8,12.29,0,25.5,33.3,23,16.65,-7.57,29.4,0.631,8.59E-03
96.8,12.21,0,25.6,33.3,23,16.62,-7.57,29.4,0.631,8.65E-03
97.9,12.16,0,25.6,33.3,23.01,16.6,-7.57,29.4,0.631,8.71E-03
98.9,12.04,0,25.6,33.3,23.01,16.57,-7.57,29.4,0.631,8.77E-03
99.9,11.94,0,25.6,33.3,23.01,16.54,-7.57,29.4,0.631,8.82E-03
100.9,11.89,0,25.6,33.3,23.02,16.51,-7.57,29.4,0.632,8.88E-03
101.9,11.79,0,25.6,33.3,23.02,16.49,-7.57,29.4,0.632,8.94E-03
102.9,11.68,0,25.6,33.3,23.02,16.46,-7.57,29.4,0.632,9.00E-03
104,11.58,0,25.6,33.3,23.02,16.43,-7.57,29.4,0.632,9.05E-03
105,11.5,0,25.6,33.3,23.02,16.4,-7.57,29.4,0.632,9.11E-03
106,11.39,0,25.6,33.3,23.02,16.36,-7.57,29.4,0.632,9.17E-03
107,11.33,0,25.6,33.3,23.03,16.34,-7.57,29.4,0.632,9.22E-03
108,11.3,0,25.6,33.3,23.03,16.32,-7.57,29.4,0.632,9.28E-03
109,11.22,0,25.6,33.3,23.03,16.3,-7.57,29.4,0.633,9.33E-03
110,11.16,0,25.6,33.3,23.03,16.28,-7.57,29.5,0.633,9.39E-03
111.1,11.09,0,25.6,33.3,23.03,16.26,-7.57,29.5,0.633,9.44E-03
112.1,11.04,0,25.6,33.3,23.04,16.24,-7.57,29.5,0.633,9.49E-03
113.1,10.94,0,25.6,33.3,23.04,16.21,-7.57,29.5,0.633,9.55E-03
114.1,10.86,0,25.6,33.3,23.04,16.19,-7.57,29.5,0.633,9.60E-03
115.2,10.79,0,25.6,33.3,23.04,16.16,-7.57,29.5,0.633,9.65E-03
116.2,10.71,0,25.6,33.3,23.05,16.14,-7.57,29.5,0.633,9.71E-03
117.2,10.63,0,25.6,33.3,23.05,16.11,-7.57,29.5,0.634,9.76E-03
118.2,10.55,0,25.6,33.3,23.05,16.08,-7.57,29.5,0.634,9.81E-03
119.3,10.5,0,25.6,33.3,23.05,16.06,-7.57,29.5,0.634,9.86E-03
120.3,10.4,0,25.6,33.3,23.06,16.04,-7.57,29.5,0.634,9.91E-03
121.3,10.32,0,25.6,33.3,23.06,16.01,-7.57,29.5,0.634,9.96E-03
122.3,10.21,0,25.6,33.3,23.06,15.98,-7.57,29.5,0.634,1.00E-02
123.3,10.14,0,25.6,33.3,23.06,15.96,-7.57,29.5,0.634,1.01E-02
124.3,10.09,0,25.6,33.3,23.06,15.94,-7.57,29.5,0.634,1.01E-02
125.4,9.99,0,25.6,33.3,23.06,15.91,-7.57,29.5,0.634,1.02E-02
126.4,9.91,0,25.6,33.3,23.07,15.89,-7.57,29.5,0.635,1.02E-02
