Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,2.63,0,25.5,46.1,23.44,13.5,-7.57,29.6,0.628,1.28E-05
1,4.18,0,25.5,46.1,23.44,13.85,-7.57,29.6,0.628,3.33E-05
2,6.21,0,25.5,46.1,23.44,14.31,-7.57,29.6,0.629,6.36E-05
3,8.34,0,25.5,46.1,23.44,14.85,-7.57,29.6,0.629,1.04E-04
4.1,10.46,0,25.5,46.2,23.44,15.43,-7.57,29.6,0.629,1.56E-04
5.1,12.37,0,25.5,46.2,23.44,15.99,-7.57,29.6,0.629,2.16E-04
6.1,14.05,0,25.5,46.2,23.43,16.52,-7.57,29.6,0.629,2.85E-04
7.1,15.59,0,25.5,46.2,23.43,17,-7.57,29.6,0.629,3.61E-04
8.1,16.76,0,25.5,46.2,23.43,17.41,-7.57,29.6,0.629,4.43E-04
9.1,17.75,0,25.5,46.2,23.43,17.76,-7.57,29.6,0.63,5.29E-04
10.2,18.66,0,25.5,46.2,23.43,18.07,-7.57,29.6,0.63,6.20E-04
11.2,19.32,0,25.5,46.2,23.43,18.32,-7.57,29.6,0.63,7.16E-04
12.2,19.94,0,25.5,46.2,23.43,18.53,-7.57,29.6,0.63,8.14E-04
13.2,20.33,0,25.5,46.2,23.43,18.69,-7.57,29.6,0.63,9.13E-04
14.2,20.68,0,25.5,46.2,23.43,18.83,-7.57,29.6,0.631,1.01E-03
15.3,20.99,0,25.5,46.2,23.42,18.94,-7.57,29.6,0.631,1.12E-03
16.3,21.12,0,25.5,46.2,23.42,19.01,-7.57,29.6,0.631,1.22E-03
17.3,21.17,0,25.5,46.2,23.42,19.06,-7.57,29.6,0.631,1.32E-03
18.3,21.18,0,25.5,46.2,23.42,19.09,-7.57,29.6,0.632,1.43E-03
19.3,21.19,0,25.5,46.2,23.42,19.1,-7.57,29.6,0.632,1.53E-03
20.3,21.18,0,25.5,46.2,23.42,19.11,-7.57,29.6,0.632,1.63E-03
21.3,21.1,0,25.5,46.2,23.42,19.1,-7.57,29.6,0.632,1.74E-03
22.4,21.06,0,25.5,46.2,23.42,19.09,-7.57,29.6,0.632,1.84E-03
23.4,21,0,25.5,46.2,23.42,19.07,-7.57,29.6,0.633,1.94E-03
24.4,20.95,0,25.5,46.2,23.42,19.06,-7.57,29.6,0.633,2.05E-03
25.4,20.81,0,25.5,46.2,23.42,19.03,-7.57,29.6,0.633,2.15E-03
26.4,20.68,0,25.5,46.2,23.42,19,-7.57,29.6,0.633,2.25E-03
27.5,20.57,0,25.5,46.2,23.42,18.97,-7.57,29.7,0.634,2.35E-03
28.5,20.38,0,25.5,46.2,23.41,18.93,-7.57,29.7,0.634,2.45E-03
29.5,20.28,0,25.5,46.3,23.41,18.89,-7.57,29.7,0.634,2.55E-03
30.5,20.14,0,25.5,46.3,23.41,18.86,-7.57,29.7,0.634,2.65E-03
31.5,20.04,0,25.5,46.3,23.41,18.82,-7.57,29.7,0.634,2.74E-03
32.5,19.88,0,25.5,46.3,23.41,18.78,-7.57,29.7,0.635,2.84E-03
33.5,19.74,0,25.5,46.3,23.41,18.74,-7.57,29.7,0.635,2.94E-03
34.6,19.63,0,25.5,46.3,23.41,18.7,-7.57,29.7,0.635,3.04E-03
35.6,19.5,0,25.5,46.3,23.41,18.67,-7.57,29.7,0.635,3.13E-03
36.6,19.31,0,25.5,46.3,23.41,18.62,-7.57,29.7,0.636,3.23E-03
