Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,27.28,0,25.5,47.7,23.49,20.02,-7.57,29.6,1.332,1.33E-04
1,29.97,0,25.5,47.7,23.5,20.73,-7.57,29.6,1.332,2.80E-04
2,32.39,0,25.5,47.7,23.5,21.44,-7.57,29.6,1.332,4.38E-04
3,34.54,0,25.5,47.7,23.5,22.1,-7.57,29.6,1.333,6.07E-04
4.1,36.13,0,25.5,47.7,23.5,22.66,-7.57,29.6,1.333,7.83E-04
5.1,36.97,0,25.5,47.7,23.49,23.06,-7.57,29.6,1.333,9.64E-04
6.1,37.4,0,25.5,47.7,23.49,23.33,-7.57,29.6,1.334,1.15E-03
7.1,37.18,0,25.5,47.7,23.49,23.43,-7.57,29.6,1.334,1.33E-03
8.1,36.82,0,25.5,47.7,23.49,23.43,-7.57,29.6,1.335,1.51E-03
9.2,36.28,0,25.5,47.7,23.49,23.35,-7.57,29.6,1.335,1.69E-03
10.2,35.67,0,25.5,47.7,23.48,23.23,-7.57,29.6,1.335,1.86E-03
11.2,35.1,0,25.5,47.7,23.48,23.09,-7.57,29.6,1.336,2.03E-03
12.2,34.53,0,25.5,47.7,23.48,22.94,-7.57,29.6,1.336,2.20E-03
13.2,34.06,0,25.5,47.7,23.48,22.79,-7.57,29.6,1.336,2.37E-03
14.3,33.56,0,25.5,47.7,23.48,22.65,-7.57,29.6,1.337,2.54E-03
15.3,33.11,0,25.5,47.7,23.47,22.52,-7.57,29.6,1.337,2.70E-03
16.3,32.77,0,25.5,47.7,23.47,22.4,-7.57,29.6,1.338,2.86E-03
17.3,32.43,0,25.5,47.7,23.47,22.3,-7.57,29.6,1.338,3.02E-03
18.3,32.15,0,25.5,47.7,23.47,22.2,-7.57,29.6,1.338,3.18E-03
19.3,31.95,0,25.5,47.7,23.47,22.13,-7.57,29.6,1.339,3.33E-03
20.4,31.79,0,25.5,47.7,23.47,22.07,-7.57,29.6,1.339,3.49E-03
21.4,31.72,0,25.5,47.7,23.47,22.03,-7.57,29.6,1.339,3.64E-03
22.4,31.63,0,25.5,47.7,23.47,22,-7.57,29.6,1.34,3.80E-03
23.4,31.62,0,25.5,47.7,23.47,21.98,-7.57,29.6,1.34,3.95E-03
24.4,31.58,0,25.5,47.7,23.47,21.96,-7.57,29.6,1.34,4.11E-03
25.5,31.53,0,25.5,47.7,23.46,21.95,-7.57,29.6,1.341,4.26E-03
26.5,31.49,0,25.5,47.7,23.46,21.94,-7.57,29.7,1.341,4.42E-03
27.5,31.5,0,25.5,47.7,23.46,21.94,-7.57,29.7,1.341,4.57E-03
28.5,31.45,0,25.5,47.7,23.46,21.93,-7.57,29.7,1.342,4.72E-03
29.5,31.41,0,25.5,47.7,23.46,21.92,-7.57,29.7,1.342,4.88E-03
30.5,31.36,0,25.5,47.7,23.46,21.91,-7.57,29.7,1.342,5.03E-03
31.5,31.35,0,25.5,47.7,23.46,21.9,-7.57,29.7,1.343,5.18E-03
32.6,31.31,0,25.5,47.7,23.46,21.89,-7.57,29.7,1.343,5.34E-03
33.6,31.22,0,25.5,47.7,23.46,21.87,-7.57,29.7,1.343,5.49E-03
34.6,31.16,0,25.5,47.7,23.46,21.86,-7.57,29.7,1.344,5.64E-03
35.6,31.03,0,25.5,47.7,23.46,21.83,-7.57,29.7,1.344,5.79E-03
36.6,30.95,0,25.5,47.7,23.46,21.81,-7.57,29.7,1.344,5.95E-03
37.7,30.87,0,25.5,47.7,23.45,21.79,-7.57,29.7,1.345,6.10E-03
38.7,30.78,0,25.5,47.7,23.45,21.77,-7.57,29.7,1.345,6.25E-03
39.7,30.67,0,25.5,47.7,23.45,21.74,-7.57,29.7,1.345,6.40E-03
40.7,30.58,0,25.5,47.7,23.45,21.72,-7.57,29.7,1.346,6.55E-03
41.8,30.55,0,25.5,47.7,23.44,21.7,-7.57,29.7,1.346,6.70E-03
42.8,30.49,0,25.5,47.7,23.44,21.68,-7.57,29.7,1.346,6.85E-03
43.8,30.34,0,25.5,47.7,23.44,21.65,-7.57,29.7,1.347,7.00E-03
44.8,30.23,0,25.5,47.7,23.44,21.62,-7.57,29.7,1.347,7.15E-03
45.8,30.2,0,25.5,47.7,23.44,21.6,-7.57,29.7,1.347,7.30E-03
46.9,30.09,0,25.5,47.7,23.44,21.58,-7.57,29.7,1.348,7.44E-03
47.9,29.97,0,25.5,47.7,23.44,21.55,-7.57,29.7,1.348,7.59E-03
48.9,29.85,0,25.5,47.7,23.44,21.52,-7.57,29.7,1.348,7.74E-03
49.9,29.73,0,25.5,47.7,23.44,21.49,-7.57,29.7,1.349,7.89E-03
51,29.65,0,25.5,47.7,23.44,21.46,-7.57,29.7,1.349,8.03E-03
52,29.52,0,25.5,47.7,23.44,21.43,-7.57,29.7,1.349,8.18E-03
53,29.45,0,25.5,47.7,23.43,21.4,-7.57,29.7,1.35,8.32E-03
54,29.35,0,25.5,47.7,23.43,21.38,-7.57,29.8,1.35,8.46E-03
55,29.27,0,25.5,47.7,23.43,21.35,-7.57,29.8,1.35,8.61E-03
56,29.25,0,25.5,47.7,23.43,21.34,-7.57,29.8,1.351,8.75E-03
57.1,29.15,0,25.5,47.7,23.43,21.32,-7.57,29.8,1.351,8.89E-03
58.1,29.03,0,25.5,47.7,23.43,21.29,-7.57,29.8,1.351,9.04E-03
59.1,28.96,0,25.5,47.7,23.42,21.27,-7.57,29.8,1.352,9.18E-03
60.1,28.85,0,25.5,47.7,23.42,21.25,-7.57,29.8,1.352,9.32E-03
61.1,28.76,0,25.5,47.7,23.42,21.22,-7.57,29.8,1.352,9.46E-03
62.2,28.61,0,25.5,47.8,23.42,21.19,-7.57,29.8,1.353,9.60E-03
63.2,28.56,0,25.4,47.8,23.41,21.17,-7.57,29.8,1.353,9.74E-03
64.2,28.46,0,25.4,47.8,23.41,21.15,-7.57,29.8,1.353,9.88E-03
65.2,28.34,0,25.4,47.8,23.41,21.12,-7.57,29.8,1.353,1.00E-02
66.2,28.29,0,25.4,47.8,23.41,21.09,-7.57,29.8,1.354,1.02E-02
67.3,28.28,0,25.4,47.8,23.41,21.08,-7.57,29.8,1.354,1.03E-02
68.3,28.24,0,25.4,47.8,23.41,21.07,-7.57,29.8,1.354,1.04E-02
69.3,28.13,0,25.4,47.8,23.4,21.05,-7.57,29.8,1.355,1.06E-02
70.3,28.07,0,25.4,47.8,23.4,21.04,-7.57,29.8,1.355,1.07E-02
