Time [sec],Flux [g/(m2h)],Mark,AmbT [C],AmbRH [%],ProbeT [C],ProbeRH [%],CondenserT [C],HeatsinkT [C],Ice [mg],Qty [g/m2]
0,4.16,0,25,32.5,22.43,14.6,-7.57,28.3,0.002,2.04E-05
1,5.14,0,25,32.5,22.43,14.9,-7.57,28.3,0.002,4.55E-05
2,6.18,0,25,32.5,22.43,15.2,-7.57,28.3,0.002,7.56E-05
3,7.04,0,25,32.5,22.43,15.49,-7.57,28.3,0.002,1.10E-04
4.1,7.83,0,25,32.5,22.43,15.75,-7.57,28.3,0.003,1.48E-04
5.1,8.52,0,25,32.5,22.42,15.99,-7.57,28.3,0.003,1.90E-04
6.1,9.06,0,25,32.5,22.42,16.2,-7.57,28.3,0.003,2.34E-04
7.1,9.64,0,25,32.6,22.42,16.38,-7.57,28.3,0.003,2.81E-04
8.1,10.04,0,25,32.6,22.42,16.54,-7.57,28.3,0.003,3.30E-04
9.1,10.46,0,25,32.6,22.42,16.68,-7.57,28.3,0.003,3.81E-04
10.2,10.76,0,25,32.6,22.42,16.8,-7.57,28.3,0.003,4.34E-04
11.2,10.99,0,25,32.6,22.42,16.89,-7.57,28.3,0.003,4.88E-04
12.2,11.14,0,25,32.6,22.42,16.96,-7.57,28.3,0.003,5.42E-04
13.2,11.25,0,25,32.6,22.42,17.02,-7.57,28.3,0.004,5.97E-04
14.2,11.33,0,25,32.6,22.42,17.05,-7.57,28.3,0.004,6.52E-04
15.2,11.3,0,25,32.6,22.42,17.07,-7.57,28.3,0.004,7.08E-04
16.3,11.35,0,25,32.6,22.42,17.08,-7.57,28.3,0.004,7.63E-04
17.3,11.36,0,25,32.6,22.42,17.09,-7.57,28.3,0.004,8.19E-04
18.3,11.37,0,25,32.6,22.42,17.1,-7.57,28.3,0.004,8.74E-04
19.3,11.35,0,24.9,32.6,22.42,17.1,-7.57,28.3,0.004,9.30E-04
