#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Stopped,End of File
1,10/12/2021 11:00:00,37.52,6.12,-5.85,,
2,10/12/2021 11:30:00,37.54,6.10,-5.88,,
3,10/12/2021 12:00:00,37.54,6.10,-5.88,,
4,10/12/2021 12:30:00,36.93,7.65,-3.33,,
5,10/12/2021 13:00:00,37.59,6.32,-5.38,,
6,10/12/2021 13:30:00,37.49,6.52,-5.04,,
7,10/12/2021 14:00:00,38.00,7.45,-2.91,,
8,10/12/2021 14:30:00,36.75,11.04,1.55,,
9,10/12/2021 15:00:00,37.71,7.29,-3.40,,
10,10/12/2021 15:30:00,37.47,6.75,-4.59,,
11,10/12/2021 16:00:00,37.54,6.61,-4.83,,
12,10/12/2021 16:30:00,37.54,6.54,-4.97,,
13,10/12/2021 17:00:00,37.57,6.36,-5.32,,
14,10/12/2021 17:30:00,37.52,6.45,-5.17,,
15,10/12/2021 18:00:00,37.50,6.34,-5.40,,
16,10/12/2021 18:30:00,37.49,6.39,-5.31,,
17,10/12/2021 18:59:59,,,,Logged,Logged
