Date;Time;Temperature (°F);Wind Speed (ave) (mph);Relative Humidity (% RH);Pyranometer 0-2000 W/m² (W/m²);Precipitation II (inch)
10/13/21;1:00 AM;56.5;4.4;36.7;0.0;0.000
10/13/21;1:15 AM;54.5;0.3;38.9;0.0;0.000
10/13/21;1:30 AM;53.0;3.1;42.5;0.0;0.000
10/13/21;1:45 AM;54.2;4.6;42.2;0.0;0.000
10/13/21;2:00 AM;54.8;4.3;42.4;0.0;0.000
10/13/21;2:15 AM;55.6;2.8;41.3;0.0;0.000
10/13/21;2:30 AM;52.6;0.9;44.8;0.0;0.000
10/13/21;2:45 AM;50.5;0.3;48.3;0.0;0.000
10/13/21;3:00 AM;52.2;1.0;47.3;0.0;0.000
10/13/21;3:15 AM;54.5;2.6;43.4;0.0;0.000
10/13/21;3:30 AM;54.8;0.9;42.2;0.0;0.000
10/13/21;3:45 AM;52.7;0.1;45.3;0.0;0.000
10/13/21;4:00 AM;51.5;1.7;46.6;0.0;0.000
10/13/21;4:15 AM;53.1;4.0;43.4;0.0;0.000
10/13/21;4:30 AM;54.9;4.3;40.4;0.0;0.000
10/13/21;4:45 AM;55.4;4.6;39.1;0.0;0.000
10/13/21;5:00 AM;55.5;4.2;38.5;0.0;0.000
10/13/21;5:15 AM;55.3;4.0;37.6;0.0;0.000
10/13/21;5:30 AM;53.4;3.2;40.7;0.0;0.000
10/13/21;5:45 AM;51.9;3.2;42.6;0.0;0.000
10/13/21;6:00 AM;51.3;2.5;43.4;0.0;0.000
10/13/21;6:15 AM;50.0;0.1;45.6;0.0;0.000
10/13/21;6:30 AM;49.4;0.5;46.5;0.0;0.000
10/13/21;6:45 AM;48.5;0.1;48.4;0.0;0.000
10/13/21;7:00 AM;47.9;0.5;49.6;0.0;0.000
10/13/21;7:15 AM;47.8;0.1;50.0;2.0;0.000
10/13/21;7:30 AM;47.7;0.1;50.1;10.1;0.000
10/13/21;7:45 AM;47.3;0.2;52.2;18.8;0.000
10/13/21;8:00 AM;47.7;1.0;52.8;26.5;0.000
10/13/21;8:15 AM;48.3;0.1;52.9;54.6;0.000
10/13/21;8:30 AM;50.7;0.1;50.0;145.8;0.000
10/13/21;8:45 AM;54.9;0.1;43.5;266.9;0.000
10/13/21;9:00 AM;58.7;0.5;41.3;328.6;0.000
10/13/21;9:15 AM;61.6;1.1;37.5;386.0;0.000
10/13/21;9:30 AM;63.8;1.4;35.4;441.6;0.000
10/13/21;9:45 AM;66.0;1.2;30.8;493.0;0.000
10/13/21;10:00 AM;66.7;2.8;28.4;539.8;0.000
10/13/21;10:15 AM;67.1;3.3;27.8;584.1;0.000
10/13/21;10:30 AM;67.6;3.8;28.4;624.0;0.000
10/13/21;10:45 AM;68.5;3.5;27.9;653.2;0.000
10/13/21;11:00 AM;69.0;3.8;30.3;681.2;0.000
10/13/21;11:15 AM;69.2;4.0;32.0;707.4;0.000
10/13/21;11:30 AM;69.3;4.2;31.9;729.2;0.000
10/13/21;11:45 AM;70.3;3.4;29.1;749.4;0.000
10/13/21;12:00 PM;70.8;3.5;29.9;764.0;0.000
10/13/21;12:15 PM;69.9;5.1;33.8;779.0;0.000
10/13/21;12:30 PM;69.5;5.1;34.1;788.9;0.000
10/13/21;12:45 PM;69.6;5.0;32.7;794.8;0.000
10/13/21;1:00 PM;69.3;5.2;35.4;791.7;0.000
10/13/21;1:15 PM;69.1;5.2;34.8;785.7;0.000
10/13/21;1:30 PM;68.4;5.1;36.8;777.9;0.000
10/13/21;1:45 PM;68.5;4.2;38.0;762.1;0.000
10/13/21;2:00 PM;67.9;4.6;35.8;744.5;0.000
10/13/21;2:15 PM;67.8;4.1;38.1;723.7;0.000
10/13/21;2:30 PM;67.4;4.3;42.3;699.4;0.000
10/13/21;2:45 PM;67.6;3.8;42.0;670.5;0.000
10/13/21;3:00 PM;67.9;4.0;39.4;641.0;0.000
10/13/21;3:15 PM;68.2;3.5;38.0;605.2;0.000
10/13/21;3:30 PM;67.6;3.8;39.7;571.3;0.000
10/13/21;3:45 PM;66.5;5.7;44.6;529.4;0.000
10/13/21;4:00 PM;65.8;3.8;46.4;486.8;0.000
10/13/21;4:15 PM;65.6;4.3;54.0;436.0;0.000
10/13/21;4:30 PM;64.4;3.6;62.3;383.9;0.000
10/13/21;4:45 PM;63.0;3.4;67.3;333.1;0.000
10/13/21;5:00 PM;62.0;3.8;71.7;280.5;0.000
10/13/21;5:15 PM;60.9;4.2;76.4;228.2;0.000
10/13/21;5:30 PM;60.2;3.3;80.2;177.2;0.000
10/13/21;5:45 PM;59.3;3.3;83.3;124.4;0.000
10/13/21;6:00 PM;58.8;2.3;85.9;66.9;0.000
10/13/21;6:15 PM;57.6;0.6;88.7;11.4;0.000
10/13/21;6:30 PM;57.0;1.2;92.9;3.6;0.000
10/13/21;6:45 PM;56.9;2.6;94.9;0.4;0.000
10/13/21;7:00 PM;56.6;2.9;96.2;0.2;0.000
10/13/21;7:15 PM;56.1;4.6;97.7;0.1;0.000
10/13/21;7:30 PM;55.9;3.1;99.5;0.1;0.000
10/13/21;7:45 PM;55.7;4.0;100.0;0.2;0.000
10/13/21;8:00 PM;55.7;2.0;100.0;0.2;0.000
10/13/21;8:15 PM;55.4;2.2;100.0;0.1;0.000
10/13/21;8:30 PM;55.2;3.4;100.0;0.0;0.000
10/13/21;8:45 PM;55.0;3.2;100.0;0.0;0.000
10/13/21;9:00 PM;54.9;2.0;100.0;0.1;0.000
10/13/21;9:15 PM;54.6;2.6;100.0;0.0;0.000
10/13/21;9:30 PM;54.3;3.4;100.0;0.0;0.000
10/13/21;9:45 PM;54.3;2.0;100.0;0.0;0.000
10/13/21;10:00 PM;54.2;0.3;100.0;0.1;0.000
10/13/21;10:15 PM;54.0;0.1;100.0;0.0;0.000
10/13/21;10:30 PM;53.7;0.1;100.0;0.0;0.000
10/13/21;10:45 PM;53.3;0.1;100.0;0.0;0.000
10/13/21;11:00 PM;53.1;0.1;100.0;0.0;0.000
10/13/21;11:15 PM;53.1;0.1;100.0;0.0;0.000
10/13/21;11:30 PM;53.1;0.1;100.0;0.0;0.000
10/13/21;11:45 PM;52.9;0.1;100.0;0.0;0.000
10/14/21;12:00 AM;52.5;0.1;100.0;0.0;0.000
10/14/21;12:15 AM;51.9;0.9;100.0;0.0;0.000
10/14/21;12:30 AM;51.6;0.2;100.0;0.0;0.000
10/14/21;12:45 AM;51.9;2.0;100.0;0.0;0.000
10/14/21;1:00 AM;51.5;0.3;100.0;0.0;0.000
10/14/21;1:15 AM;51.4;0.1;100.0;0.0;0.000
10/14/21;1:30 AM;51.0;0.2;100.0;0.0;0.000
10/14/21;1:45 AM;50.8;0.7;100.0;0.0;0.000
10/14/21;2:00 AM;50.5;0.1;100.0;0.0;0.000
10/14/21;2:15 AM;49.8;0.1;100.0;0.0;0.000
10/14/21;2:30 AM;49.5;0.2;100.0;0.0;0.000
10/14/21;2:45 AM;49.4;0.9;100.0;0.0;0.000
10/14/21;3:00 AM;49.8;1.4;100.0;0.0;0.000
10/14/21;3:15 AM;51.2;1.8;100.0;0.0;0.000
10/14/21;3:30 AM;51.6;3.9;99.2;0.0;0.000
10/14/21;3:45 AM;51.9;2.8;94.5;0.0;0.000
10/14/21;4:00 AM;52.9;3.7;83.8;0.0;0.000
10/14/21;4:15 AM;55.1;3.6;69.1;0.0;0.000
10/14/21;4:30 AM;58.1;3.9;56.2;0.2;0.000
10/14/21;4:45 AM;57.8;2.9;57.2;0.0;0.000
10/14/21;5:00 AM;59.2;3.5;55.1;0.0;0.000
10/14/21;5:15 AM;58.5;3.5;58.6;0.0;0.000
10/14/21;5:30 AM;59.0;4.2;54.4;0.0;0.000
10/14/21;5:45 AM;58.8;5.5;58.3;0.0;0.000
10/14/21;6:00 AM;58.3;4.2;60.8;0.0;0.000
10/14/21;6:15 AM;58.3;3.7;62.9;0.0;0.000
10/14/21;6:30 AM;57.7;5.0;67.7;0.0;0.000
10/14/21;6:45 AM;57.5;3.8;66.3;0.0;0.000
10/14/21;7:00 AM;57.4;3.8;66.5;0.0;0.000
10/14/21;7:15 AM;57.1;3.2;69.9;1.2;0.000
10/14/21;7:30 AM;56.7;2.6;71.5;7.9;0.000
10/14/21;7:45 AM;57.0;3.2;70.6;17.2;0.000
10/14/21;8:00 AM;57.3;2.0;69.7;23.6;0.000
10/14/21;8:15 AM;59.3;3.5;63.9;57.9;0.000
10/14/21;8:30 AM;60.6;5.3;61.5;137.1;0.000
10/14/21;8:45 AM;61.7;5.7;59.0;257.5;0.000
10/14/21;9:00 AM;62.6;5.5;56.8;330.9;0.000
10/14/21;9:15 AM;63.9;3.5;54.7;387.0;0.000
10/14/21;9:30 AM;65.1;4.3;52.0;440.4;0.000
10/14/21;9:45 AM;66.0;4.9;49.1;494.1;0.000
10/14/21;10:00 AM;67.9;3.7;44.4;543.1;0.000
10/14/21;10:15 AM;68.9;4.2;40.9;588.2;0.000
10/14/21;10:30 AM;70.6;3.7;36.9;625.0;0.000
10/14/21;10:45 AM;71.7;5.0;34.0;659.6;0.000
10/14/21;11:00 AM;72.2;5.0;33.7;687.7;0.000
10/14/21;11:15 AM;73.5;5.2;31.7;714.1;0.000
10/14/21;11:30 AM;74.2;6.5;29.7;736.4;0.000
10/14/21;11:45 AM;74.2;7.4;28.3;757.5;0.000
10/14/21;12:00 PM;74.1;7.6;27.5;774.2;0.000
10/14/21;12:15 PM;74.9;6.9;26.2;786.7;0.000
10/14/21;12:30 PM;75.4;7.5;25.1;798.4;0.000
10/14/21;12:45 PM;76.4;6.0;25.1;801.7;0.000
10/14/21;1:00 PM;76.2;7.7;25.3;800.8;0.000
10/14/21;1:15 PM;76.2;6.7;25.5;793.8;0.000
10/14/21;1:30 PM;76.8;7.5;25.2;783.5;0.000
10/14/21;1:45 PM;76.8;7.0;25.1;769.1;0.000
10/14/21;2:00 PM;77.6;6.7;25.1;748.5;0.000
10/14/21;2:15 PM;77.2;7.0;25.5;729.5;0.000
10/14/21;2:30 PM;77.5;6.9;25.4;702.5;0.000
10/14/21;2:45 PM;78.1;4.8;25.3;670.9;0.000
10/14/21;3:00 PM;77.9;5.3;25.1;637.8;0.000
10/14/21;3:15 PM;78.1;6.0;25.7;600.4;0.000
10/14/21;3:30 PM;78.3;5.1;25.4;559.7;0.000
10/14/21;3:45 PM;78.2;5.8;24.6;517.0;0.000
10/14/21;4:00 PM;78.0;6.7;24.1;472.2;0.000
10/14/21;4:15 PM;77.4;7.0;24.2;422.9;0.000
10/14/21;4:30 PM;77.4;6.4;23.6;372.9;0.000
10/14/21;4:45 PM;77.2;6.4;23.6;323.0;0.000
10/14/21;5:00 PM;76.7;8.2;23.8;274.1;0.000
10/14/21;5:15 PM;76.5;7.1;24.0;223.5;0.000
10/14/21;5:30 PM;75.9;7.6;23.9;173.3;0.000
10/14/21;5:45 PM;75.4;6.6;24.1;122.9;0.000
10/14/21;6:00 PM;74.9;6.7;24.5;75.0;0.000
10/14/21;6:15 PM;73.9;3.9;25.2;18.5;0.000
10/14/21;6:30 PM;73.0;5.6;25.6;2.1;0.000
10/14/21;6:45 PM;72.3;3.1;26.0;0.0;0.000
10/14/21;7:00 PM;70.5;2.4;27.4;0.0;0.000
10/14/21;7:15 PM;71.1;4.5;26.8;0.0;0.000
10/14/21;7:30 PM;71.4;5.3;26.4;0.0;0.000
10/14/21;7:45 PM;71.2;5.5;26.4;0.0;0.000
10/14/21;8:00 PM;70.7;4.0;26.4;0.0;0.000
10/14/21;8:15 PM;70.6;3.5;26.3;0.0;0.000
10/14/21;8:30 PM;70.4;4.1;26.5;0.0;0.000
10/14/21;8:45 PM;70.1;3.7;26.9;0.0;0.000
10/14/21;9:00 PM;67.1;1.9;30.5;0.0;0.000
10/14/21;9:15 PM;66.6;2.3;31.7;0.0;0.000
10/14/21;9:30 PM;65.6;0.5;36.6;0.0;0.000
10/14/21;9:45 PM;63.2;0.1;39.4;0.0;0.000
10/14/21;10:00 PM;62.7;0.8;38.8;0.0;0.000
10/14/21;10:15 PM;64.4;1.5;34.5;0.0;0.000
10/14/21;10:30 PM;66.3;3.7;31.4;0.0;0.000
10/14/21;10:45 PM;68.1;3.7;30.0;0.0;0.000
10/14/21;11:00 PM;67.9;3.0;31.1;0.0;0.000
10/14/21;11:15 PM;67.6;3.4;31.8;0.0;0.000
10/14/21;11:30 PM;67.4;5.5;32.2;0.0;0.000
10/14/21;11:45 PM;68.1;4.7;31.2;0.0;0.000
10/15/21;12:00 AM;68.0;5.4;31.3;0.0;0.000
10/15/21;12:15 AM;68.7;8.3;30.6;0.0;0.000
10/15/21;12:30 AM;68.3;9.8;31.2;0.0;0.000
10/15/21;12:45 AM;68.1;9.3;31.2;0.0;0.000
10/15/21;1:00 AM;68.1;8.8;30.9;0.0;0.000
10/15/21;1:15 AM;68.4;8.4;30.4;0.0;0.000
10/15/21;1:30 AM;68.5;9.3;30.3;0.0;0.000
10/15/21;1:45 AM;68.6;11.6;30.3;0.0;0.000
10/15/21;2:00 AM;67.9;11.1;31.0;0.0;0.000
10/15/21;2:15 AM;67.5;12.1;31.4;0.0;0.000
10/15/21;2:30 AM;67.5;11.7;31.4;0.0;0.000
10/15/21;2:45 AM;67.6;11.1;31.3;0.0;0.000
10/15/21;3:00 AM;67.3;9.1;31.7;0.0;0.000
10/15/21;3:15 AM;67.2;8.7;31.8;0.0;0.000
10/15/21;3:30 AM;67.2;7.3;31.6;0.0;0.000
10/15/21;3:45 AM;67.2;6.8;31.5;0.0;0.000
10/15/21;4:00 AM;67.1;6.5;31.6;0.0;0.000
10/15/21;4:15 AM;67.0;7.2;31.5;0.0;0.000
10/15/21;4:30 AM;67.0;6.5;31.4;0.0;0.000
10/15/21;4:45 AM;67.2;6.2;30.9;0.0;0.000
10/15/21;5:00 AM;67.0;6.2;31.0;0.0;0.000
10/15/21;5:15 AM;66.6;7.1;31.3;0.0;0.000
10/15/21;5:30 AM;66.7;7.0;31.2;0.0;0.000
10/15/21;5:45 AM;66.3;5.8;31.6;0.0;0.000
10/15/21;6:00 AM;66.3;5.9;31.4;0.0;0.000
10/15/21;6:15 AM;66.7;5.5;30.9;0.0;0.000
10/15/21;6:30 AM;66.5;4.4;31.0;0.0;0.000
10/15/21;6:45 AM;66.1;4.4;31.3;0.0;0.000
10/15/21;7:00 AM;66.8;4.4;30.3;0.0;0.000
10/15/21;7:15 AM;66.4;3.0;30.4;0.4;0.000
10/15/21;7:30 AM;66.7;5.5;30.4;7.6;0.000
10/15/21;7:45 AM;66.3;7.3;31.3;15.8;0.000
10/15/21;8:00 AM;65.8;8.1;31.6;23.0;0.000
10/15/21;8:15 AM;65.8;8.8;31.6;61.7;0.000
10/15/21;8:30 AM;66.5;7.6;31.0;118.7;0.000
10/15/21;8:45 AM;68.4;7.8;29.0;252.6;0.000
10/15/21;9:00 AM;70.6;5.2;27.4;335.7;0.000
10/15/21;9:15 AM;72.4;4.0;26.1;391.1;0.000
10/15/21;9:30 AM;72.3;3.7;29.0;444.7;0.000
10/15/21;9:45 AM;71.3;2.5;31.8;495.4;0.000
10/15/21;10:00 AM;72.8;4.0;29.5;545.9;0.000
10/15/21;10:15 AM;75.1;6.0;25.5;596.0;0.000
10/15/21;10:30 AM;75.6;8.2;24.6;636.5;0.000
10/15/21;10:45 AM;76.3;7.9;24.5;670.6;0.000
10/15/21;11:00 AM;77.5;8.2;23.5;700.2;0.000
10/15/21;11:15 AM;79.5;7.1;22.3;723.8;0.000
10/15/21;11:30 AM;80.5;6.3;21.7;743.6;0.000
10/15/21;11:45 AM;82.0;5.1;21.9;759.3;0.000
10/15/21;12:00 PM;82.9;4.6;21.3;770.7;0.000
10/15/21;12:15 PM;83.9;4.7;19.7;784.6;0.000
10/15/21;12:30 PM;85.8;3.2;18.3;788.4;0.000
10/15/21;12:45 PM;87.1;2.6;17.1;788.8;0.000
10/15/21;1:00 PM;86.5;3.6;18.4;789.9;0.000
10/15/21;1:15 PM;87.1;3.0;17.3;784.5;0.000
10/15/21;1:30 PM;86.9;3.4;16.8;773.2;0.000
10/15/21;1:45 PM;87.6;3.8;15.9;756.7;0.000
10/15/21;2:00 PM;88.9;3.0;15.7;738.1;0.000
10/15/21;2:15 PM;88.8;3.8;16.0;718.5;0.000
10/15/21;2:30 PM;86.2;6.4;17.5;695.2;0.000
10/15/21;2:45 PM;85.3;6.6;17.5;666.0;0.000
10/15/21;3:00 PM;85.2;5.3;17.7;634.4;0.000
10/15/21;3:15 PM;84.0;6.6;17.8;599.0;0.000
10/15/21;3:30 PM;84.2;4.8;18.0;560.7;0.000
10/15/21;3:45 PM;83.8;5.1;18.7;516.4;0.000
10/15/21;4:00 PM;82.6;4.3;20.3;468.3;0.000
10/15/21;4:15 PM;82.7;3.8;20.6;414.1;0.000
10/15/21;4:30 PM;82.2;3.2;22.2;362.2;0.000
10/15/21;4:45 PM;81.7;3.3;22.4;312.4;0.000
10/15/21;5:00 PM;81.1;3.4;22.6;263.7;0.000
10/15/21;5:15 PM;80.4;2.6;22.0;213.9;0.000
10/15/21;5:30 PM;79.8;2.2;23.1;162.7;0.000
10/15/21;5:45 PM;78.2;2.6;23.9;113.0;0.000
10/15/21;6:00 PM;75.9;2.5;26.2;64.4;0.000
10/15/21;6:15 PM;73.6;0.8;28.8;11.8;0.000
10/15/21;6:30 PM;72.2;0.7;29.4;1.1;0.000
10/15/21;6:45 PM;70.3;1.2;31.4;0.0;0.000
10/15/21;7:00 PM;67.4;0.4;34.1;0.0;0.000
10/15/21;7:15 PM;65.6;1.0;34.9;0.0;0.000
10/15/21;7:30 PM;64.0;1.3;36.1;0.0;0.000
10/15/21;7:45 PM;62.7;0.2;36.9;0.0;0.000
10/15/21;8:00 PM;61.2;0.1;38.9;0.0;0.000
10/15/21;8:15 PM;59.7;0.2;40.4;0.0;0.000
10/15/21;8:30 PM;60.8;1.9;39.4;0.0;0.000
10/15/21;8:45 PM;62.1;1.0;38.9;0.0;0.000
10/15/21;9:00 PM;60.2;0.2;41.8;0.0;0.000
10/15/21;9:15 PM;58.9;1.3;42.1;0.0;0.000
10/15/21;9:30 PM;57.8;0.1;43.0;0.0;0.000
10/15/21;9:45 PM;57.0;0.1;43.9;0.0;0.000
10/15/21;10:00 PM;56.7;0.1;44.2;0.0;0.000
10/15/21;10:15 PM;56.7;0.1;44.2;0.0;0.000
10/15/21;10:30 PM;56.6;0.9;45.5;0.0;0.000
10/15/21;10:45 PM;56.5;0.1;44.7;0.0;0.000
10/15/21;11:00 PM;55.8;0.1;44.7;0.0;0.000
10/15/21;11:15 PM;55.3;0.1;43.7;0.0;0.000
10/15/21;11:30 PM;57.5;1.9;40.6;1.9;0.000
10/15/21;11:45 PM;69.4;6.9;27.5;1.0;0.000
10/16/21;12:00 AM;72.6;10.5;24.5;0.0;0.000
10/16/21;12:15 AM;72.5;4.8;24.2;0.0;0.000
10/16/21;12:30 AM;67.4;1.6;29.3;0.0;0.000
10/16/21;12:45 AM;64.0;1.4;32.6;0.0;0.000
10/16/21;1:00 AM;63.3;2.2;33.4;0.0;0.000
10/16/21;1:15 AM;60.8;1.5;36.3;0.0;0.000
10/16/21;1:30 AM;65.0;3.1;31.3;2.0;0.000
10/16/21;1:45 AM;65.2;1.8;30.5;0.0;0.000
10/16/21;2:00 AM;61.0;0.8;34.8;0.0;0.000
10/16/21;2:15 AM;59.1;0.7;36.6;0.0;0.000
10/16/21;2:30 AM;58.0;0.8;38.2;0.0;0.000
10/16/21;2:45 AM;57.2;0.9;39.4;0.0;0.000
10/16/21;3:00 AM;56.5;1.5;40.1;0.0;0.000
10/16/21;3:15 AM;56.9;1.1;39.4;0.0;0.000
10/16/21;3:30 AM;56.5;1.4;39.9;0.0;0.000
10/16/21;3:45 AM;55.6;0.3;40.5;0.0;0.000
10/16/21;4:00 AM;55.3;0.6;42.1;0.0;0.000
10/16/21;4:15 AM;55.3;1.3;41.4;0.0;0.000
10/16/21;4:30 AM;55.3;2.2;41.2;0.0;0.000
10/16/21;4:45 AM;59.3;2.2;35.3;1.2;0.000
10/16/21;5:00 AM;56.7;3.4;39.7;0.0;0.000
10/16/21;5:15 AM;59.8;4.8;35.5;0.7;0.000
10/16/21;5:30 AM;64.6;4.4;29.4;0.3;0.000
10/16/21;5:45 AM;65.8;3.7;27.8;0.0;0.000
10/16/21;6:00 AM;63.2;3.5;30.9;0.0;0.000
10/16/21;6:15 AM;62.4;4.6;32.2;0.4;0.000
10/16/21;6:30 AM;70.6;5.1;24.4;0.2;0.000
10/16/21;6:45 AM;70.4;5.0;24.7;0.0;0.000
10/16/21;7:00 AM;70.7;5.1;24.0;0.0;0.000
10/16/21;7:15 AM;71.1;5.0;24.2;0.2;0.000
10/16/21;7:30 AM;71.4;5.5;23.9;6.0;0.000
10/16/21;7:45 AM;71.0;5.9;24.5;14.7;0.000
10/16/21;8:00 AM;72.8;7.6;23.1;23.7;0.000
10/16/21;8:15 AM;72.2;4.1;24.6;56.1;0.000
10/16/21;8:30 AM;73.6;3.2;22.9;92.6;0.000
