Date;Time;Temperature (°F);Wind Speed (ave) (mph);Relative Humidity (% RH);Pyranometer 0-2000 W/m² (W/m²);Precipitation II (inch)
10/5/21;12:00 AM;59.2;0.1;79.3;0.0;0.000
10/5/21;12:15 AM;58.8;0.1;82.5;0.0;0.000
10/5/21;12:30 AM;59.1;0.1;84.6;0.4;0.000
10/5/21;12:45 AM;59.4;0.1;84.6;0.6;0.000
10/5/21;1:00 AM;60.0;0.1;83.2;1.0;0.000
10/5/21;1:15 AM;60.7;0.1;80.6;0.5;0.000
10/5/21;1:30 AM;60.8;1.3;80.6;0.2;0.000
10/5/21;1:45 AM;61.5;4.1;80.7;0.5;0.000
10/5/21;2:00 AM;63.7;2.7;74.8;0.3;0.000
10/5/21;2:15 AM;63.8;0.1;73.9;0.0;0.000
10/5/21;2:30 AM;62.6;0.1;76.3;0.0;0.000
10/5/21;2:45 AM;61.0;0.1;78.7;0.0;0.000
10/5/21;3:00 AM;59.9;0.1;81.7;0.0;0.000
10/5/21;3:15 AM;59.2;0.1;83.3;0.0;0.000
10/5/21;3:30 AM;58.2;0.1;83.9;0.0;0.000
10/5/21;3:45 AM;57.4;0.1;84.7;0.0;0.000
10/5/21;4:00 AM;56.9;0.1;85.4;0.0;0.000
10/5/21;4:15 AM;56.8;0.1;86.2;0.0;0.000
10/5/21;4:30 AM;56.3;0.1;86.6;0.0;0.000
10/5/21;4:45 AM;56.3;0.1;87.8;0.0;0.000
10/5/21;5:00 AM;56.0;0.1;88.9;0.0;0.000
10/5/21;5:15 AM;55.8;0.1;89.4;0.0;0.000
10/5/21;5:30 AM;55.4;0.1;89.7;0.0;0.000
10/5/21;5:45 AM;55.1;0.1;91.0;0.0;0.000
10/5/21;6:00 AM;55.7;0.1;92.0;0.0;0.000
10/5/21;6:15 AM;55.6;0.1;91.5;0.0;0.000
10/5/21;6:30 AM;55.3;0.1;91.5;0.0;0.000
10/5/21;6:45 AM;54.7;0.1;91.3;0.0;0.000
10/5/21;7:00 AM;54.3;0.1;92.2;0.1;0.000
10/5/21;7:15 AM;54.6;0.1;93.7;4.2;0.000
10/5/21;7:30 AM;54.7;0.1;94.1;13.2;0.000
10/5/21;7:45 AM;54.9;0.1;94.1;24.0;0.000
10/5/21;8:00 AM;55.5;0.1;94.6;33.3;0.000
10/5/21;8:15 AM;57.8;0.1;94.1;122.6;0.000
10/5/21;8:30 AM;61.3;0.1;86.7;214.4;0.000
10/5/21;8:45 AM;66.2;0.1;77.4;261.6;0.000
10/5/21;9:00 AM;69.2;0.1;67.4;311.5;0.000
10/5/21;9:15 AM;69.4;0.1;65.8;359.9;0.000
10/5/21;9:30 AM;70.8;1.4;63.6;411.1;0.000
10/5/21;9:45 AM;72.2;1.9;61.6;460.3;0.000
10/5/21;10:00 AM;73.3;2.4;59.7;508.1;0.000
10/5/21;10:15 AM;74.2;2.2;58.1;553.2;0.000
10/5/21;10:30 AM;74.8;3.2;56.3;597.8;0.000
10/5/21;10:45 AM;74.9;3.1;56.2;639.5;0.000
10/5/21;11:00 AM;76.4;3.1;53.7;669.2;0.000
10/5/21;11:15 AM;76.4;2.9;53.1;697.0;0.000
10/5/21;11:30 AM;77.9;2.8;50.9;718.6;0.000
10/5/21;11:45 AM;78.5;2.5;50.0;737.3;0.000
10/5/21;12:00 PM;78.9;2.5;48.5;748.7;0.000
10/5/21;12:15 PM;79.7;3.2;47.0;760.1;0.000
10/5/21;12:30 PM;81.0;1.8;45.7;761.8;0.000
10/5/21;12:45 PM;80.9;3.7;46.3;761.5;0.000
10/5/21;1:00 PM;79.6;4.6;51.8;759.2;0.000
10/5/21;1:15 PM;77.7;4.0;55.1;748.6;0.000
10/5/21;1:30 PM;75.3;4.2;58.8;735.9;0.000
10/5/21;1:45 PM;74.5;4.5;60.3;720.3;0.000
10/5/21;2:00 PM;75.0;4.6;58.3;701.7;0.000
10/5/21;2:15 PM;75.5;3.9;56.5;680.3;0.000
10/5/21;2:30 PM;76.2;3.8;54.5;654.3;0.000
10/5/21;2:45 PM;75.2;4.5;56.4;623.5;0.000
10/5/21;3:00 PM;74.9;4.1;56.3;591.4;0.000
10/5/21;3:15 PM;74.5;4.2;57.1;561.0;0.000
10/5/21;3:30 PM;74.0;4.7;58.8;530.5;0.000
10/5/21;3:45 PM;71.9;5.1;63.5;481.9;0.000
10/5/21;4:00 PM;70.0;3.9;67.5;420.8;0.000
10/5/21;4:15 PM;69.5;3.8;69.2;466.1;0.000
10/5/21;4:30 PM;70.0;3.9;68.7;443.8;0.000
