Place,Date,Time,Value_Cloacal,Unit,Thermocouple_Cloacal,Value_Dorsal,Unit,Thermocouple_Dorsal,Value,Unit,Value,Unit,Lizard
57,10/12/2021,13:38:40,14.8,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
58,10/12/2021,13:38:41,14.8,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
59,10/12/2021,13:38:42,14.9,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
60,10/12/2021,13:38:43,14.9,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
61,10/12/2021,13:38:44,14.9,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
62,10/12/2021,13:38:45,14.9,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
63,10/12/2021,13:38:46,15,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
64,10/12/2021,13:38:47,15,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
65,10/12/2021,13:38:48,15,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
66,10/12/2021,13:38:49,15,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
67,10/12/2021,13:38:50,15.1,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
68,10/12/2021,13:38:51,15.1,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
69,10/12/2021,13:38:52,15.1,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
70,10/12/2021,13:38:53,15.1,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
71,10/12/2021,13:38:54,15.2,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
72,10/12/2021,13:38:55,15.2,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
73,10/12/2021,13:38:56,15.2,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
74,10/12/2021,13:38:57,15.3,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
75,10/12/2021,13:38:58,15.3,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
76,10/12/2021,13:38:59,15.3,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
77,10/12/2021,13:39:00,15.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
78,10/12/2021,13:39:01,15.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
79,10/12/2021,13:39:02,15.3,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
80,10/12/2021,13:39:03,15.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
81,10/12/2021,13:39:04,15.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
82,10/12/2021,13:39:05,15.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
83,10/12/2021,13:39:06,15.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
84,10/12/2021,13:39:07,15.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
85,10/12/2021,13:39:08,15.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
86,10/12/2021,13:39:09,15.5,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
87,10/12/2021,13:39:10,15.5,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
88,10/12/2021,13:39:11,15.6,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
89,10/12/2021,13:39:12,15.6,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
90,10/12/2021,13:39:13,15.6,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
91,10/12/2021,13:39:14,15.6,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
92,10/12/2021,13:39:15,15.7,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
93,10/12/2021,13:39:16,15.7,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
94,10/12/2021,13:39:17,15.7,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
95,10/12/2021,13:39:18,15.7,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
96,10/12/2021,13:39:19,15.8,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
97,10/12/2021,13:39:20,15.8,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
98,10/12/2021,13:39:21,15.8,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
99,10/12/2021,13:39:22,15.8,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
100,10/12/2021,13:39:23,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
101,10/12/2021,13:39:24,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
102,10/12/2021,13:39:25,15.9,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
103,10/12/2021,13:39:26,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
104,10/12/2021,13:39:27,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
105,10/12/2021,13:39:28,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
106,10/12/2021,13:39:29,15.9,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
107,10/12/2021,13:39:30,15.9,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
108,10/12/2021,13:39:31,16,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
109,10/12/2021,13:39:32,16,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
110,10/12/2021,13:39:33,16,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
111,10/12/2021,13:39:34,16,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
112,10/12/2021,13:39:35,16.1,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
113,10/12/2021,13:39:36,16.1,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
114,10/12/2021,13:39:37,16.1,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
115,10/12/2021,13:39:38,16.1,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
116,10/12/2021,13:39:39,16.2,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
117,10/12/2021,13:39:40,16.2,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
118,10/12/2021,13:39:41,16.2,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
119,10/12/2021,13:39:42,16.2,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
120,10/12/2021,13:39:43,16.3,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
121,10/12/2021,13:39:44,16.3,T1 KTemp C,B,21.5,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
122,10/12/2021,13:39:45,16.3,T1 KTemp C,B,21.5,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
123,10/12/2021,13:39:46,16.3,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
124,10/12/2021,13:39:47,16.3,T1 KTemp C,B,21.6,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
125,10/12/2021,13:39:48,16.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
126,10/12/2021,13:39:49,16.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
127,10/12/2021,13:39:50,16.4,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
128,10/12/2021,13:39:51,16.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
129,10/12/2021,13:39:52,16.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
130,10/12/2021,13:39:53,16.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
131,10/12/2021,13:39:54,16.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
132,10/12/2021,13:39:55,16.5,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
133,10/12/2021,13:39:56,16.6,T1 KTemp C,B,21.7,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
134,10/12/2021,13:39:57,16.6,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
135,10/12/2021,13:39:58,16.6,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
136,10/12/2021,13:39:59,16.7,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
137,10/12/2021,13:40:00,16.7,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
138,10/12/2021,13:40:01,16.7,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
139,10/12/2021,13:40:02,16.7,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
140,10/12/2021,13:40:03,16.8,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
141,10/12/2021,13:40:04,16.8,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
142,10/12/2021,13:40:05,16.8,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
143,10/12/2021,13:40:06,16.8,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
144,10/12/2021,13:40:07,16.9,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
145,10/12/2021,13:40:08,16.9,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
146,10/12/2021,13:40:09,16.9,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
147,10/12/2021,13:40:10,17,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
148,10/12/2021,13:40:11,17,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
149,10/12/2021,13:40:12,17,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
150,10/12/2021,13:40:13,17.1,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
151,10/12/2021,13:40:14,17.1,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
152,10/12/2021,13:40:15,17.1,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
153,10/12/2021,13:40:16,17.1,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
154,10/12/2021,13:40:17,17.2,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
155,10/12/2021,13:40:18,17.2,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
156,10/12/2021,13:40:19,17.2,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
157,10/12/2021,13:40:20,17.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
158,10/12/2021,13:40:21,17.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
159,10/12/2021,13:40:22,17.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
160,10/12/2021,13:40:23,17.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
161,10/12/2021,13:40:24,17.3,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
162,10/12/2021,13:40:25,17.4,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
163,10/12/2021,13:40:26,17.4,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
164,10/12/2021,13:40:27,17.4,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
165,10/12/2021,13:40:28,17.4,T1 KTemp C,B,21.8,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
166,10/12/2021,13:40:29,17.5,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
167,10/12/2021,13:40:30,17.5,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
168,10/12/2021,13:40:31,17.5,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
169,10/12/2021,13:40:32,17.5,T1 KTemp C,B,21.9,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
170,10/12/2021,13:40:33,17.5,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
171,10/12/2021,13:40:34,17.6,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
172,10/12/2021,13:40:35,17.6,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
173,10/12/2021,13:40:36,17.6,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
174,10/12/2021,13:40:37,17.6,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
175,10/12/2021,13:40:38,17.7,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
176,10/12/2021,13:40:39,17.7,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
177,10/12/2021,13:40:40,17.7,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
178,10/12/2021,13:40:41,17.7,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
179,10/12/2021,13:40:42,17.8,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
180,10/12/2021,13:40:43,17.8,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
181,10/12/2021,13:40:44,17.8,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
182,10/12/2021,13:40:45,17.8,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
183,10/12/2021,13:40:46,17.9,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
184,10/12/2021,13:40:47,17.9,T1 KTemp C,B,22,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
185,10/12/2021,13:40:48,17.9,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
186,10/12/2021,13:40:49,18,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
187,10/12/2021,13:40:50,18,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
188,10/12/2021,13:40:51,18,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
189,10/12/2021,13:40:52,18,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
190,10/12/2021,13:40:53,18,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
191,10/12/2021,13:40:54,18.1,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
192,10/12/2021,13:40:55,18.1,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
193,10/12/2021,13:40:56,18.1,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
194,10/12/2021,13:40:57,18.2,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
195,10/12/2021,13:40:58,18.2,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
196,10/12/2021,13:40:59,18.2,T1 KTemp C,B,22.1,T2 KTemp C,G,9999,T3 KTemp C,9999,T4 KTemp C,417
