Place,Date,Time,Value_Cloacal,Unit,Thermocouple_Cloacal,Value_Dorsal,Unit,Thermocouple_Dorsal,Value,Unit,Value,Unit,Lizard
41,10/19/2021,13:44:37,35.9,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
42,10/19/2021,13:44:38,35.8,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
43,10/19/2021,13:44:39,35.8,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
44,10/19/2021,13:44:40,35.8,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
45,10/19/2021,13:44:41,35.8,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
46,10/19/2021,13:44:42,35.7,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
47,10/19/2021,13:44:43,35.7,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
48,10/19/2021,13:44:44,35.7,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
49,10/19/2021,13:44:45,35.7,T1 KTemp C,B,31.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
50,10/19/2021,13:44:46,35.6,T1 KTemp C,B,31.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
51,10/19/2021,13:44:47,35.6,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
52,10/19/2021,13:44:48,35.5,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
53,10/19/2021,13:44:49,35.5,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
54,10/19/2021,13:44:50,35.5,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
55,10/19/2021,13:44:51,35.5,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
56,10/19/2021,13:44:52,35.4,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
57,10/19/2021,13:44:53,35.4,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
58,10/19/2021,13:44:54,35.4,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
59,10/19/2021,13:44:55,35.3,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
60,10/19/2021,13:44:56,35.3,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
61,10/19/2021,13:44:57,35.3,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
62,10/19/2021,13:44:58,35.3,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
63,10/19/2021,13:44:59,35.2,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
64,10/19/2021,13:45:00,35.2,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
65,10/19/2021,13:45:01,35.2,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
66,10/19/2021,13:45:02,35.1,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
67,10/19/2021,13:45:03,35.1,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
68,10/19/2021,13:45:04,35,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
69,10/19/2021,13:45:05,35,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
70,10/19/2021,13:45:06,35,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
71,10/19/2021,13:45:07,34.9,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
72,10/19/2021,13:45:08,34.9,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
73,10/19/2021,13:45:09,34.8,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
74,10/19/2021,13:45:10,34.8,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
75,10/19/2021,13:45:11,34.8,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
76,10/19/2021,13:45:12,34.7,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
77,10/19/2021,13:45:13,34.7,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
78,10/19/2021,13:45:14,34.7,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
79,10/19/2021,13:45:15,34.6,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
80,10/19/2021,13:45:16,34.5,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
81,10/19/2021,13:45:17,34.5,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
82,10/19/2021,13:45:18,34.4,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
83,10/19/2021,13:45:19,34.4,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
84,10/19/2021,13:45:20,34.4,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
85,10/19/2021,13:45:21,34.3,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
86,10/19/2021,13:45:22,34.3,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
87,10/19/2021,13:45:23,34.2,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
88,10/19/2021,13:45:24,34.1,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
89,10/19/2021,13:45:25,34.1,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
90,10/19/2021,13:45:26,34.1,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
91,10/19/2021,13:45:27,34.1,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
92,10/19/2021,13:45:28,34,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
93,10/19/2021,13:45:29,34,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
94,10/19/2021,13:45:30,33.9,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
95,10/19/2021,13:45:31,33.8,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
96,10/19/2021,13:45:32,33.8,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
97,10/19/2021,13:45:33,33.7,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
98,10/19/2021,13:45:34,33.6,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
99,10/19/2021,13:45:35,33.6,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
100,10/19/2021,13:45:36,33.6,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
101,10/19/2021,13:45:37,33.5,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
102,10/19/2021,13:45:38,33.5,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
103,10/19/2021,13:45:39,33.4,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
104,10/19/2021,13:45:40,33.4,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
105,10/19/2021,13:45:41,33.3,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
106,10/19/2021,13:45:42,33.3,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
107,10/19/2021,13:45:43,33.3,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
108,10/19/2021,13:45:44,33.2,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
109,10/19/2021,13:45:45,33.2,T1 KTemp C,B,32.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
110,10/19/2021,13:45:46,33.1,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
111,10/19/2021,13:45:47,33.1,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
112,10/19/2021,13:45:48,33,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
113,10/19/2021,13:45:49,33,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
114,10/19/2021,13:45:50,33,T1 KTemp C,B,32.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
115,10/19/2021,13:45:51,32.9,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
116,10/19/2021,13:45:52,32.9,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
117,10/19/2021,13:45:53,32.8,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
118,10/19/2021,13:45:54,32.7,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
119,10/19/2021,13:45:55,32.7,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
120,10/19/2021,13:45:56,32.6,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
121,10/19/2021,13:45:57,32.6,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
122,10/19/2021,13:45:58,32.6,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
123,10/19/2021,13:45:59,32.5,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
124,10/19/2021,13:46:00,32.5,T1 KTemp C,B,32.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
125,10/19/2021,13:46:01,32.4,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
126,10/19/2021,13:46:02,32.4,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
127,10/19/2021,13:46:03,32.3,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
128,10/19/2021,13:46:04,32.2,T1 KTemp C,B,32.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
129,10/19/2021,13:46:05,32.2,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
130,10/19/2021,13:46:06,32.1,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
131,10/19/2021,13:46:07,32.1,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
132,10/19/2021,13:46:08,32,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
133,10/19/2021,13:46:09,31.9,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
134,10/19/2021,13:46:10,31.8,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
135,10/19/2021,13:46:11,31.8,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
136,10/19/2021,13:46:12,31.8,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
137,10/19/2021,13:46:13,31.8,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
138,10/19/2021,13:46:14,31.7,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
139,10/19/2021,13:46:15,31.7,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
140,10/19/2021,13:46:16,31.6,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
141,10/19/2021,13:46:17,31.6,T1 KTemp C,B,32.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
142,10/19/2021,13:46:18,31.5,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
143,10/19/2021,13:46:19,31.5,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
144,10/19/2021,13:46:20,31.5,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
145,10/19/2021,13:46:21,31.4,T1 KTemp C,B,32,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
146,10/19/2021,13:46:22,31.3,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
147,10/19/2021,13:46:23,31.3,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
148,10/19/2021,13:46:24,31.3,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
149,10/19/2021,13:46:25,31.2,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
150,10/19/2021,13:46:26,31.2,T1 KTemp C,B,31.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
151,10/19/2021,13:46:27,31.2,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
152,10/19/2021,13:46:28,31.2,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
153,10/19/2021,13:46:29,31.2,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
154,10/19/2021,13:46:30,31.1,T1 KTemp C,B,31.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
155,10/19/2021,13:46:31,31.1,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
156,10/19/2021,13:46:32,31.1,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
157,10/19/2021,13:46:33,31.1,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
158,10/19/2021,13:46:34,31.1,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
159,10/19/2021,13:46:35,31.1,T1 KTemp C,B,31.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
160,10/19/2021,13:46:36,31.1,T1 KTemp C,B,31.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
161,10/19/2021,13:46:37,31,T1 KTemp C,B,31.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
162,10/19/2021,13:46:38,30.9,T1 KTemp C,B,31.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
163,10/19/2021,13:46:39,30.9,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
164,10/19/2021,13:46:40,30.8,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
165,10/19/2021,13:46:41,30.7,T1 KTemp C,B,31.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
166,10/19/2021,13:46:42,30.6,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
167,10/19/2021,13:46:43,30.6,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
168,10/19/2021,13:46:44,30.5,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
169,10/19/2021,13:46:45,30.4,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
170,10/19/2021,13:46:46,30.4,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
171,10/19/2021,13:46:47,30.3,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
172,10/19/2021,13:46:48,30.2,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
173,10/19/2021,13:46:49,30.2,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
174,10/19/2021,13:46:50,30.1,T1 KTemp C,B,31.4,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
175,10/19/2021,13:46:51,30,T1 KTemp C,B,31.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
176,10/19/2021,13:46:52,29.9,T1 KTemp C,B,31.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
177,10/19/2021,13:46:53,29.9,T1 KTemp C,B,31.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
178,10/19/2021,13:46:54,29.8,T1 KTemp C,B,31.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
179,10/19/2021,13:46:55,29.7,T1 KTemp C,B,31.3,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
180,10/19/2021,13:46:56,29.6,T1 KTemp C,B,31.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
181,10/19/2021,13:46:57,29.6,T1 KTemp C,B,31.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
182,10/19/2021,13:46:58,29.5,T1 KTemp C,B,31.2,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
183,10/19/2021,13:46:59,29.4,T1 KTemp C,B,31.1,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
184,10/19/2021,13:47:00,29.4,T1 KTemp C,B,31,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
185,10/19/2021,13:47:01,29.3,T1 KTemp C,B,30.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
186,10/19/2021,13:47:02,29.2,T1 KTemp C,B,30.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
187,10/19/2021,13:47:03,29.1,T1 KTemp C,B,30.9,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
188,10/19/2021,13:47:04,29.1,T1 KTemp C,B,30.8,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
189,10/19/2021,13:47:05,29.1,T1 KTemp C,B,30.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
190,10/19/2021,13:47:06,29,T1 KTemp C,B,30.7,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
191,10/19/2021,13:47:07,28.9,T1 KTemp C,B,30.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
192,10/19/2021,13:47:08,28.9,T1 KTemp C,B,30.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
193,10/19/2021,13:47:09,28.8,T1 KTemp C,B,30.6,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
194,10/19/2021,13:47:10,28.7,T1 KTemp C,B,30.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
195,10/19/2021,13:47:11,28.7,T1 KTemp C,B,30.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
196,10/19/2021,13:47:12,28.6,T1 KTemp C,B,30.5,T2 KTemp C,D,9999,T3 KTemp C,9999,T4 KTemp C,432
