Place,Date,Time,Value_Cloacal,Unit,Thermocouple_Cloacal,Value_Dorsal,Unit,Thermocouple_Dorsal,Value,Unit,Value,Unit,Lizard
19,10/5/2021,13:18:02,28.2,T1 KTemp C,C,28.3,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
20,10/5/2021,13:18:03,28.2,T1 KTemp C,C,28.3,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
21,10/5/2021,13:18:04,28.2,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
22,10/5/2021,13:18:05,28.2,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
23,10/5/2021,13:18:06,28.2,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
24,10/5/2021,13:18:07,28.2,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
25,10/5/2021,13:18:08,28.2,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
26,10/5/2021,13:18:09,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
27,10/5/2021,13:18:10,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
28,10/5/2021,13:18:11,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
29,10/5/2021,13:18:12,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
30,10/5/2021,13:18:13,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
31,10/5/2021,13:18:14,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
32,10/5/2021,13:18:15,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
33,10/5/2021,13:18:16,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
34,10/5/2021,13:18:17,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
35,10/5/2021,13:18:18,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
36,10/5/2021,13:18:19,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
37,10/5/2021,13:18:20,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
38,10/5/2021,13:18:21,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
39,10/5/2021,13:18:22,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
40,10/5/2021,13:18:23,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
41,10/5/2021,13:18:24,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
42,10/5/2021,13:18:25,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
43,10/5/2021,13:18:26,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
44,10/5/2021,13:18:27,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
45,10/5/2021,13:18:28,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
46,10/5/2021,13:18:29,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
47,10/5/2021,13:18:30,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
48,10/5/2021,13:18:31,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
49,10/5/2021,13:18:32,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
50,10/5/2021,13:18:33,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
51,10/5/2021,13:18:34,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
52,10/5/2021,13:18:35,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
53,10/5/2021,13:18:36,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
54,10/5/2021,13:18:37,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
55,10/5/2021,13:18:38,28.3,T1 KTemp C,C,28.2,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
56,10/5/2021,13:18:39,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
57,10/5/2021,13:18:40,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
58,10/5/2021,13:18:41,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
59,10/5/2021,13:18:42,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
60,10/5/2021,13:18:43,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
61,10/5/2021,13:18:44,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
62,10/5/2021,13:18:45,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
63,10/5/2021,13:18:46,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
64,10/5/2021,13:18:47,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
65,10/5/2021,13:18:48,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
66,10/5/2021,13:18:49,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
67,10/5/2021,13:18:50,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
68,10/5/2021,13:18:51,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
69,10/5/2021,13:18:52,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
70,10/5/2021,13:18:53,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
71,10/5/2021,13:18:54,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
72,10/5/2021,13:18:55,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
73,10/5/2021,13:18:56,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
74,10/5/2021,13:18:57,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
75,10/5/2021,13:18:58,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
76,10/5/2021,13:18:59,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
77,10/5/2021,13:19:00,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
78,10/5/2021,13:19:01,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
79,10/5/2021,13:19:02,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
80,10/5/2021,13:19:03,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
81,10/5/2021,13:19:04,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
82,10/5/2021,13:19:05,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
83,10/5/2021,13:19:06,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
84,10/5/2021,13:19:07,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
85,10/5/2021,13:19:08,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
86,10/5/2021,13:19:09,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
87,10/5/2021,13:19:10,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
88,10/5/2021,13:19:11,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
89,10/5/2021,13:19:12,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
90,10/5/2021,13:19:13,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
91,10/5/2021,13:19:14,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
92,10/5/2021,13:19:15,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
93,10/5/2021,13:19:16,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
94,10/5/2021,13:19:17,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
95,10/5/2021,13:19:18,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
96,10/5/2021,13:19:19,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
97,10/5/2021,13:19:20,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
98,10/5/2021,13:19:21,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
99,10/5/2021,13:19:22,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
100,10/5/2021,13:19:23,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
101,10/5/2021,13:19:24,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
102,10/5/2021,13:19:25,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
103,10/5/2021,13:19:26,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
104,10/5/2021,13:19:27,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
105,10/5/2021,13:19:28,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
106,10/5/2021,13:19:29,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
107,10/5/2021,13:19:30,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
108,10/5/2021,13:19:31,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
109,10/5/2021,13:19:32,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
110,10/5/2021,13:19:33,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
111,10/5/2021,13:19:34,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
112,10/5/2021,13:19:35,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
113,10/5/2021,13:19:36,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
114,10/5/2021,13:19:37,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
115,10/5/2021,13:19:38,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
116,10/5/2021,13:19:39,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
117,10/5/2021,13:19:40,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
118,10/5/2021,13:19:41,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
119,10/5/2021,13:19:42,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
120,10/5/2021,13:19:43,28.3,T1 KTemp C,C,28,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
121,10/5/2021,13:19:44,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
122,10/5/2021,13:19:45,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
123,10/5/2021,13:19:46,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
124,10/5/2021,13:19:47,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
125,10/5/2021,13:19:48,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
126,10/5/2021,13:19:49,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
127,10/5/2021,13:19:50,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
128,10/5/2021,13:19:51,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
129,10/5/2021,13:19:52,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
130,10/5/2021,13:19:53,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
131,10/5/2021,13:19:54,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
132,10/5/2021,13:19:55,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
133,10/5/2021,13:19:56,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
134,10/5/2021,13:19:57,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
135,10/5/2021,13:19:58,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
136,10/5/2021,13:19:59,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
137,10/5/2021,13:20:00,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
138,10/5/2021,13:20:01,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
139,10/5/2021,13:20:02,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
140,10/5/2021,13:20:03,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
141,10/5/2021,13:20:04,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
142,10/5/2021,13:20:05,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
143,10/5/2021,13:20:06,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
144,10/5/2021,13:20:07,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
145,10/5/2021,13:20:08,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
146,10/5/2021,13:20:09,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
147,10/5/2021,13:20:10,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
148,10/5/2021,13:20:11,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
149,10/5/2021,13:20:12,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
150,10/5/2021,13:20:13,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
151,10/5/2021,13:20:14,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
152,10/5/2021,13:20:15,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
153,10/5/2021,13:20:16,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
154,10/5/2021,13:20:17,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
155,10/5/2021,13:20:18,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
156,10/5/2021,13:20:19,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
157,10/5/2021,13:20:20,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
158,10/5/2021,13:20:21,28.3,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
159,10/5/2021,13:20:22,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
160,10/5/2021,13:20:23,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
161,10/5/2021,13:20:24,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
162,10/5/2021,13:20:25,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
163,10/5/2021,13:20:26,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
164,10/5/2021,13:20:27,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
165,10/5/2021,13:20:28,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
166,10/5/2021,13:20:29,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
167,10/5/2021,13:20:30,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
168,10/5/2021,13:20:31,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
169,10/5/2021,13:20:32,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
170,10/5/2021,13:20:33,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
171,10/5/2021,13:20:34,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
172,10/5/2021,13:20:35,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
173,10/5/2021,13:20:36,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
174,10/5/2021,13:20:37,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
175,10/5/2021,13:20:38,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
176,10/5/2021,13:20:39,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
177,10/5/2021,13:20:40,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
178,10/5/2021,13:20:41,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
179,10/5/2021,13:20:42,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
180,10/5/2021,13:20:43,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
181,10/5/2021,13:20:44,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
182,10/5/2021,13:20:45,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
183,10/5/2021,13:20:46,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
184,10/5/2021,13:20:47,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
185,10/5/2021,13:20:48,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
186,10/5/2021,13:20:49,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
187,10/5/2021,13:20:50,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
188,10/5/2021,13:20:51,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
189,10/5/2021,13:20:52,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
190,10/5/2021,13:20:53,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
191,10/5/2021,13:20:54,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
192,10/5/2021,13:20:55,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
193,10/5/2021,13:20:56,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
194,10/5/2021,13:20:57,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
195,10/5/2021,13:20:58,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
196,10/5/2021,13:20:59,28.2,T1 KTemp C,C,28.1,T2 KTemp C,H,9999,T3 KTemp C,9999,T4 KTemp C,408
